U1_14RowNumber,Date,Dchoke (mm),WHP (atm),DHGP (atm),DHGP (psi),A-annulus Pres (atm),7x10 Annulus Pressure (atm),10x13 Annulus Pressure (atm),13x18 Annulus Pressure (atm),18x24 Annulus Pressure (atm),24x28 Annulus Pressure (atm),SSSV Pressure (atm),DHGT (Celcius),III pille Temperature (Celcius)
13272,01.06.20 22:00,13.5,470,708,10406,5,292,3,18,29,2,884,105,39
13273,01.07.20 00:00,13.5,470,708,10406,5,292,4,18,29,2,884,105,39
13274,01.07.20 02:00,13.5,470,708,10406,5,292,4,18,29,2,884,105,39
13275,01.07.20 04:00,13.5,470,708,10406,5,292,4,18,29,2,884,105,39
13276,01.07.20 06:00,13.5,470,708,10406,5,292,4,18,29,2,884,105,39
13277,01.07.20 08:00,13.5,470,708,10405,5,292,4,18,29,2,884,105,39
13278,01.07.20 10:00,13.5,470,708,10405,5,292,4,18,29,2,884,105,39
13279,01.07.20 12:00,13.5,470,708,10405,5,292,4,18,29,2,884,105,39
13280,01.07.20 14:00,13.5,470,708,10405,5,292,4,18,29,2,884,105,39
13281,01.07.20 16:00,13.5,470,708,10405,5,292,4,18,29,2,884,105,39
13282,01.07.20 18:00,13.5,470,708,10404,5,292,4,18,29,2,884,105,39
13283,01.07.20 20:00,13.5,470,708,10404,5,292,4,18,29,2,884,105,39
13284,01.07.20 22:00,13.5,470,708,10404,5,292,4,18,29,2,884,105,38
13285,01.08.20 00:00,13.5,470,708,10404,5,292,4,18,29,2,884,105,38
13286,01.08.20 02:00,13.5,470,708,10404,5,292,4,18,29,2,884,105,38
13287,01.08.20 04:00,13.5,470,708,10404,5,292,4,18,29,2,884,105,38
13288,01.08.20 06:00,13.5,470,708,10404,5,292,4,18,29,2,884,105,38
13289,01.08.20 08:00,13.5,470,708,10404,5,292,4,18,28,2,884,105,38
13290,01.08.20 10:00,13.5,470,708,10403,5,292,4,18,28,2,884,105,38
13291,01.08.20 12:00,13.5,470,708,10403,5,292,4,18,28,2,884,105,38
13292,01.08.20 14:00,13.5,470,708,10403,5,292,4,18,29,2,884,105,38
13293,01.08.20 16:00,13.5,470,708,10403,5,292,4,18,29,2,888,105,38
13294,01.08.20 18:00,13.5,470,708,10403,5,292,4,18,29,2,884,105,38
13295,01.08.20 20:00,13.5,470,708,10403,5,292,4,18,29,2,884,105,38
13296,01.08.20 22:00,13.5,470,708,10402,5,292,4,18,29,2,884,105,38
13297,01.09.20 00:00,13.5,470,708,10402,5,292,4,18,29,2,884,105,38
13298,01.09.20 02:00,13.5,470,708,10402,5,292,4,18,29,2,884,105,38
13299,01.09.20 04:00,13.5,470,708,10402,5,292,4,18,29,2,884,105,38
13300,01.09.20 06:00,13.5,470,708,10402,5,292,4,18,29,2,884,105,38
13301,01.09.20 08:00,13.5,470,708,10402,5,292,4,18,29,2,884,105,38
13302,01.09.20 10:00,13.5,470,708,10401,5,292,4,18,29,2,884,105,38
13303,01.09.20 12:00,13.5,470,708,10401,5,292,4,18,29,2,884,105,38
13304,01.09.20 14:00,13.5,470,708,10401,5,292,4,18,29,2,884,105,39
13305,01.09.20 16:00,13.5,470,708,10401,5,292,4,18,29,2,881,105,39
13306,01.09.20 18:00,13.5,470,708,10401,5,292,4,18,29,2,881,105,38
13307,01.09.20 20:00,13.5,470,708,10400,5,292,3,18,29,2,881,105,38
13308,01.09.20 22:00,13.5,470,708,10400,5,292,3,18,29,2,881,105,38
13309,01.10.20 00:00,13.5,470,708,10400,5,292,3,18,29,2,884,105,38
13310,01.10.20 02:00,13.5,470,708,10400,5,292,3,18,29,2,884,105,38
13311,01.10.20 04:00,13.5,470,708,10400,5,293,3,18,29,2,884,105,38
13312,01.10.20 06:00,13.5,470,708,10400,5,293,3,18,29,2,884,105,38
13313,01.10.20 08:00,13.5,470,708,10400,6,293,3,18,29,2,881,105,38
13314,01.10.20 10:00,13.5,470,708,10399,6,293,3,18,29,2,881,105,38
13315,01.10.20 12:00,13.5,470,708,10399,6,293,3,18,29,2,881,105,39
13316,01.10.20 14:00,13.5,470,708,10399,6,293,3,18,29,2,881,105,39
13317,01.10.20 16:00,13.5,470,708,10399,6,293,3,18,29,2,881,105,38
13318,01.10.20 18:00,13.5,470,708,10399,5,293,4,18,29,2,881,105,38
13319,01.10.20 20:00,13.5,470,708,10398,5,293,4,18,29,2,881,105,38
13320,01.10.20 22:00,13.5,470,708,10398,6,293,4,18,29,2,881,105,38
13321,01.11.20 00:00,13.5,470,708,10398,6,293,4,18,29,2,881,105,38
13322,01.11.20 02:00,13.5,470,708,10398,6,293,4,18,29,2,881,105,38
13323,01.11.20 04:00,13.5,470,708,10398,6,293,4,18,29,2,881,105,38
13324,01.11.20 06:00,13.5,470,708,10398,6,293,4,18,29,2,881,105,39
13325,01.11.20 08:00,13.5,470,708,10398,6,293,4,18,29,2,881,105,39
13326,01.11.20 10:00,13.5,470,708,10398,6,293,4,18,29,2,881,105,38
13327,01.11.20 12:00,13.5,470,707,10397,6,293,4,18,29,2,881,105,37
13328,01.11.20 14:00,13.5,470,707,10397,6,293,4,18,29,2,881,105,37
13329,01.11.20 16:00,13.5,470,707,10397,6,293,4,18,29,2,881,105,37
13330,01.11.20 18:00,13.5,470,707,10397,6,293,4,18,29,2,881,105,37
13331,01.11.20 20:00,13.5,470,707,10397,6,294,5,18,29,2,881,105,37
13332,01.11.20 22:00,13.5,470,707,10397,6,294,5,18,29,2,881,105,37
13333,01.12.20 00:00,13.5,470,707,10396,6,294,5,18,29,2,884,105,37
13334,01.12.20 02:00,13.5,470,707,10396,6,295,5,18,29,2,884,105,37
13335,01.12.20 04:00,13.5,470,707,10396,6,295,5,18,29,2,884,105,37
13336,01.12.20 06:00,13.5,470,707,10396,6,295,5,18,29,2,884,105,37
13337,01.12.20 08:00,13.5,470,707,10396,6,295,5,18,29,2,884,105,37
13338,01.12.20 10:00,13.5,470,707,10395,6,295,5,18,29,2,884,105,37
13339,01.12.20 12:00,13.5,470,707,10395,6,295,5,18,29,2,884,105,37
13340,01.12.20 14:00,13.5,469,707,10395,6,295,5,18,29,2,884,105,37
13341,01.12.20 16:00,13.5,469,707,10395,6,295,4,18,29,2,884,105,37
13342,01.12.20 18:00,13.5,469,707,10395,6,296,4,18,29,2,884,105,37
13343,01.12.20 20:00,13.5,469,707,10395,6,296,4,18,29,2,884,105,38
13344,01.12.20 22:00,13.5,469,707,10395,6,296,4,18,29,2,884,105,39
13345,1.13.20 12:00 AM,13.5,469,707,10394,6,297,5,18,29,2,884,105,39
13346,1.13.20 2:00 AM,13.5,469,707,10394,6,297,5,17,29,2,884,105,39
13347,1.13.20 4:00 AM,13.5,469,707,10394,6,297,5,17,29,2,884,105,38
13348,1.13.20 6:00 AM,13.5,469,707,10394,6,297,4,17,29,2,884,105,38
13349,1.13.20 8:00 AM,13.5,469,707,10393,6,297,4,17,29,2,884,105,38
13350,1.13.20 10:00 AM,13.5,469,707,10393,6,297,4,17,29,2,884,105,38
13351,1.13.20 12:00 PM,13.5,469,707,10393,6,297,3,17,29,2,884,105,38
13352,1.13.20 2:00 PM,13.5,469,707,10393,6,297,3,17,29,2,881,105,38
13353,1.13.20 4:00 PM,13.5,469,707,10393,6,297,3,17,29,2,881,105,38
13354,1.13.20 6:00 PM,13.5,469,707,10392,6,297,3,17,29,2,881,105,38
13355,1.13.20 8:00 PM,13.5,469,707,10392,6,297,3,17,29,2,881,105,38
13356,1.13.20 10:00 PM,13.5,469,707,10392,6,297,3,17,29,2,878,105,38
13357,1.14.20 12:00 AM,13.5,469,707,10392,6,297,3,17,28,2,881,105,38
13358,1.14.20 2:00 AM,13.5,469,707,10392,6,297,3,17,28,2,881,105,38
13359,1.14.20 4:00 AM,13.5,469,707,10392,6,298,3,17,28,2,881,105,39
13360,1.14.20 6:00 AM,13.5,469,707,10392,6,298,4,17,28,2,881,105,39
13361,1.14.20 8:00 AM,13.5,469,707,10392,6,298,4,17,28,2,881,105,39
13362,1.14.20 10:00 AM,13.5,469,707,10392,6,298,5,17,28,2,881,105,39
13363,1.14.20 12:00 PM,13.5,469,707,10391,6,298,5,17,28,2,881,105,39
13364,1.14.20 2:00 PM,13.5,469,707,10391,6,298,5,17,28,2,881,105,39
13365,1.14.20 4:00 PM,13.5,469,707,10391,6,298,5,17,28,2,881,105,39
13366,1.14.20 6:00 PM,13.5,469,707,10391,6,298,5,17,28,2,884,105,39
13367,1.14.20 8:00 PM,13.5,469,707,10391,6,298,6,17,28,2,884,105,39
13368,1.14.20 10:00 PM,13.5,469,707,10391,6,298,6,17,28,2,884,105,39
13369,1.15.20 12:00 AM,13.5,469,707,10391,6,298,6,17,28,2,884,105,39
13370,1.15.20 2:00 AM,13.5,469,707,10391,6,298,6,17,28,2,884,105,39
13371,1.15.20 4:00 AM,13.5,469,707,10390,6,298,6,17,28,2,884,105,39
13372,1.15.20 6:00 AM,13.5,469,707,10390,6,298,6,17,28,2,884,105,39
13373,1.15.20 8:00 AM,13.5,469,707,10390,6,298,6,17,28,2,884,105,39
13374,1.15.20 10:00 AM,13.5,469,707,10390,6,298,6,17,28,2,884,105,38
13375,1.15.20 12:00 PM,13.5,469,707,10390,6,298,6,17,28,2,884,105,38
13376,1.15.20 2:00 PM,13.5,469,707,10390,6,298,6,17,28,2,884,105,38
13377,1.15.20 4:00 PM,13.5,469,707,10389,6,298,7,17,28,2,884,105,38
13378,1.15.20 6:00 PM,13.5,469,707,10389,6,298,6,17,28,2,881,105,37
13379,1.15.20 8:00 PM,13.5,469,707,10389,6,298,6,17,28,2,881,105,37
13380,1.15.20 10:00 PM,13.5,469,707,10388,6,298,5,17,28,2,884,105,37
13381,1.16.20 12:00 AM,13.5,469,707,10388,6,298,5,17,28,2,884,105,37
13382,1.16.20 2:00 AM,13.5,469,707,10388,6,298,4,17,28,2,884,105,38
13383,1.16.20 4:00 AM,13.5,469,707,10388,6,298,4,17,28,2,881,105,38
13384,1.16.20 6:00 AM,13.5,469,707,10388,6,298,4,17,28,2,881,105,38
13385,1.16.20 8:00 AM,13.5,469,707,10388,6,298,4,17,28,2,881,105,38
13386,1.16.20 10:00 AM,13.5,469,707,10389,6,298,4,17,28,2,881,105,38
13387,1.16.20 12:00 PM,13.5,469,707,10389,6,298,4,17,28,2,881,105,38
13388,1.16.20 2:00 PM,13.5,469,707,10389,6,298,4,17,28,2,881,105,38
13389,1.16.20 4:00 PM,13.5,469,707,10389,6,298,4,17,28,2,881,105,38
13390,1.16.20 6:00 PM,13.5,469,707,10389,6,297,4,17,28,2,881,105,38
13391,1.16.20 8:00 PM,13.5,469,707,10389,6,297,4,17,28,2,881,105,38
13392,1.16.20 10:00 PM,13.5,469,707,10389,6,298,4,17,28,2,881,105,38
13393,1.17.20 12:00 AM,13.5,469,707,10389,6,298,5,17,28,2,881,105,38
13394,1.17.20 2:00 AM,13.5,469,707,10389,6,298,5,17,28,2,881,105,38
13395,1.17.20 4:00 AM,13.5,469,707,10389,6,298,5,17,28,2,881,105,38
13396,1.17.20 6:00 AM,13.5,469,707,10388,6,298,5,17,28,2,881,105,38
13397,1.17.20 8:00 AM,13.5,469,707,10388,6,298,5,17,28,2,881,105,38
13398,1.17.20 10:00 AM,13.5,469,707,10388,6,298,6,17,28,2,881,105,38
13399,1.17.20 12:00 PM,13.5,469,707,10388,6,298,6,17,28,2,881,105,38
13400,1.17.20 2:00 PM,13.5,469,707,10388,6,298,6,17,28,2,881,105,38
13401,1.17.20 4:00 PM,13.5,469,707,10388,6,298,6,17,28,2,881,105,38
13402,1.17.20 6:00 PM,13.5,469,707,10387,6,298,6,17,28,2,881,105,37
13403,1.17.20 8:00 PM,13.5,469,707,10387,6,298,6,17,28,2,881,105,37
13404,1.17.20 10:00 PM,13.5,469,707,10387,6,298,6,17,28,2,881,105,37
13405,1.18.20 12:00 AM,13.5,469,707,10385,6,298,5,17,28,2,881,105,37
13406,1.18.20 2:00 AM,13.5,469,707,10385,6,298,5,17,28,2,878,105,37
13407,1.18.20 4:00 AM,13.5,469,707,10385,6,298,5,17,28,2,878,105,37
13408,1.18.20 6:00 AM,13.5,469,707,10384,6,298,4,17,28,2,878,105,37
13409,1.18.20 8:00 AM,13.5,469,707,10384,6,297,4,17,28,2,881,105,37
13410,1.18.20 10:00 AM,13.5,469,707,10384,6,297,4,17,28,2,881,105,37
13411,1.18.20 12:00 PM,13.5,469,707,10384,6,297,4,17,28,2,881,105,37
13412,1.18.20 2:00 PM,13.5,469,707,10384,6,297,4,17,28,2,881,105,37
13413,1.18.20 4:00 PM,13.5,469,707,10383,6,297,4,17,28,2,881,105,36
13414,1.18.20 6:00 PM,13.5,469,707,10383,6,297,4,17,28,2,881,105,36
13415,1.18.20 8:00 PM,13.5,469,707,10383,6,297,4,17,28,2,881,105,35
13416,1.18.20 10:00 PM,13.5,469,707,10383,6,297,4,17,28,2,881,105,34
13417,1.19.20 12:00 AM,13.5,469,707,10383,6,297,4,17,28,2,881,105,34
13418,1.19.20 2:00 AM,13.5,469,707,10383,6,297,4,17,28,2,881,105,35
13419,1.19.20 4:00 AM,13.5,469,706,10382,6,297,4,17,28,2,881,105,35
13420,1.19.20 6:00 AM,13.5,469,706,10382,6,298,4,17,28,2,881,105,35
13421,1.19.20 8:00 AM,13.5,469,706,10382,6,297,4,17,28,2,878,105,35
13422,1.19.20 10:00 AM,13.5,468,706,10378,6,297,4,17,28,2,881,105,36
13423,1.19.20 12:00 PM,13.5,468,706,10378,6,298,4,17,28,2,881,105,36
13424,1.19.20 2:00 PM,13.5,468,706,10377,6,298,4,17,28,2,881,105,36
13425,1.19.20 4:00 PM,13.5,468,706,10377,6,298,4,17,28,2,881,105,36
13426,1.19.20 6:00 PM,13.5,468,706,10377,6,298,4,17,28,2,878,105,36
13427,1.19.20 8:00 PM,13.5,468,706,10377,6,298,4,17,28,2,881,105,36
13428,1.19.20 10:00 PM,13.5,468,706,10377,6,298,4,17,28,2,881,105,36
13429,1.20.20 12:00 AM,13.5,468,706,10376,6,298,4,17,28,2,881,105,36
13430,1.20.20 2:00 AM,13.5,468,706,10376,6,298,4,17,28,2,881,105,35
13431,1.20.20 4:00 AM,13.5,468,706,10376,6,298,4,17,28,2,878,105,36
13432,1.20.20 6:00 AM,13.5,468,706,10376,6,298,4,17,28,2,878,105,36
13433,1.20.20 8:00 AM,13.5,468,706,10376,6,298,4,17,28,2,878,105,36
13434,1.20.20 10:00 AM,13.5,468,706,10375,6,298,4,17,28,2,878,105,36
13435,1.20.20 12:00 PM,13.5,468,706,10375,6,298,4,17,28,2,878,105,35
13436,1.20.20 2:00 PM,13.5,468,706,10375,6,298,4,17,28,2,878,105,36
13437,1.20.20 4:00 PM,13.5,468,706,10375,6,298,4,17,28,2,878,105,36
13438,1.20.20 6:00 PM,13.5,468,706,10375,6,298,4,17,28,2,878,105,36
13439,1.20.20 8:00 PM,13.5,468,706,10375,6,299,5,17,28,2,878,105,36
13440,1.20.20 10:00 PM,13.5,468,706,10375,6,299,6,17,28,2,878,105,36
13441,1.21.20 12:00 AM,13.5,468,706,10375,6,299,6,17,28,2,878,105,36
13442,1.21.20 2:00 AM,13.5,468,706,10374,6,299,6,17,28,2,878,105,36
13443,1.21.20 4:00 AM,13.5,468,706,10374,6,299,6,17,28,2,878,105,36
13444,1.21.20 6:00 AM,13.5,468,706,10374,6,299,6,17,28,2,878,105,36
13445,1.21.20 8:00 AM,13.5,468,706,10374,6,299,6,17,28,2,878,105,36
13446,1.21.20 10:00 AM,13.5,468,706,10374,6,299,6,17,28,2,878,105,36
13447,1.21.20 12:00 PM,13.5,468,706,10374,6,299,6,17,28,2,878,105,36
13448,1.21.20 2:00 PM,13.5,468,706,10373,6,299,6,17,28,2,878,105,36
13449,1.21.20 4:00 PM,13.5,468,706,10373,6,299,6,17,28,2,878,105,36
13450,1.21.20 6:00 PM,13.5,468,706,10373,6,299,6,17,28,2,878,105,36
13451,1.21.20 8:00 PM,13.5,468,706,10373,6,299,6,18,28,2,878,105,36
13452,1.21.20 10:00 PM,13.5,468,706,10373,6,299,6,18,28,2,878,105,37
13453,1.22.20 12:00 AM,13.5,468,706,10373,6,299,6,18,28,2,878,105,37
13454,1.22.20 2:00 AM,13.5,468,706,10373,6,299,6,18,28,2,878,105,37
13455,1.22.20 4:00 AM,13.5,468,706,10372,6,299,7,18,28,2,878,105,37
13456,1.22.20 6:00 AM,13.5,468,706,10372,6,299,7,18,28,2,878,105,36
13457,1.22.20 8:00 AM,13.5,468,706,10372,6,299,7,18,28,2,878,105,36
13458,1.22.20 10:00 AM,13.5,468,706,10372,6,299,7,18,28,2,878,105,36
13459,1.22.20 12:00 PM,13.5,468,706,10372,6,299,7,18,28,2,878,105,36
13460,1.22.20 2:00 PM,13.5,468,706,10372,6,299,7,18,28,2,878,105,36
13461,1.22.20 4:00 PM,13.5,468,706,10372,6,299,7,18,28,2,881,105,36
13462,1.22.20 6:00 PM,13.5,468,706,10372,6,299,7,18,28,2,881,105,36
13463,1.22.20 8:00 PM,13.5,468,706,10371,6,299,6,18,29,2,884,105,36
13464,1.22.20 10:00 PM,13.5,468,706,10371,6,299,6,18,29,2,884,105,36
13465,1.23.20 12:00 AM,13.5,468,706,10371,6,299,6,18,29,2,884,105,36
13466,1.23.20 2:00 AM,13.5,468,706,10371,6,299,6,18,29,2,884,105,36
13467,1.23.20 4:00 AM,13.5,468,706,10370,6,299,6,18,29,2,884,105,35
13468,1.23.20 6:00 AM,13.5,468,706,10370,6,299,6,18,29,2,884,105,36
13469,1.23.20 8:00 AM,13.5,468,706,10370,6,299,6,18,29,2,884,105,36
13470,1.23.20 10:00 AM,13.5,468,706,10370,6,299,6,18,29,2,884,105,36
13471,1.23.20 12:00 PM,13.5,468,706,10370,6,299,6,18,29,2,884,105,36
13472,1.23.20 2:00 PM,13.5,468,706,10370,6,299,6,18,29,2,884,105,36
13473,1.23.20 4:00 PM,13.5,468,706,10370,6,299,6,18,29,2,884,105,36
13474,1.23.20 6:00 PM,13.5,468,706,10370,6,299,6,18,29,2,884,105,36
13475,1.23.20 8:00 PM,13.5,468,706,10370,6,299,6,18,29,2,884,105,36
13476,1.23.20 10:00 PM,13.5,468,706,10369,6,299,7,18,29,2,884,105,36
13477,1.24.20 12:00 AM,13.5,468,706,10369,6,299,7,18,29,2,884,105,36
13478,1.24.20 2:00 AM,13.5,468,706,10369,6,299,7,18,29,2,884,105,36
13479,1.24.20 4:00 AM,13.5,468,706,10369,6,299,7,18,29,2,884,105,36
13480,1.24.20 6:00 AM,13.5,467,706,10369,2,250,2,18,29,2,884,105,36
13481,1.24.20 8:00 AM,13.5,467,706,10369,4,271,2,18,29,2,881,105,36
13482,1.24.20 10:00 AM,13.5,467,706,10369,4,270,7,18,29,2,881,105,36
13483,1.24.20 12:00 PM,13.5,467,706,10369,4,270,6,18,29,2,881,105,36
13484,1.24.20 2:00 PM,13.5,467,706,10369,4,270,6,18,29,2,881,105,36
13485,1.24.20 4:00 PM,13.5,467,706,10369,4,270,6,18,29,2,878,105,36
13486,1.24.20 6:00 PM,13.5,467,706,10369,4,271,4,18,29,2,878,105,36
13487,1.24.20 8:00 PM,13.5,467,706,10369,4,271,3,18,29,2,878,105,36
13488,1.24.20 10:00 PM,13.5,467,706,10369,4,271,3,18,29,2,878,105,36
13489,1.25.20 12:00 AM,13.5,467,706,10369,4,271,3,18,29,2,878,105,36
13490,1.25.20 2:00 AM,13.5,467,706,10369,4,271,2,18,29,2,878,105,36
13491,1.25.20 4:00 AM,13.5,467,706,10369,4,272,2,18,29,2,878,105,36
13492,1.25.20 6:00 AM,13.5,467,706,10369,4,272,2,18,29,2,878,105,36
13493,1.25.20 8:00 AM,13.5,467,706,10369,4,272,2,18,29,2,878,105,36
13494,1.25.20 10:00 AM,13.5,467,706,10369,4,272,2,18,29,2,878,105,37
13495,1.25.20 12:00 PM,13.1,467,705,10360,4,272,2,18,29,2,878,105,37
13496,1.25.20 2:00 PM,13.1,466,705,10360,4,272,2,18,29,2,878,105,37
13497,1.25.20 4:00 PM,13.1,466,705,10360,4,273,3,18,29,2,878,105,37
13498,1.25.20 6:00 PM,13.1,466,705,10360,4,273,3,18,29,2,878,105,37
13499,1.25.20 8:00 PM,13.1,466,705,10359,4,274,3,18,29,2,878,105,37
13500,1.25.20 10:00 PM,13.1,466,705,10359,4,274,3,18,29,2,878,105,37
13501,1.26.20 12:00 AM,13.1,466,705,10359,4,274,3,18,29,2,878,105,36
13502,1.26.20 2:00 AM,13.1,466,705,10359,4,274,3,18,29,2,878,105,36
13503,1.26.20 4:00 AM,13.1,466,705,10358,4,274,3,18,29,2,878,105,36
13504,1.26.20 6:00 AM,13.1,466,705,10358,4,275,3,18,29,2,878,105,36
13505,1.26.20 8:00 AM,13.1,466,705,10358,4,275,3,18,29,2,878,105,36
13506,1.26.20 10:00 AM,13.1,466,705,10358,4,275,3,18,29,2,878,105,36
13507,1.26.20 12:00 PM,13.1,466,705,10358,4,275,3,18,29,2,881,105,36
13508,1.26.20 2:00 PM,13.1,466,705,10358,4,276,2,18,29,2,878,105,36
13509,1.26.20 4:00 PM,13.1,466,705,10358,4,276,3,18,29,2,878,105,36
13510,1.26.20 6:00 PM,13.1,466,705,10358,4,276,3,18,29,2,884,105,36
13511,1.26.20 8:00 PM,13.1,466,705,10357,4,277,4,18,29,2,884,105,36
13512,1.26.20 10:00 PM,13.1,466,705,10357,4,277,5,18,29,2,884,105,36
13513,1.27.20 12:00 AM,13.1,466,705,10357,4,277,5,18,29,2,884,105,37
13514,1.27.20 2:00 AM,13.1,466,705,10357,4,277,5,18,29,2,884,105,37
13515,1.27.20 4:00 AM,13.1,466,705,10357,4,277,5,18,29,2,884,105,37
13516,1.27.20 6:00 AM,13.1,466,705,10357,4,278,5,18,29,2,884,105,37
13517,1.27.20 8:00 AM,13.1,466,705,10357,4,278,5,18,29,2,884,105,37
13518,1.27.20 10:00 AM,13.1,466,705,10357,4,278,5,18,29,2,884,105,37
13519,1.27.20 12:00 PM,13.1,466,705,10356,4,278,5,18,29,2,884,105,37
13520,1.27.20 2:00 PM,13.1,466,705,10356,4,278,5,18,29,2,884,105,37
13521,1.27.20 4:00 PM,13.1,466,705,10356,4,278,5,18,29,2,884,105,37
13522,1.27.20 6:00 PM,13.1,466,705,10356,4,278,5,18,29,2,884,105,37
13523,1.27.20 8:00 PM,13.1,466,705,10356,4,278,6,18,29,2,884,105,36
13524,1.27.20 10:00 PM,13.1,466,705,10356,4,278,6,18,29,2,884,105,36
13525,1.28.20 12:00 AM,13.1,466,705,10355,4,278,6,18,29,2,884,105,36
13526,1.28.20 2:00 AM,13.1,466,705,10355,4,278,6,18,29,2,884,105,36
13527,1.28.20 4:00 AM,13.1,466,705,10355,4,278,6,18,29,2,884,105,36
13528,1.28.20 6:00 AM,13.1,466,705,10355,4,278,6,18,29,2,884,105,36
13529,1.28.20 8:00 AM,13.1,466,705,10355,4,278,6,18,29,2,884,105,36
13530,1.28.20 10:00 AM,13.1,466,705,10354,4,278,6,18,29,2,884,105,36
13531,1.28.20 12:00 PM,13.1,466,705,10354,4,278,6,18,29,2,884,105,36
13532,1.28.20 2:00 PM,13.1,466,705,10354,4,278,6,18,29,2,884,105,36
13533,1.28.20 4:00 PM,13.1,466,705,10354,4,278,6,18,29,2,884,105,36
13534,1.28.20 6:00 PM,13.1,466,705,10354,4,278,7,18,29,2,884,105,36
13535,1.28.20 8:00 PM,13.1,466,705,10355,4,279,7,18,29,2,884,105,36
13536,1.28.20 10:00 PM,13.1,466,704,10353,4,279,7,18,29,2,884,105,36
13537,1.29.20 12:00 AM,13.1,466,704,10353,4,279,7,18,29,2,884,105,36
13538,1.29.20 2:00 AM,13.1,466,704,10353,5,280,7,18,29,2,884,105,36
13539,1.29.20 4:00 AM,13.1,466,704,10353,5,280,7,18,29,2,884,105,36
13540,1.29.20 6:00 AM,13.1,466,704,10353,5,280,7,18,29,2,884,105,36
13541,1.29.20 8:00 AM,13.1,466,704,10353,5,280,7,18,29,2,884,105,36
13542,1.29.20 10:00 AM,13.1,466,704,10353,5,280,7,18,29,2,884,105,36
13543,1.29.20 12:00 PM,13.1,466,704,10353,5,280,7,18,29,2,884,105,36
13544,1.29.20 2:00 PM,13.1,466,704,10353,5,280,7,18,29,2,884,105,36
13545,1.29.20 4:00 PM,13.1,466,704,10353,5,280,7,18,29,2,884,105,36
13546,1.29.20 6:00 PM,13.1,466,704,10353,5,280,7,18,29,2,884,105,36
13547,1.29.20 8:00 PM,13.1,466,704,10351,5,280,6,18,30,2,884,105,36
13548,1.29.20 10:00 PM,13.1,466,704,10351,5,280,6,18,30,2,884,105,36
13549,1.30.20 12:00 AM,13.1,466,704,10351,5,281,6,18,30,2,884,105,36
13550,1.30.20 2:00 AM,13.1,466,704,10351,5,281,6,18,30,2,884,105,36
13551,1.30.20 4:00 AM,13.1,466,704,10351,5,281,6,18,30,2,884,105,36
13552,1.30.20 6:00 AM,13.1,466,704,10351,5,281,7,18,30,2,884,105,37
13553,1.30.20 8:00 AM,13.1,466,704,10351,5,281,7,18,30,2,884,105,37
13554,1.30.20 10:00 AM,13.1,466,704,10351,5,281,7,18,30,2,884,105,37
13555,1.30.20 12:00 PM,13.1,466,704,10350,5,281,7,18,30,2,884,105,37
13556,1.30.20 2:00 PM,13.1,466,704,10350,5,281,7,18,30,2,884,105,36
13557,1.30.20 4:00 PM,13.1,466,704,10350,5,281,7,18,30,2,884,105,36
13558,1.30.20 6:00 PM,13.1,466,704,10350,5,281,7,18,30,2,884,105,36
13559,1.30.20 8:00 PM,13.1,466,704,10349,5,281,7,18,30,2,884,105,36
13560,1.30.20 10:00 PM,13.1,466,704,10349,5,281,7,18,30,2,884,105,36
13561,1.31.20 12:00 AM,13.1,466,704,10349,5,281,7,18,30,2,884,105,36
13562,1.31.20 2:00 AM,13.1,466,704,10349,5,282,7,18,30,2,884,105,36
13563,1.31.20 4:00 AM,13.1,466,704,10349,5,282,7,18,30,2,884,105,36
13564,1.31.20 6:00 AM,13.1,466,704,10348,5,282,7,18,30,2,884,105,36
13565,1.31.20 8:00 AM,13.1,466,704,10348,5,282,7,18,30,2,884,105,36
13566,1.31.20 10:00 AM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13567,1.31.20 12:00 PM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13568,1.31.20 2:00 PM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13569,1.31.20 4:00 PM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13570,1.31.20 6:00 PM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13571,1.31.20 8:00 PM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13572,1.31.20 10:00 PM,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13573,02.01.20 00:00,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
13574,02.01.20 02:00,13.1,466,704,10347,5,282,6,18,29,2,884,105,36
13575,02.01.20 04:00,13.1,466,704,10346,5,282,6,18,29,2,884,105,34
13576,02.01.20 06:00,13.1,466,704,10346,5,282,5,18,29,2,884,105,34
13577,02.01.20 08:00,13.1,466,704,10346,5,282,5,18,29,2,884,105,34
