Date,Well_Head_Pressure_(atm),Downhole_Gauge_Pressure_(atm),Downhole_Gauge_Pressure_(psi),BHFP_at_Top_Perf_(atm),WellBore_Dynamic_Fluid Density _(kg/m3),Daily_Gas_Production_(1000 m³/day),Daily_Condensate_Production_(ton/day),Daily_Water_Production_(ton/day),Daily_Liquid_Production_(ton/day),Total_Produced_Gas_(1000 m³),Total_Produced_Condensate_(ton),Total_Produced_Water_(ton),Total_Produced_Liquid_(ton)
3.15.14 0:00,651,#N/A,#N/A,#N/A,#N/A,431,80,1,81,28352,5033,457,5490
3.16.14 0:00,658,#N/A,#N/A,#N/A,#N/A,164,31,0,31,28516,5064,457,5521
3.17.14 0:00,659,#N/A,#N/A,#N/A,#N/A,366,68,1,69,28882,5132,457,5589
3.18.14 0:00,653,#N/A,#N/A,#N/A,#N/A,407,76,1,77,29289,5208,458,5666
3.19.14 0:00,653,#N/A,#N/A,#N/A,#N/A,379,71,1,71,29669,5279,459,5737
3.20.14 0:00,656,#N/A,#N/A,#N/A,#N/A,441,82,1,83,30109,5361,460,5820
3.21.14 0:00,656,#N/A,#N/A,#N/A,#N/A,420,78,1,79,30529,5439,460,5899
3.22.14 0:00,656,#N/A,#N/A,#N/A,#N/A,405,75,1,76,30934,5514,461,5975
3.23.14 0:00,650,#N/A,#N/A,#N/A,#N/A,403,75,1,76,31338,5589,462,6051
3.24.14 0:00,654,#N/A,#N/A,#N/A,#N/A,416,77,1,78,31753,5666,463,6129
3.25.14 0:00,660,#N/A,#N/A,#N/A,#N/A,414,77,1,78,32167,5743,464,6207
3.26.14 0:00,660,#N/A,#N/A,#N/A,#N/A,416,77,1,78,32583,5820,465,6285
3.27.14 0:00,660,#N/A,#N/A,#N/A,#N/A,383,71,1,72,32966,5891,466,6357
3.28.14 0:00,658,#N/A,#N/A,#N/A,#N/A,426,79,1,80,33392,5970,467,6437
3.29.14 0:00,654,#N/A,#N/A,#N/A,#N/A,424,79,1,80,33815,6049,468,6517
3.30.14 0:00,643,#N/A,#N/A,#N/A,#N/A,388,72,1,73,34203,6121,469,6590
3.31.14 0:00,640,#N/A,#N/A,#N/A,#N/A,401,75,1,75,34605,6196,470,6665
4.1.14 0:00,646,#N/A,#N/A,#N/A,#N/A,349,45,1,46,34954,6241,470,6711
4.2.14 0:00,642,#N/A,#N/A,#N/A,#N/A,327,42,1,43,35281,6283,471,6754
4.3.14 0:00,647,#N/A,#N/A,#N/A,#N/A,388,50,1,51,35669,6334,472,6806
4.4.14 0:00,639,#N/A,#N/A,#N/A,#N/A,520,67,1,68,36189,6401,473,6874
4.5.14 0:00,620,#N/A,#N/A,#N/A,#N/A,528,68,1,70,36717,6469,474,6944
4.6.14 0:00,361,#N/A,#N/A,#N/A,#N/A,368,48,1,48,37085,6517,475,6992
4.7.14 0:00,451,#N/A,#N/A,#N/A,#N/A,918,117,5,121,38003,6634,480,7114
4.8.14 0:00,465,#N/A,#N/A,#N/A,#N/A,714,91,4,94,38716,6724,484,7208
4.9.14 0:00,431,#N/A,#N/A,#N/A,#N/A,811,103,4,107,39528,6827,488,7316
4.10.14 0:00,491,#N/A,#N/A,#N/A,#N/A,632,80,3,84,40160,6908,491,7399
4.11.14 0:00,489,#N/A,#N/A,#N/A,#N/A,590,75,3,78,40750,6983,495,7477
4.12.14 0:00,490,#N/A,#N/A,#N/A,#N/A,867,110,5,115,41617,7093,499,7592
4.13.14 0:00,490,#N/A,#N/A,#N/A,#N/A,913,116,5,121,42530,7209,504,7713
4.14.14 0:00,490,#N/A,#N/A,#N/A,#N/A,915,116,5,121,43446,7325,509,7834
4.15.14 0:00,490,#N/A,#N/A,#N/A,#N/A,327,42,2,43,43773,7367,511,7877
4.16.14 0:00,490,#N/A,#N/A,#N/A,#N/A,807,103,4,107,44580,7469,515,7984
4.17.14 0:00,490,#N/A,#N/A,#N/A,#N/A,936,119,5,124,45516,7588,520,8108
4.18.14 0:00,490,#N/A,#N/A,#N/A,#N/A,951,121,5,126,46467,7709,525,8234
4.19.14 0:00,490,#N/A,#N/A,#N/A,#N/A,941,120,5,125,47408,7829,530,8359
4.20.14 0:00,494,#N/A,#N/A,#N/A,#N/A,908,115,5,120,48317,7944,535,8479
4.21.14 0:00,497,#N/A,#N/A,#N/A,#N/A,907,115,5,120,49224,8059,540,8599
4.22.14 0:00,497,#N/A,#N/A,#N/A,#N/A,934,119,5,124,50158,8178,545,8723
4.23.14 0:00,497,#N/A,#N/A,#N/A,#N/A,955,121,5,126,51113,8299,550,8849
4.24.14 0:00,497,#N/A,#N/A,#N/A,#N/A,902,115,5,119,52015,8414,555,8969
4.25.14 0:00,497,#N/A,#N/A,#N/A,#N/A,986,125,5,131,53001,8539,560,9099
4.26.14 0:00,495,#N/A,#N/A,#N/A,#N/A,859,109,5,114,53860,8648,565,9213
4.27.14 0:00,495,#N/A,#N/A,#N/A,#N/A,999,127,5,132,54860,8775,570,9345
4.28.14 0:00,493,#N/A,#N/A,#N/A,#N/A,907,115,5,120,55767,8891,575,9465
4.29.14 0:00,490,#N/A,#N/A,#N/A,#N/A,926,117,6,123,56693,9007,581,9588
4.30.14 0:00,488,#N/A,#N/A,#N/A,#N/A,781,98,5,104,57473,9106,586,9692
5.1.14 0:00,474,#N/A,#N/A,#N/A,#N/A,977,146,7,152,58450,9251,593,9844
5.2.14 0:00,480,#N/A,#N/A,#N/A,#N/A,928,138,6,145,59378,9389,599,9989
5.3.14 0:00,488,#N/A,#N/A,#N/A,#N/A,896,133,6,140,60275,9523,606,10128
5.4.14 0:00,479,#N/A,#N/A,#N/A,#N/A,906,135,6,141,61181,9658,612,10270
5.5.14 0:00,478,#N/A,#N/A,#N/A,#N/A,752,112,5,117,61932,9770,617,10387
5.6.14 0:00,475,#N/A,#N/A,#N/A,#N/A,739,110,5,115,62671,9880,622,10502
5.7.14 0:00,473,#N/A,#N/A,#N/A,#N/A,759,113,5,118,63429,9993,627,10620
5.8.14 0:00,478,#N/A,#N/A,#N/A,#N/A,731,109,5,114,64160,10102,632,10734
5.9.14 0:00,482,#N/A,#N/A,#N/A,#N/A,560,83,4,87,64720,10185,636,10821
5.10.14 0:00,482,#N/A,#N/A,#N/A,#N/A,519,77,4,81,65240,10263,640,10902
5.11.14 0:00,479,#N/A,#N/A,#N/A,#N/A,857,123,11,134,66097,10385,651,11036
5.12.14 0:00,475,#N/A,#N/A,#N/A,#N/A,893,128,12,140,66990,10513,663,11176
5.13.14 0:00,480,#N/A,#N/A,#N/A,#N/A,935,134,12,146,67925,10648,675,11322
5.14.14 0:00,488,#N/A,#N/A,#N/A,#N/A,863,124,11,135,68788,10771,686,11457
5.15.14 0:00,490,#N/A,#N/A,#N/A,#N/A,863,124,11,135,69652,10895,697,11593
5.16.14 0:00,490,#N/A,#N/A,#N/A,#N/A,872,125,11,136,70524,11020,709,11729
5.17.14 0:00,493,#N/A,#N/A,#N/A,#N/A,861,123,11,135,71385,11144,720,11864
5.18.14 0:00,497,#N/A,#N/A,#N/A,#N/A,855,123,11,134,72241,11266,731,11997
5.19.14 0:00,494,#N/A,#N/A,#N/A,#N/A,861,123,11,135,73102,11390,743,12132
5.20.14 0:00,493,#N/A,#N/A,#N/A,#N/A,871,125,11,136,73973,11515,754,12268
5.21.14 0:00,489,#N/A,#N/A,#N/A,#N/A,862,124,11,135,74835,11638,765,12403
5.22.14 0:00,485,#N/A,#N/A,#N/A,#N/A,860,123,11,135,75696,11762,776,12538
5.23.14 0:00,491,#N/A,#N/A,#N/A,#N/A,859,123,11,134,76555,11885,788,12672
5.24.14 0:00,490,#N/A,#N/A,#N/A,#N/A,851,122,11,133,77406,12007,799,12806
5.25.14 0:00,490,#N/A,#N/A,#N/A,#N/A,848,122,11,133,78254,12128,810,12938
5.26.14 0:00,481,#N/A,#N/A,#N/A,#N/A,841,121,11,132,79096,12249,821,13070
5.27.14 0:00,484,#N/A,#N/A,#N/A,#N/A,925,133,12,145,80021,12382,833,13215
5.28.14 0:00,479,#N/A,#N/A,#N/A,#N/A,910,130,12,142,80931,12512,845,13357
5.29.14 0:00,485,#N/A,#N/A,#N/A,#N/A,897,129,12,140,81828,12641,857,13497
5.30.14 0:00,486,#N/A,#N/A,#N/A,#N/A,875,125,11,137,82703,12766,868,13634
5.31.14 0:00,490,#N/A,#N/A,#N/A,#N/A,893,128,12,140,83596,12894,880,13774
6.1.14 0:00,489,#N/A,#N/A,#N/A,#N/A,885,100,12,112,84481,12994,891,13886
6.2.14 0:00,483,#N/A,#N/A,#N/A,#N/A,722,82,10,91,85204,13076,901,13977
6.3.14 0:00,482,#N/A,#N/A,#N/A,#N/A,835,100,3,103,86039,13177,904,14080
6.4.14 0:00,487,#N/A,#N/A,#N/A,#N/A,859,103,3,106,86898,13280,907,14186
6.5.14 0:00,488,#N/A,#N/A,#N/A,#N/A,849,102,3,105,87747,13382,910,14291
6.6.14 0:00,517,#N/A,#N/A,#N/A,#N/A,806,97,3,100,88552,13479,912,14391
6.7.14 0:00,246,#N/A,#N/A,#N/A,#N/A,488,59,2,60,89040,13537,914,14451
6.8.14 0:00,588,#N/A,#N/A,#N/A,#N/A,538,65,2,66,89578,13602,916,14518
6.9.14 0:00,530,#N/A,#N/A,#N/A,#N/A,699,84,2,86,90277,13686,918,14604
6.10.14 0:00,508,#N/A,#N/A,#N/A,#N/A,807,97,3,100,91083,13783,921,14704
6.11.14 0:00,511,#N/A,#N/A,#N/A,#N/A,763,92,3,94,91846,13875,924,14798
6.12.14 0:00,548,#N/A,#N/A,#N/A,#N/A,663,80,2,82,92510,13954,926,14880
6.13.14 0:00,545,#N/A,#N/A,#N/A,#N/A,653,79,2,81,93163,14033,928,14961
6.14.14 0:00,539,#N/A,#N/A,#N/A,#N/A,661,79,2,82,93824,14112,930,15043
6.15.14 0:00,538,#N/A,#N/A,#N/A,#N/A,661,79,2,82,94485,14192,933,15125
6.16.14 0:00,534,#N/A,#N/A,#N/A,#N/A,678,81,2,84,95163,14273,935,15208
6.17.14 0:00,530,#N/A,#N/A,#N/A,#N/A,637,77,2,79,95801,14350,937,15287
6.18.14 0:00,525,#N/A,#N/A,#N/A,#N/A,647,78,2,80,96448,14428,940,15367
6.19.14 0:00,526,#N/A,#N/A,#N/A,#N/A,666,74,10,85,97114,14502,950,15452
6.20.14 0:00,514,#N/A,#N/A,#N/A,#N/A,666,74,10,85,97781,14577,960,15537
6.21.14 0:00,504,#N/A,#N/A,#N/A,#N/A,640,72,10,81,98421,14648,970,15618
6.22.14 0:00,514,#N/A,#N/A,#N/A,#N/A,656,73,10,83,99077,14722,980,15701
6.23.14 0:00,511,#N/A,#N/A,#N/A,#N/A,658,74,10,84,99736,14795,990,15785
6.24.14 0:00,506,#N/A,#N/A,#N/A,#N/A,654,73,10,83,100390,14868,1000,15868
6.25.14 0:00,507,#N/A,#N/A,#N/A,#N/A,679,76,10,86,101069,14944,1010,15954
6.26.14 0:00,511,#N/A,#N/A,#N/A,#N/A,697,80,8,88,101766,15024,1018,16042
6.27.14 0:00,507,#N/A,#N/A,#N/A,#N/A,661,76,8,83,102427,15100,1025,16125
6.28.14 0:00,504,#N/A,#N/A,#N/A,#N/A,659,75,8,83,103086,15175,1033,16208
6.29.14 0:00,506,#N/A,#N/A,#N/A,#N/A,680,78,8,86,103766,15253,1041,16294
6.30.14 0:00,503,#N/A,#N/A,#N/A,#N/A,622,71,7,78,104388,15324,1048,16372
7.1.14 0:00,499,#N/A,#N/A,#N/A,#N/A,620,85,7,92,105008,15410,1055,16465
7.2.14 0:00,509,#N/A,#N/A,#N/A,#N/A,627,86,7,93,105635,15496,1062,16558
7.3.14 0:00,515,#N/A,#N/A,#N/A,#N/A,639,88,7,95,106275,15584,1069,16653
7.4.14 0:00,512,#N/A,#N/A,#N/A,#N/A,633,87,7,94,106908,15671,1077,16748
7.5.14 0:00,511,#N/A,#N/A,#N/A,#N/A,621,86,7,93,107530,15757,1084,16840
7.6.14 0:00,513,#N/A,#N/A,#N/A,#N/A,631,87,7,94,108161,15844,1091,16934
7.7.14 0:00,507,#N/A,#N/A,#N/A,#N/A,634,87,7,95,108795,15931,1098,17029
7.8.14 0:00,518,#N/A,#N/A,#N/A,#N/A,640,88,7,95,109436,16019,1105,17124
7.9.14 0:00,511,#N/A,#N/A,#N/A,#N/A,654,90,7,97,110089,16109,1113,17222
7.10.14 0:00,503,#N/A,#N/A,#N/A,#N/A,661,91,8,98,110750,16200,1120,17320
7.11.14 0:00,507,#N/A,#N/A,#N/A,#N/A,675,93,8,101,111425,16293,1128,17421
7.12.14 0:00,505,#N/A,#N/A,#N/A,#N/A,665,91,8,99,112089,16384,1136,17520
7.13.14 0:00,510,#N/A,#N/A,#N/A,#N/A,639,88,7,95,112729,16472,1143,17615
7.14.14 0:00,497,#N/A,#N/A,#N/A,#N/A,641,88,7,96,113370,16560,1150,17711
7.15.14 0:00,487,#N/A,#N/A,#N/A,#N/A,657,90,8,98,114027,16651,1158,17808
7.16.14 0:00,487,#N/A,#N/A,#N/A,#N/A,632,87,7,94,114659,16738,1165,17903
7.17.14 0:00,479,#N/A,#N/A,#N/A,#N/A,622,86,7,93,115281,16823,1172,17995
7.18.14 0:00,476,#N/A,#N/A,#N/A,#N/A,610,84,7,91,115892,16907,1179,18086
7.19.14 0:00,465,#N/A,#N/A,#N/A,#N/A,618,85,7,92,116510,16992,1186,18178
7.20.14 0:00,464,#N/A,#N/A,#N/A,#N/A,624,86,7,93,117134,17078,1193,18271
7.21.14 0:00,457,#N/A,#N/A,#N/A,#N/A,612,84,7,91,117747,17162,1200,18363
7.22.14 0:00,450,#N/A,#N/A,#N/A,#N/A,611,84,7,91,118358,17246,1207,18454
7.23.14 0:00,470,#N/A,#N/A,#N/A,#N/A,639,88,7,95,118997,17334,1215,18549
7.24.14 0:00,465,#N/A,#N/A,#N/A,#N/A,630,85,9,94,119628,17420,1223,18643
7.25.14 0:00,463,#N/A,#N/A,#N/A,#N/A,630,85,9,94,120258,17505,1232,18737
7.26.14 0:00,455,#N/A,#N/A,#N/A,#N/A,608,82,8,91,120866,17588,1240,18828
7.27.14 0:00,454,#N/A,#N/A,#N/A,#N/A,605,82,8,90,121471,17670,1249,18918
7.28.14 0:00,452,#N/A,#N/A,#N/A,#N/A,620,85,8,93,122092,17754,1257,19011
7.29.14 0:00,443,#N/A,#N/A,#N/A,#N/A,620,85,8,93,122712,17839,1265,19104
7.30.14 0:00,443,#N/A,#N/A,#N/A,#N/A,594,81,8,89,123306,17920,1272,19192
7.31.14 0:00,446,#N/A,#N/A,#N/A,#N/A,672,92,9,100,123978,18012,1281,19292
8.1.14 0:00,442,#N/A,#N/A,#N/A,#N/A,571,86,7,93,124549,18097,1288,19385
8.2.14 0:00,442,#N/A,#N/A,#N/A,#N/A,589,88,8,96,125138,18186,1296,19481
8.3.14 0:00,451,#N/A,#N/A,#N/A,#N/A,622,93,9,101,125760,18278,1304,19583
8.4.14 0:00,454,#N/A,#N/A,#N/A,#N/A,589,89,7,96,126349,18368,1311,19679
8.5.14 0:00,446,#N/A,#N/A,#N/A,#N/A,585,89,6,95,126934,18456,1317,19774
8.6.14 0:00,446,#N/A,#N/A,#N/A,#N/A,552,83,7,90,127486,18539,1325,19864
8.7.14 0:00,468,#N/A,#N/A,#N/A,#N/A,594,90,7,97,128080,18629,1331,19960
8.8.14 0:00,462,#N/A,#N/A,#N/A,#N/A,607,92,7,99,128687,18721,1338,20059
8.9.14 0:00,454,#N/A,#N/A,#N/A,#N/A,633,96,7,103,129319,18817,1345,20162
8.10.14 0:00,448,#N/A,#N/A,#N/A,#N/A,604,92,7,98,129923,18909,1352,20261
8.11.14 0:00,465,#N/A,#N/A,#N/A,#N/A,608,91,8,99,130531,19000,1360,20360
8.12.14 0:00,461,#N/A,#N/A,#N/A,#N/A,624,94,8,102,131155,19094,1368,20461
8.13.14 0:00,455,#N/A,#N/A,#N/A,#N/A,623,94,8,101,131778,19187,1376,20563
8.14.14 0:00,448,#N/A,#N/A,#N/A,#N/A,608,91,8,99,132386,19278,1383,20662
8.15.14 0:00,445,#N/A,#N/A,#N/A,#N/A,618,93,8,101,133004,19371,1391,20762
8.16.14 0:00,446,#N/A,#N/A,#N/A,#N/A,586,88,7,95,133590,19459,1399,20858
8.17.14 0:00,444,#N/A,#N/A,#N/A,#N/A,598,90,8,97,134188,19549,1406,20955
8.18.14 0:00,446,#N/A,#N/A,#N/A,#N/A,579,87,7,94,134767,19636,1414,21050
8.19.14 0:00,438,#N/A,#N/A,#N/A,#N/A,588,88,7,96,135355,19724,1421,21145
8.20.14 0:00,429,#N/A,#N/A,#N/A,#N/A,562,84,7,92,135917,19808,1428,21237
8.21.14 0:00,423,#N/A,#N/A,#N/A,#N/A,594,89,8,97,136511,19898,1436,21334
8.22.14 0:00,421,#N/A,#N/A,#N/A,#N/A,567,85,7,92,137078,19983,1443,21426
8.23.14 0:00,419,#N/A,#N/A,#N/A,#N/A,593,89,8,97,137671,20071,1451,21523
8.24.14 0:00,412,#N/A,#N/A,#N/A,#N/A,554,83,8,90,138225,20154,1459,21613
8.25.14 0:00,410,#N/A,#N/A,#N/A,#N/A,612,91,8,100,138837,20245,1467,21713
8.26.14 0:00,406,#N/A,#N/A,#N/A,#N/A,552,75,7,81,139389,20320,1474,21794
8.27.14 0:00,401,#N/A,#N/A,#N/A,#N/A,562,76,7,83,139951,20396,1481,21877
8.28.14 0:00,395,#N/A,#N/A,#N/A,#N/A,569,77,7,84,140520,20473,1488,21961
8.29.14 0:00,448,#N/A,#N/A,#N/A,#N/A,600,81,7,89,141121,20554,1496,22050
8.30.14 0:00,467,#N/A,#N/A,#N/A,#N/A,651,89,7,96,141772,20643,1503,22146
8.31.14 0:00,480,#N/A,#N/A,#N/A,#N/A,631,87,6,93,142403,20731,1508,22239
9.1.14 0:00,516,#N/A,#N/A,#N/A,#N/A,751,111,6,118,143154,20842,1514,22356
9.2.14 0:00,520,#N/A,#N/A,#N/A,#N/A,769,114,6,120,143923,20956,1521,22477
9.3.14 0:00,526,#N/A,#N/A,#N/A,#N/A,777,115,6,122,144700,21071,1527,22598
9.4.14 0:00,528,#N/A,#N/A,#N/A,#N/A,300,44,2,47,144999,21116,1530,22645
9.5.14 0:00,533,#N/A,#N/A,#N/A,#N/A,710,105,6,111,145709,21221,1536,22757
9.6.14 0:00,535,#N/A,#N/A,#N/A,#N/A,729,108,6,114,146438,21329,1542,22871
9.7.14 0:00,535,#N/A,#N/A,#N/A,#N/A,695,103,6,109,147133,21432,1547,22979
9.8.14 0:00,535,#N/A,#N/A,#N/A,#N/A,696,103,6,109,147829,21535,1553,23088
9.9.14 0:00,536,#N/A,#N/A,#N/A,#N/A,707,105,6,111,148536,21640,1559,23199
9.10.14 0:00,533,#N/A,#N/A,#N/A,#N/A,701,104,6,110,149237,21744,1565,23309
9.11.14 0:00,528,#N/A,#N/A,#N/A,#N/A,665,99,6,104,149901,21843,1571,23413
9.12.14 0:00,530,#N/A,#N/A,#N/A,#N/A,747,111,6,117,150649,21953,1577,23530
9.13.14 0:00,526,#N/A,#N/A,#N/A,#N/A,756,112,6,118,151404,22065,1583,23648
9.14.14 0:00,524,#N/A,#N/A,#N/A,#N/A,741,110,6,116,152145,22175,1589,23764
9.15.14 0:00,523,#N/A,#N/A,#N/A,#N/A,764,113,6,120,152909,22288,1596,23884
9.16.14 0:00,525,#N/A,#N/A,#N/A,#N/A,759,113,6,119,153668,22401,1602,24003
9.17.14 0:00,539,#N/A,#N/A,#N/A,#N/A,706,105,6,110,154374,22506,1608,24113
9.18.14 0:00,536,#N/A,#N/A,#N/A,#N/A,734,109,6,115,155108,22614,1614,24228
9.19.14 0:00,532,#N/A,#N/A,#N/A,#N/A,751,111,6,118,155859,22726,1620,24346
9.20.14 0:00,531,#N/A,#N/A,#N/A,#N/A,670,99,6,105,156529,22825,1626,24451
9.21.14 0:00,523,#N/A,#N/A,#N/A,#N/A,752,111,6,118,157281,22937,1632,24569
9.22.14 0:00,520,#N/A,#N/A,#N/A,#N/A,731,108,6,114,158011,23045,1638,24683
9.23.14 0:00,520,#N/A,#N/A,#N/A,#N/A,735,109,6,115,158746,23154,1644,24798
9.24.14 0:00,518,#N/A,#N/A,#N/A,#N/A,727,105,8,114,159473,23259,1652,24912
9.25.14 0:00,516,#N/A,#N/A,#N/A,#N/A,687,100,8,107,160160,23359,1660,25019
9.26.14 0:00,521,#N/A,#N/A,#N/A,#N/A,677,98,8,106,160837,23457,1668,25125
9.27.14 0:00,526,#N/A,#N/A,#N/A,#N/A,636,92,7,99,161472,23549,1675,25225
9.28.14 0:00,530,#N/A,#N/A,#N/A,#N/A,689,100,8,108,162161,23649,1683,25332
9.29.14 0:00,535,#N/A,#N/A,#N/A,#N/A,689,100,8,108,162851,23749,1691,25440
9.30.14 0:00,535,#N/A,#N/A,#N/A,#N/A,705,102,8,110,163555,23851,1699,25550
10.1.14 0:00,534,#N/A,#N/A,#N/A,#N/A,663,101,8,108,164218,23952,1707,25659
10.2.14 0:00,534,#N/A,#N/A,#N/A,#N/A,659,100,8,108,164878,24052,1714,25766
10.3.14 0:00,532,#N/A,#N/A,#N/A,#N/A,679,103,8,111,165557,24155,1722,25877
10.4.14 0:00,532,#N/A,#N/A,#N/A,#N/A,688,112,1,113,166245,24267,1723,25990
10.5.14 0:00,536,#N/A,#N/A,#N/A,#N/A,733,120,1,120,166978,24387,1724,26110
10.6.14 0:00,542,#N/A,#N/A,#N/A,#N/A,707,115,1,116,167685,24502,1725,26226
10.7.14 0:00,540,#N/A,#N/A,#N/A,#N/A,690,113,1,113,168376,24615,1725,26340
10.8.14 0:00,543,#N/A,#N/A,#N/A,#N/A,660,108,1,108,169036,24722,1726,26448
10.9.14 0:00,541,#N/A,#N/A,#N/A,#N/A,685,112,1,112,169720,24834,1727,26561
10.10.14 0:00,542,#N/A,#N/A,#N/A,#N/A,703,115,1,115,170423,24948,1727,26676
10.11.14 0:00,537,#N/A,#N/A,#N/A,#N/A,685,112,1,112,171109,25060,1728,26788
10.12.14 0:00,534,#N/A,#N/A,#N/A,#N/A,701,114,1,115,171810,25175,1729,26903
10.13.14 0:00,533,#N/A,#N/A,#N/A,#N/A,748,122,1,123,172558,25297,1730,27026
10.14.14 0:00,531,#N/A,#N/A,#N/A,#N/A,728,119,1,119,173286,25415,1731,27146
10.15.14 0:00,529,#N/A,#N/A,#N/A,#N/A,729,119,1,120,174015,25534,1731,27265
10.16.14 0:00,525,#N/A,#N/A,#N/A,#N/A,704,115,1,115,174718,25649,1732,27381
10.17.14 0:00,524,#N/A,#N/A,#N/A,#N/A,704,115,1,115,175422,25764,1733,27496
