U1_10RowNumber,Date,Dchoke (mm),WHP (atm),DHGP (atm),DHGP (psi),A-annulus Pres (atm),7x10 Annulus Pressure (atm),10x13 Annulus Pressure (atm),13x18 Annulus Pressure (atm),18x24 Annulus Pressure (atm),24x28 Annulus Pressure (atm),SSSV Pressure (atm),Choke Pressure (atm),III Choke Pressure (atm),III pille Temperature (Celcius)
6200,2.18.14 10:00,8,#N/A,#N/A,#N/A,0,0,167,0,11,#N/A,761,#N/A,#N/A,#N/A
6201,2.18.14 12:00,8,#N/A,#N/A,#N/A,0,0,167,0,11,#N/A,761,#N/A,#N/A,#N/A
6202,2.18.14 14:00,8,#N/A,#N/A,#N/A,0,0,167,0,11,#N/A,761,#N/A,#N/A,#N/A
6203,2.18.14 16:00,8,#N/A,#N/A,#N/A,0,0,167,0,11,#N/A,761,#N/A,#N/A,#N/A
6204,2.18.14 18:00,8,#N/A,#N/A,#N/A,0,0,167,0,11,#N/A,761,#N/A,#N/A,#N/A
6205,2.18.14 20:00,8,#N/A,#N/A,#N/A,0,0,167,0,11,#N/A,761,#N/A,#N/A,#N/A
6206,2.18.14 22:00,8,#N/A,#N/A,#N/A,0,0,167,0,11,#N/A,761,#N/A,#N/A,#N/A
6207,2.19.14 0:00,8,#N/A,#N/A,#N/A,0,0,167,0,11,#N/A,761,#N/A,#N/A,#N/A
6208,2.19.14 2:00,8,#N/A,#N/A,#N/A,0,0,167,0,11,#N/A,761,#N/A,#N/A,#N/A
6209,2.19.14 4:00,8,#N/A,#N/A,#N/A,0,0,166,0,11,#N/A,761,#N/A,#N/A,#N/A
6210,2.19.14 6:00,8,#N/A,#N/A,#N/A,0,0,165,0,11,#N/A,761,#N/A,#N/A,#N/A
6211,2.19.14 8:00,8,#N/A,#N/A,#N/A,0,0,165,0,11,#N/A,762,#N/A,#N/A,#N/A
6212,2.19.14 10:00,8,#N/A,#N/A,#N/A,0,0,165,0,11,#N/A,762,#N/A,#N/A,#N/A
6213,2.19.14 12:00,8,#N/A,#N/A,#N/A,0,0,165,0,11,#N/A,762,#N/A,#N/A,#N/A
6214,2.19.14 14:00,8,#N/A,#N/A,#N/A,0,0,165,0,11,#N/A,762,#N/A,#N/A,#N/A
6215,2.19.14 16:00,8,#N/A,#N/A,#N/A,0,0,165,0,11,#N/A,762,#N/A,#N/A,#N/A
6216,2.19.14 18:00,8,#N/A,#N/A,#N/A,0,0,163,0,11,#N/A,762,#N/A,#N/A,#N/A
6217,2.19.14 20:00,8,#N/A,#N/A,#N/A,0,0,163,0,11,#N/A,762,#N/A,#N/A,#N/A
6218,2.19.14 22:00,8,#N/A,#N/A,#N/A,0,0,163,0,11,#N/A,762,#N/A,#N/A,#N/A
6219,2.20.14 0:00,8,#N/A,#N/A,#N/A,0,0,163,0,11,#N/A,762,#N/A,#N/A,#N/A
6220,2.20.14 2:00,8,#N/A,#N/A,#N/A,0,0,163,0,11,#N/A,762,#N/A,#N/A,#N/A
6221,2.20.14 4:00,8,#N/A,#N/A,#N/A,0,0,163,0,11,#N/A,762,#N/A,#N/A,#N/A
6222,2.20.14 6:00,8,#N/A,#N/A,#N/A,0,0,163,0,11,#N/A,762,#N/A,#N/A,#N/A
6223,2.20.14 8:00,8,#N/A,#N/A,#N/A,0,0,162,0,11,#N/A,762,#N/A,#N/A,#N/A
6224,2.20.14 10:00,8,#N/A,#N/A,#N/A,0,0,162,0,11,#N/A,762,#N/A,#N/A,#N/A
6225,2.20.14 12:00,8,#N/A,#N/A,#N/A,0,0,162,0,11,#N/A,762,#N/A,#N/A,#N/A
6226,2.20.14 14:00,8,#N/A,#N/A,#N/A,0,0,162,0,11,#N/A,762,#N/A,#N/A,#N/A
6227,2.20.14 16:00,8,#N/A,#N/A,#N/A,0,0,162,0,11,#N/A,762,#N/A,#N/A,#N/A
6228,2.20.14 18:00,8,#N/A,#N/A,#N/A,0,0,162,0,11,#N/A,762,#N/A,#N/A,#N/A
6229,2.20.14 20:00,8,#N/A,#N/A,#N/A,0,0,162,0,11,#N/A,762,#N/A,#N/A,#N/A
6230,2.20.14 22:00,8,#N/A,#N/A,#N/A,0,0,161,0,11,#N/A,775,#N/A,#N/A,#N/A
6231,2.21.14 0:00,8,#N/A,#N/A,#N/A,0,0,161,0,11,#N/A,775,#N/A,#N/A,#N/A
6232,2.21.14 2:00,8,#N/A,#N/A,#N/A,0,0,161,0,11,#N/A,775,#N/A,#N/A,#N/A
6233,2.21.14 4:00,8,#N/A,#N/A,#N/A,0,0,161,0,11,#N/A,775,#N/A,#N/A,#N/A
6234,2.21.14 6:00,8,#N/A,#N/A,#N/A,0,0,161,0,11,#N/A,775,#N/A,#N/A,#N/A
6235,2.21.14 8:00,8,#N/A,#N/A,#N/A,0,0,161,0,11,#N/A,775,#N/A,#N/A,#N/A
6236,2.21.14 10:00,8,565,#N/A,#N/A,0,0,161,0,11,#N/A,775,#N/A,#N/A,#N/A
6237,2.21.14 12:00,8,568,#N/A,#N/A,0,1,165,0,11,#N/A,775,#N/A,#N/A,#N/A
6238,2.21.14 14:00,8,568,#N/A,#N/A,0,4,175,0,11,#N/A,775,#N/A,#N/A,#N/A
6239,2.21.14 16:00,8,568,#N/A,#N/A,0,4,186,0,11,#N/A,775,#N/A,#N/A,#N/A
6240,2.21.14 18:00,8,571,#N/A,#N/A,0,2,190,0,11,#N/A,816,#N/A,#N/A,#N/A
6241,2.21.14 20:00,8,572,#N/A,#N/A,0,2,203,0,11,#N/A,809,#N/A,#N/A,#N/A
6242,2.21.14 22:00,8,572,#N/A,#N/A,0,2,210,0,11,#N/A,809,#N/A,#N/A,#N/A
6243,2.22.14 0:00,8,572,#N/A,#N/A,0,2,210,0,11,#N/A,775,#N/A,#N/A,#N/A
6244,2.22.14 2:00,8,572,#N/A,#N/A,0,2,218,0,11,#N/A,775,#N/A,#N/A,#N/A
6245,2.22.14 4:00,8,572,#N/A,#N/A,0,2,226,0,11,#N/A,775,#N/A,#N/A,#N/A
6246,2.22.14 6:00,8,572,#N/A,#N/A,0,2,231,0,11,#N/A,775,#N/A,#N/A,#N/A
6247,2.22.14 8:00,8,575,#N/A,#N/A,0,2,236,0,11,#N/A,761,#N/A,#N/A,#N/A
6248,2.22.14 10:00,8,575,#N/A,#N/A,0,2,239,0,11,#N/A,768,#N/A,#N/A,#N/A
6249,2.22.14 12:00,8,575,#N/A,#N/A,0,2,242,0,11,#N/A,782,#N/A,#N/A,#N/A
6250,2.22.14 14:00,8,575,#N/A,#N/A,0,2,245,0,11,#N/A,782,#N/A,#N/A,#N/A
6251,2.22.14 16:00,8,575,#N/A,#N/A,0,2,247,0,11,#N/A,782,#N/A,#N/A,#N/A
6252,2.22.14 18:00,8,575,#N/A,#N/A,0,2,249,0,11,#N/A,782,#N/A,#N/A,#N/A
6253,2.22.14 20:00,8,575,#N/A,#N/A,0,2,250,0,11,#N/A,782,#N/A,#N/A,#N/A
6254,2.22.14 22:00,8,575,#N/A,#N/A,0,2,252,0,11,#N/A,782,#N/A,#N/A,#N/A
6255,2.23.14 0:00,8,575,#N/A,#N/A,0,2,252,0,11,#N/A,782,#N/A,#N/A,#N/A
6256,2.23.14 2:00,8,575,#N/A,#N/A,0,2,255,0,11,#N/A,782,#N/A,#N/A,#N/A
6257,2.23.14 4:00,8,575,#N/A,#N/A,0,2,257,0,11,#N/A,782,#N/A,#N/A,#N/A
6258,2.23.14 6:00,8,575,#N/A,#N/A,0,2,258,0,11,#N/A,782,#N/A,#N/A,#N/A
6259,2.23.14 8:00,8,575,#N/A,#N/A,0,2,260,0,11,#N/A,782,#N/A,#N/A,#N/A
6260,2.23.14 10:00,8,575,#N/A,#N/A,0,2,262,0,11,#N/A,789,#N/A,#N/A,#N/A
6261,2.23.14 12:00,8,578,#N/A,#N/A,0,2,264,0,11,#N/A,789,#N/A,#N/A,#N/A
6262,2.23.14 14:00,8,578,#N/A,#N/A,0,2,264,0,11,#N/A,789,#N/A,#N/A,#N/A
6263,2.23.14 16:00,8,558,#N/A,#N/A,0,2,265,0,11,#N/A,789,#N/A,#N/A,#N/A
6264,2.23.14 18:00,8,578,#N/A,#N/A,0,2,266,0,11,#N/A,789,#N/A,#N/A,#N/A
6265,2.23.14 20:00,8,578,#N/A,#N/A,0,2,266,0,11,#N/A,789,#N/A,#N/A,#N/A
6266,2.23.14 22:00,8,575,#N/A,#N/A,0,2,268,0,11,#N/A,789,#N/A,#N/A,#N/A
6267,2.24.14 0:00,8,575,#N/A,#N/A,0,2,269,0,11,#N/A,789,#N/A,#N/A,#N/A
6268,2.24.14 2:00,8,575,#N/A,#N/A,0,2,270,0,11,#N/A,789,#N/A,#N/A,#N/A
6269,2.24.14 4:00,8,575,#N/A,#N/A,0,2,270,0,11,#N/A,789,#N/A,#N/A,#N/A
6270,2.24.14 6:00,8,575,#N/A,#N/A,0,2,270,0,11,#N/A,789,#N/A,#N/A,#N/A
6271,2.24.14 8:00,8,582,#N/A,#N/A,0,2,271,0,11,#N/A,789,#N/A,#N/A,#N/A
6272,2.24.14 10:00,8,575,#N/A,#N/A,0,2,272,0,11,#N/A,761,#N/A,#N/A,#N/A
6273,2.24.14 12:00,8,575,#N/A,#N/A,0,2,272,0,11,#N/A,761,#N/A,#N/A,#N/A
6274,2.24.14 14:00,8,575,#N/A,#N/A,0,2,273,0,11,#N/A,761,#N/A,#N/A,#N/A
6275,2.24.14 16:00,8,565,#N/A,#N/A,0,2,274,0,11,#N/A,761,#N/A,#N/A,#N/A
6276,2.24.14 18:00,8,568,#N/A,#N/A,0,2,272,0,11,#N/A,761,#N/A,#N/A,#N/A
6277,2.24.14 20:00,8,568,#N/A,#N/A,0,2,272,0,11,#N/A,761,#N/A,#N/A,#N/A
6278,2.24.14 22:00,8,568,#N/A,#N/A,0,2,276,0,11,#N/A,761,#N/A,#N/A,#N/A
6279,2.25.14 0:00,8,565,#N/A,#N/A,0,2,276,0,11,#N/A,761,#N/A,#N/A,#N/A
6280,2.25.14 2:00,8,565,#N/A,#N/A,0,2,277,0,11,#N/A,761,#N/A,#N/A,#N/A
6281,2.25.14 4:00,8,565,#N/A,#N/A,0,2,277,0,11,#N/A,761,#N/A,#N/A,#N/A
6282,2.25.14 6:00,8,565,#N/A,#N/A,0,2,279,0,11,#N/A,761,#N/A,#N/A,#N/A
6283,2.25.14 8:00,8,565,#N/A,#N/A,0,2,280,0,11,#N/A,761,#N/A,#N/A,#N/A
6284,2.25.14 10:00,8,565,#N/A,#N/A,0,2,280,0,11,#N/A,789,#N/A,#N/A,#N/A
6285,2.25.14 12:00,8,565,#N/A,#N/A,0,2,280,0,11,#N/A,789,#N/A,#N/A,#N/A
6286,2.25.14 14:00,8,565,#N/A,#N/A,0,2,281,0,11,#N/A,789,#N/A,#N/A,#N/A
6287,2.25.14 16:00,8,565,#N/A,#N/A,0,2,282,0,11,#N/A,789,#N/A,#N/A,#N/A
6288,2.25.14 18:00,8,565,#N/A,#N/A,0,2,283,0,11,#N/A,789,#N/A,#N/A,#N/A
6289,2.25.14 20:00,8,565,#N/A,#N/A,0,2,283,0,11,#N/A,789,#N/A,#N/A,#N/A
6290,2.25.14 22:00,8,565,#N/A,#N/A,0,2,283,0,11,#N/A,789,#N/A,#N/A,#N/A
6291,2.26.14 0:00,8,565,#N/A,#N/A,0,2,283,0,11,#N/A,789,#N/A,#N/A,#N/A
6292,2.26.14 2:00,8,565,#N/A,#N/A,0,3,284,0,11,#N/A,789,#N/A,#N/A,#N/A
6293,2.26.14 4:00,8,565,#N/A,#N/A,0,3,284,0,11,#N/A,789,#N/A,#N/A,#N/A
6294,2.26.14 6:00,8,565,#N/A,#N/A,0,4,285,0,11,#N/A,789,#N/A,#N/A,#N/A
6295,2.26.14 8:00,8,565,#N/A,#N/A,0,4,286,0,11,#N/A,789,#N/A,#N/A,#N/A
6296,2.26.14 10:00,8,565,#N/A,#N/A,0,4,286,0,11,#N/A,789,#N/A,#N/A,#N/A
6297,2.26.14 12:00,8,568,#N/A,#N/A,0,5,286,0,11,#N/A,789,#N/A,#N/A,#N/A
6298,2.26.14 14:00,8,568,#N/A,#N/A,0,5,286,0,11,#N/A,789,#N/A,#N/A,#N/A
6299,2.26.14 16:00,8,568,#N/A,#N/A,0,5,287,0,11,#N/A,789,#N/A,#N/A,#N/A
6300,2.26.14 18:00,8,568,#N/A,#N/A,0,5,287,0,11,#N/A,789,#N/A,#N/A,#N/A
6301,2.26.14 20:00,8,568,#N/A,#N/A,0,5,287,0,11,#N/A,789,#N/A,#N/A,#N/A
6302,2.26.14 22:00,8,568,#N/A,#N/A,0,5,287,0,11,#N/A,789,#N/A,#N/A,#N/A
6303,2.27.14 0:00,8,568,#N/A,#N/A,0,5,287,0,11,#N/A,789,#N/A,#N/A,#N/A
6304,2.27.14 2:00,8,568,#N/A,#N/A,0,5,287,0,11,#N/A,789,#N/A,#N/A,#N/A
6305,2.27.14 4:00,8,568,#N/A,#N/A,0,5,287,0,11,#N/A,789,#N/A,#N/A,#N/A
6306,2.27.14 6:00,8,565,#N/A,#N/A,0,6,289,0,11,#N/A,789,#N/A,#N/A,#N/A
6307,2.27.14 8:00,8,565,#N/A,#N/A,0,6,289,0,11,#N/A,778,#N/A,#N/A,#N/A
6308,2.27.14 10:00,8,565,#N/A,#N/A,0,6,289,0,11,#N/A,778,#N/A,#N/A,#N/A
6309,2.27.14 12:00,8,565,#N/A,#N/A,0,7,290,0,11,#N/A,778,#N/A,#N/A,#N/A
6310,2.27.14 14:00,8,565,#N/A,#N/A,0,7,290,0,11,#N/A,778,#N/A,#N/A,#N/A
6311,2.27.14 16:00,8,565,#N/A,#N/A,0,7,290,0,11,#N/A,778,#N/A,#N/A,#N/A
6312,2.27.14 18:00,8,565,#N/A,#N/A,0,8,290,0,11,#N/A,778,#N/A,#N/A,#N/A
6313,2.27.14 20:00,8,565,#N/A,#N/A,0,8,290,0,11,#N/A,778,#N/A,#N/A,#N/A
6314,2.27.14 22:00,8,565,#N/A,#N/A,0,8,290,0,11,#N/A,778,#N/A,#N/A,#N/A
6315,2.28.14 0:00,8,565,#N/A,#N/A,0,8,290,0,11,#N/A,778,#N/A,#N/A,#N/A
6316,2.28.14 2:00,8,565,#N/A,#N/A,0,8,290,0,11,#N/A,778,#N/A,#N/A,#N/A
6317,2.28.14 4:00,8,565,#N/A,#N/A,0,8,290,0,11,#N/A,778,#N/A,#N/A,#N/A
6318,2.28.14 6:00,8,565,#N/A,#N/A,0,8,290,0,11,#N/A,778,#N/A,#N/A,#N/A
6319,2.28.14 8:00,8,565,#N/A,#N/A,0,8,290,0,11,#N/A,778,#N/A,#N/A,#N/A
6320,2.28.14 10:00,8,565,#N/A,#N/A,0,8,290,0,11,#N/A,778,#N/A,#N/A,#N/A
6321,2.28.14 12:00,8,565,#N/A,#N/A,0,9,291,0,11,#N/A,778,#N/A,#N/A,#N/A
6322,2.28.14 14:00,8,565,#N/A,#N/A,0,9,292,0,11,#N/A,778,#N/A,#N/A,#N/A
6323,2.28.14 16:00,8,565,#N/A,#N/A,0,9,293,0,11,#N/A,778,#N/A,#N/A,#N/A
6324,2.28.14 18:00,8,565,#N/A,#N/A,0,9,292,0,11,#N/A,778,#N/A,#N/A,#N/A
6325,2.28.14 20:00,8,565,#N/A,#N/A,0,9,292,0,11,#N/A,778,#N/A,#N/A,#N/A
6326,2.28.14 22:00,8,565,#N/A,#N/A,0,9,292,0,11,#N/A,778,#N/A,#N/A,#N/A
6327,03.01.14 00:00,8,565,#N/A,#N/A,0,9,292,0,11,#N/A,778,#N/A,#N/A,#N/A
6328,03.01.14 02:00,8,565,#N/A,#N/A,0,9,292,0,11,#N/A,778,#N/A,#N/A,#N/A
6329,03.01.14 04:00,8,565,#N/A,#N/A,0,9,292,0,11,#N/A,778,#N/A,#N/A,#N/A
6330,03.01.14 06:00,8,565,#N/A,#N/A,0,9,292,0,11,#N/A,778,#N/A,#N/A,#N/A
6331,03.01.14 08:00,8,565,#N/A,#N/A,0,9,292,0,11,#N/A,778,#N/A,#N/A,#N/A
6332,03.01.14 10:00,8,575,#N/A,#N/A,0,10,293,0,11,#N/A,778,#N/A,#N/A,#N/A
6333,03.01.14 12:00,8,575,#N/A,#N/A,0,10,294,0,11,#N/A,778,#N/A,#N/A,#N/A
6334,03.01.14 14:00,8,572,#N/A,#N/A,0,10,294,0,11,#N/A,778,#N/A,#N/A,#N/A
6335,03.01.14 16:00,8,572,#N/A,#N/A,0,10,294,0,11,#N/A,778,#N/A,#N/A,#N/A
6336,03.01.14 18:00,8,572,#N/A,#N/A,0,10,294,0,11,#N/A,778,#N/A,#N/A,#N/A
6337,03.01.14 20:00,8,572,#N/A,#N/A,0,10,294,0,11,#N/A,778,#N/A,#N/A,#N/A
6338,03.01.14 22:00,8,572,#N/A,#N/A,0,10,294,0,11,#N/A,778,#N/A,#N/A,#N/A
6339,03.02.14 00:00,8,572,#N/A,#N/A,0,10,294,0,11,#N/A,778,#N/A,#N/A,#N/A
6340,03.02.14 02:00,8,572,#N/A,#N/A,0,10,294,0,11,#N/A,778,#N/A,#N/A,#N/A
6341,03.02.14 04:00,8,572,#N/A,#N/A,0,10,294,0,11,#N/A,778,#N/A,#N/A,#N/A
6342,03.02.14 06:00,8,572,#N/A,#N/A,0,10,294,0,11,#N/A,778,#N/A,#N/A,#N/A
6343,03.02.14 08:00,8,572,#N/A,#N/A,0,10,294,0,11,#N/A,778,#N/A,#N/A,#N/A
6344,03.02.14 10:00,8,565,#N/A,#N/A,0,10,294,0,11,#N/A,778,#N/A,#N/A,#N/A
6345,03.02.14 12:00,8,565,#N/A,#N/A,0,11,295,0,11,#N/A,778,#N/A,#N/A,#N/A
6346,03.02.14 14:00,8,565,#N/A,#N/A,0,11,295,0,11,#N/A,778,#N/A,#N/A,#N/A
6347,03.02.14 16:00,8,568,#N/A,#N/A,0,11,295,0,11,#N/A,782,#N/A,#N/A,#N/A
6348,03.02.14 18:00,8,568,#N/A,#N/A,0,11,295,0,11,#N/A,782,#N/A,#N/A,#N/A
6349,03.02.14 20:00,8,568,#N/A,#N/A,0,11,295,0,11,#N/A,782,#N/A,#N/A,#N/A
6350,03.02.14 22:00,8,568,#N/A,#N/A,0,11,295,0,11,#N/A,782,#N/A,#N/A,#N/A
6351,03.03.14 00:00,8,568,#N/A,#N/A,0,11,295,0,11,#N/A,782,#N/A,#N/A,#N/A
6352,03.03.14 02:00,8,568,#N/A,#N/A,0,11,295,0,11,#N/A,775,#N/A,#N/A,#N/A
6353,03.03.14 04:00,8,568,#N/A,#N/A,0,11,295,0,11,#N/A,775,#N/A,#N/A,#N/A
6354,03.03.14 06:00,8,565,#N/A,#N/A,0,11,295,0,11,#N/A,775,#N/A,#N/A,#N/A
6355,03.03.14 08:00,8,565,#N/A,#N/A,0,11,295,0,11,#N/A,775,#N/A,#N/A,#N/A
6356,03.03.14 10:00,8,568,#N/A,#N/A,0,11,295,0,11,#N/A,775,#N/A,#N/A,#N/A
6357,03.03.14 12:00,8,568,#N/A,#N/A,0,11,295,0,11,#N/A,775,#N/A,#N/A,#N/A
6358,03.03.14 14:00,8,568,#N/A,#N/A,0,11,295,0,11,#N/A,775,#N/A,#N/A,#N/A
6359,03.03.14 16:00,8,568,#N/A,#N/A,0,12,295,0,11,#N/A,775,#N/A,#N/A,#N/A
6360,03.03.14 18:00,8,568,#N/A,#N/A,0,12,295,0,11,#N/A,775,#N/A,#N/A,#N/A
6361,03.03.14 20:00,8,568,#N/A,#N/A,0,12,295,0,11,#N/A,775,#N/A,#N/A,#N/A
6362,03.03.14 22:00,8,568,#N/A,#N/A,0,13,295,0,11,#N/A,772,#N/A,#N/A,#N/A
6363,03.04.14 00:00,8,565,#N/A,#N/A,0,13,295,0,11,#N/A,772,#N/A,#N/A,#N/A
6364,03.04.14 02:00,8,565,#N/A,#N/A,0,13,295,0,11,#N/A,772,#N/A,#N/A,#N/A
6365,03.04.14 04:00,8,565,#N/A,#N/A,0,13,295,0,11,#N/A,772,#N/A,#N/A,#N/A
6366,03.04.14 06:00,8,561,#N/A,#N/A,0,13,295,0,11,#N/A,772,#N/A,#N/A,#N/A
6367,03.04.14 08:00,8,561,#N/A,#N/A,0,13,295,0,11,#N/A,769,#N/A,#N/A,#N/A
6368,03.04.14 10:00,8,561,#N/A,#N/A,0,13,296,0,11,#N/A,769,#N/A,#N/A,#N/A
6369,03.04.14 12:00,8,561,#N/A,#N/A,0,13,296,0,11,#N/A,769,#N/A,#N/A,#N/A
6370,03.04.14 14:00,8,558,#N/A,#N/A,0,13,296,0,11,#N/A,769,#N/A,#N/A,#N/A
6371,03.04.14 16:00,8,558,#N/A,#N/A,0,13,296,0,11,#N/A,769,#N/A,#N/A,#N/A
6372,03.04.14 18:00,8,558,#N/A,#N/A,0,13,296,0,11,#N/A,769,#N/A,#N/A,#N/A
6373,03.04.14 20:00,8,555,#N/A,#N/A,0,13,296,0,11,#N/A,772,#N/A,#N/A,#N/A
6374,03.04.14 22:00,8,555,#N/A,#N/A,0,14,296,0,11,#N/A,772,#N/A,#N/A,#N/A
6375,03.05.14 00:00,8,551,#N/A,#N/A,0,14,296,0,11,#N/A,772,#N/A,#N/A,#N/A
6376,03.05.14 02:00,8,548,#N/A,#N/A,0,14,295,0,11,#N/A,772,#N/A,#N/A,#N/A
6377,03.05.14 04:00,8,544,#N/A,#N/A,0,14,295,0,11,#N/A,772,#N/A,#N/A,#N/A
6378,03.05.14 06:00,8,544,#N/A,#N/A,0,14,295,0,11,#N/A,772,#N/A,#N/A,#N/A
6379,03.05.14 08:00,8,538,#N/A,#N/A,0,14,296,0,11,#N/A,772,#N/A,#N/A,#N/A
6380,03.05.14 10:00,8,534,#N/A,#N/A,0,14,296,0,11,#N/A,748,#N/A,#N/A,#N/A
6381,03.05.14 12:00,8,531,#N/A,#N/A,0,14,295,0,11,#N/A,748,#N/A,#N/A,#N/A
6382,03.05.14 14:00,8,524,#N/A,#N/A,0,13,294,0,11,#N/A,748,#N/A,#N/A,#N/A
6383,03.05.14 16:00,8,517,#N/A,#N/A,0,13,294,0,11,#N/A,748,#N/A,#N/A,#N/A
6384,03.05.14 18:00,8,514,#N/A,#N/A,0,13,294,0,11,#N/A,748,#N/A,#N/A,#N/A
6385,03.05.14 20:00,8,497,#N/A,#N/A,0,13,294,0,11,#N/A,748,#N/A,#N/A,#N/A
6386,03.05.14 22:00,8,497,#N/A,#N/A,0,13,293,0,11,#N/A,748,#N/A,#N/A,#N/A
6387,03.06.14 00:00,8,486,#N/A,#N/A,0,13,293,0,11,#N/A,748,#N/A,#N/A,#N/A
6388,03.06.14 02:00,8,476,#N/A,#N/A,0,12,292,0,11,#N/A,772,#N/A,#N/A,#N/A
6389,03.06.14 04:00,8,449,#N/A,#N/A,0,10,291,0,11,#N/A,755,#N/A,#N/A,#N/A
6390,03.06.14 06:00,8,435,#N/A,#N/A,0,9,290,0,11,#N/A,755,#N/A,#N/A,#N/A
6391,03.06.14 08:00,8,405,#N/A,#N/A,0,8,288,0,11,#N/A,755,#N/A,#N/A,#N/A
6392,03.06.14 10:00,8,381,#N/A,#N/A,0,5,286,0,11,#N/A,748,#N/A,#N/A,#N/A
6393,03.06.14 12:00,8,374,#N/A,#N/A,0,3,285,0,11,#N/A,748,#N/A,#N/A,#N/A
6394,03.06.14 14:00,8,370,#N/A,#N/A,0,3,284,0,11,#N/A,748,#N/A,#N/A,#N/A
6395,03.06.14 16:00,8,381,#N/A,#N/A,0,5,284,0,11,#N/A,761,#N/A,#N/A,#N/A
6396,03.06.14 18:00,8,442,#N/A,#N/A,0,5,286,0,11,#N/A,761,#N/A,#N/A,#N/A
6397,03.06.14 20:00,8,415,#N/A,#N/A,0,3,282,0,11,#N/A,761,#N/A,#N/A,#N/A
6398,03.06.14 22:00,8,415,#N/A,#N/A,0,3,282,0,11,#N/A,761,#N/A,#N/A,#N/A
6399,03.07.14 00:00,8,391,#N/A,#N/A,0,3,282,0,11,#N/A,761,#N/A,#N/A,#N/A
6400,03.07.14 02:00,8,381,#N/A,#N/A,0,3,282,0,11,#N/A,761,#N/A,#N/A,#N/A
6401,03.07.14 04:00,8,486,#N/A,#N/A,0,3,281,0,11,#N/A,761,#N/A,#N/A,#N/A
6402,03.07.14 06:00,8,466,#N/A,#N/A,0,3,281,0,11,#N/A,761,#N/A,#N/A,#N/A
6403,03.07.14 08:00,8,438,#N/A,#N/A,0,3,283,0,11,#N/A,775,#N/A,#N/A,#N/A
6404,03.07.14 10:00,8,401,#N/A,#N/A,0,3,283,0,11,#N/A,775,#N/A,#N/A,#N/A
6405,03.07.14 12:00,8,425,#N/A,#N/A,0,2,284,0,11,#N/A,775,#N/A,#N/A,#N/A
6406,03.07.14 14:00,8,384,#N/A,#N/A,0,2,282,0,11,#N/A,775,#N/A,#N/A,#N/A
6407,03.07.14 16:00,8,439,#N/A,#N/A,0,2,282,0,11,#N/A,765,#N/A,#N/A,#N/A
6408,03.07.14 18:00,8,401,#N/A,#N/A,0,2,282,0,11,#N/A,762,#N/A,#N/A,#N/A
6409,03.07.14 20:00,8,357,#N/A,#N/A,0,2,280,0,11,#N/A,755,#N/A,#N/A,#N/A
6410,03.07.14 22:00,8,354,#N/A,#N/A,0,2,280,0,11,#N/A,762,#N/A,#N/A,#N/A
6411,03.08.14 00:00,8,316,#N/A,#N/A,0,2,278,0,11,#N/A,762,#N/A,#N/A,#N/A
6412,03.08.14 02:00,8,449,#N/A,#N/A,0,2,276,0,11,#N/A,762,#N/A,#N/A,#N/A
6413,03.08.14 04:00,8,415,#N/A,#N/A,0,2,276,0,11,#N/A,775,#N/A,#N/A,#N/A
6414,03.08.14 06:00,8,395,#N/A,#N/A,0,2,276,0,11,#N/A,775,#N/A,#N/A,#N/A
6415,03.08.14 08:00,8,354,#N/A,#N/A,0,2,276,0,11,#N/A,761,#N/A,#N/A,#N/A
6416,03.08.14 10:00,8,354,#N/A,#N/A,0,2,276,0,11,#N/A,761,#N/A,#N/A,#N/A
6417,03.08.14 12:00,8,310,#N/A,#N/A,0,2,275,0,11,#N/A,761,#N/A,#N/A,#N/A
6418,03.08.14 14:00,8,531,#N/A,#N/A,0,2,275,0,11,#N/A,789,#N/A,#N/A,#N/A
6419,03.08.14 16:00,8,524,#N/A,#N/A,0,2,277,0,11,#N/A,789,#N/A,#N/A,#N/A
6420,03.08.14 18:00,8,520,#N/A,#N/A,0,2,277,0,11,#N/A,789,#N/A,#N/A,#N/A
6421,03.08.14 20:00,8,507,#N/A,#N/A,0,2,279,0,11,#N/A,789,#N/A,#N/A,#N/A
6422,03.08.14 22:00,8,497,#N/A,#N/A,0,2,280,0,11,#N/A,789,#N/A,#N/A,#N/A
6423,03.09.14 00:00,8,476,#N/A,#N/A,0,2,280,0,11,#N/A,789,#N/A,#N/A,#N/A
6424,03.09.14 02:00,8,463,#N/A,#N/A,0,2,280,0,11,#N/A,795,#N/A,#N/A,#N/A
6425,03.09.14 04:00,8,476,#N/A,#N/A,0,2,281,0,11,#N/A,795,#N/A,#N/A,#N/A
6426,03.09.14 06:00,8,449,#N/A,#N/A,0,2,281,0,11,#N/A,795,#N/A,#N/A,#N/A
6427,03.09.14 08:00,8,531,#N/A,#N/A,0,2,283,0,11,#N/A,803,#N/A,#N/A,#N/A
6428,03.09.14 10:00,8,514,#N/A,#N/A,0,2,283,0,11,#N/A,803,#N/A,#N/A,#N/A
6429,03.09.14 12:00,8,507,#N/A,#N/A,0,2,285,0,11,#N/A,803,#N/A,#N/A,#N/A
6430,03.09.14 14:00,8,476,#N/A,#N/A,0,2,286,0,11,#N/A,803,#N/A,#N/A,#N/A
6431,03.09.14 16:00,8,476,#N/A,#N/A,0,2,286,0,11,#N/A,803,#N/A,#N/A,#N/A
