U1_16RowNumber,Date,Dchoke (mm),WHP (atm),DHGP (atm),DHGP (psi),A-annulus Pres (atm),7x10 Annulus Pressure (atm),10x13 Annulus Pressure (atm),13x18 Annulus Pressure (atm),18x24 Annulus Pressure (atm),24x28 Annulus Pressure (atm),SSSV Pressure (atm), I-II Choke Pressure  (atm), II-III Choke Pressure  (atm),III Choke Pressure (atm),DHGT (Celcius),III pille Temperature (Celcius)
2532,11.12.19 02:00,14.5,524,706,10368,92,0,89,0,27,0,946,199,126,65,105,47
2533,11.12.19 04:00,14.5,524,706,10368,92,0,89,0,27,0,946,199,126,65.1,105,47
2534,11.12.19 06:00,14.5,524,706,10368,92,0,89,0,27,0,946,199,126,65.4,105,47
2535,11.12.19 08:00,14.5,524,706,10368,92,0,89,0,27,0,946,199,126,65.4,105,47
2536,11.12.19 10:00,14.5,524,706,10368,92,0,89,0,27,0,946,199,126,65.4,105,47
2537,11.12.19 12:00,14.5,524,706,10368,92,0,89,0,27,0,946,199,126,65.3,105,47
2538,11.12.19 14:00,14.5,524,705,10367,92,0,89,0,27,0,946,199,126,65.2,105,47
2539,11.12.19 16:00,14.5,524,705,10367,92,0,89,0,27,0,946,199,126,65,105,47
2540,11.12.19 18:00,14.5,524,705,10367,92,0,89,0,27,0,946,199,126,64.8,105,47
2541,11.12.19 20:00,14.5,524,705,10367,92,0,89,0,27,0,946,199,126,64.6,105,47
2542,11.12.19 22:00,14.5,524,705,10367,92,0,89,0,27,0,946,199,126,64.4,105,47
2543,11.13.19 12:00 AM,14.5,524,705,10367,92,0,89,0,27,0,946,199,126,64.3,105,47
2544,11.13.19 2:00 AM,14.5,524,705,10367,92,0,89,0,27,0,946,199,126,64.6,105,47
2545,11.13.19 4:00 AM,14.5,524,705,10366,93,0,89,0,27,0,946,199,126,64.6,105,47
2546,11.13.19 6:00 AM,14.5,524,705,10366,93,0,89,0,27,0,946,199,126,64.5,105,47
2547,11.13.19 8:00 AM,14.5,524,705,10366,93,0,89,0,27,0,946,199,126,64.6,105,47
2548,11.13.19 10:00 AM,14.5,524,705,10366,92,0,89,0,27,0,946,199,126,64.6,105,47
2549,11.13.19 12:00 PM,14.5,524,705,10366,92,0,89,0,27,0,946,199,126,64.6,105,47
2550,11.13.19 2:00 PM,14.5,524,705,10366,92,0,89,0,27,0,946,199,126,64.5,105,47
2551,11.13.19 4:00 PM,14.5,524,705,10366,92,0,89,0,27,0,942,199,126,64.4,105,47
2552,11.13.19 6:00 PM,14.5,524,705,10365,92,0,89,0,27,0,942,199,126,64.3,105,47
2553,11.13.19 8:00 PM,14.5,524,705,10365,92,0,89,0,27,0,942,199,126,64,105,47
2554,11.13.19 10:00 PM,14.5,524,705,10365,92,0,89,0,27,0,942,199,126,63.7,105,47
2555,11.14.19 12:00 AM,14.5,524,705,10364,92,0,89,0,27,0,942,199,126,63.4,105,46
2556,11.14.19 2:00 AM,14.5,524,705,10365,92,0,89,0,27,0,942,199,126,63.5,105,46
2557,11.14.19 4:00 AM,14.5,524,705,10365,92,0,89,0,27,0,942,199,126,63.4,105,46
2558,11.14.19 6:00 AM,14.5,524,705,10365,92,0,89,0,27,0,942,199,126,64,105,46
2559,11.14.19 8:00 AM,14.5,524,705,10365,92,0,89,0,27,0,942,199,126,64.3,105,46
2560,11.14.19 10:00 AM,14.5,524,705,10364,92,0,89,0,27,0,942,199,126,64.2,105,46
2561,11.14.19 12:00 PM,14.5,524,705,10365,92,0,89,0,27,0,939,199,126,64.6,105,46
2562,11.14.19 2:00 PM,14.5,524,705,10365,92,0,89,0,27,0,939,199,126,63.5,105,46
2563,11.14.19 4:00 PM,14.5,524,705,10364,92,0,89,0,27,0,939,199,126,62.4,105,46
2564,11.14.19 6:00 PM,14.5,524,705,10364,92,0,89,0,27,0,939,199,126,62.2,105,46
2565,11.14.19 8:00 PM,14.5,524,705,10364,92,0,89,0,27,0,939,199,126,62.5,105,46
2566,11.14.19 10:00 PM,14.5,524,705,10364,92,0,89,0,27,0,939,199,126,62.4,105,46
2567,11.15.19 12:00 AM,14.5,524,705,10364,92,0,89,0,27,0,942,199,126,62.1,105,46
2568,11.15.19 2:00 AM,14.5,524,705,10363,92,0,90,0,27,0,942,199,126,63.1,105,46
2569,11.15.19 4:00 AM,14.5,524,705,10363,92,0,90,0,27,0,942,199,126,63.6,105,46
2570,11.15.19 6:00 AM,14.5,524,705,10363,92,0,90,0,27,0,942,199,126,62.2,105,46
2571,11.15.19 8:00 AM,14.5,524,705,10362,92,0,90,0,27,0,942,199,126,61.2,105,46
2572,11.15.19 10:00 AM,14.5,524,705,10362,92,0,90,0,27,0,939,199,126,63.8,105,46
2573,11.15.19 12:00 PM,14.5,524,705,10362,92,0,90,0,27,0,939,199,126,65,105,47
2574,11.15.19 2:00 PM,14.5,524,705,10362,92,0,90,0,27,0,939,199,126,65.2,105,47
2575,11.15.19 4:00 PM,14.5,524,705,10362,92,0,90,0,27,0,939,199,126,65.3,105,47
2576,11.15.19 6:00 PM,14.5,524,705,10362,92,0,90,0,27,0,939,199,126,65.1,105,47
2577,11.15.19 8:00 PM,14.5,524,705,10361,92,0,90,0,27,0,939,199,126,65.1,105,47
2578,11.15.19 10:00 PM,14.5,524,705,10361,92,0,90,0,27,0,939,199,126,65,105,47
2579,11.16.19 12:00 AM,14.5,524,705,10361,92,0,90,0,27,0,939,199,126,65,105,47
2580,11.16.19 2:00 AM,14.5,524,705,10360,92,0,90,0,28,0,939,199,126,65.2,105,47
2581,11.16.19 4:00 AM,14.5,524,705,10360,92,0,90,0,28,0,939,199,126,65.3,105,47
2582,11.16.19 6:00 AM,14.5,524,705,10360,92,0,90,0,28,0,939,199,126,65.3,105,47
2583,11.16.19 8:00 AM,14.5,524,705,10360,92,0,90,0,28,0,939,199,126,65.3,105,47
2584,11.16.19 10:00 AM,14.5,524,705,10359,92,0,90,0,28,0,939,199,126,65.3,105,47
2585,11.16.19 12:00 PM,14.5,524,705,10359,92,0,90,0,28,0,939,199,126,65.2,105,47
2586,11.16.19 2:00 PM,14.5,524,705,10359,92,0,90,0,28,0,939,199,126,65.1,105,47
2587,11.16.19 4:00 PM,14.5,524,705,10359,92,0,90,0,28,0,939,199,126,65,105,47
2588,11.16.19 6:00 PM,14.5,524,705,10359,92,0,90,0,28,0,939,199,126,65.2,105,47
2589,11.16.19 8:00 PM,14.5,524,705,10359,92,0,90,0,28,0,939,199,126,65.2,105,47
2590,11.16.19 10:00 PM,14.5,524,705,10359,92,0,90,0,28,0,939,199,126,65.2,105,47
2591,11.17.19 12:00 AM,14.5,524,705,10358,92,0,90,0,28,0,939,199,126,65.2,105,47
2592,11.17.19 2:00 AM,14.5,524,705,10358,92,0,90,0,28,0,939,199,126,65.3,105,47
2593,11.17.19 4:00 AM,14.5,524,705,10358,92,0,90,0,28,0,939,199,126,65.4,105,47
2594,11.17.19 6:00 AM,14.5,524,705,10358,92,0,90,0,28,0,939,199,126,65.4,105,47
2595,11.17.19 8:00 AM,14.5,524,705,10358,92,0,90,0,28,0,939,199,126,65.5,105,47
2596,11.17.19 10:00 AM,14.5,524,705,10357,92,0,90,0,28,0,939,199,126,65.5,105,47
2597,11.17.19 12:00 PM,14.5,524,705,10357,92,0,90,0,28,0,939,199,126,65.3,105,47
2598,11.17.19 2:00 PM,14.5,523,705,10357,92,0,90,0,28,0,939,199,126,65.4,105,47
2599,11.17.19 4:00 PM,14.5,523,705,10357,92,0,90,0,28,0,939,199,126,65.3,105,47
2600,11.17.19 6:00 PM,14.5,523,705,10357,92,0,90,0,28,0,939,199,126,65.1,105,47
2601,11.17.19 8:00 PM,14.5,523,705,10357,92,0,90,0,28,0,939,199,126,64.9,105,47
2602,11.17.19 10:00 PM,14.5,523,705,10357,92,0,91,0,28,0,939,199,126,64.5,105,47
2603,11.18.19 12:00 AM,14.5,523,705,10356,92,0,91,0,28,0,939,199,126,64.3,105,47
2604,11.18.19 2:00 AM,14.5,523,705,10356,92,0,91,0,28,0,939,199,126,64.3,105,47
2605,11.18.19 4:00 AM,14.5,523,705,10357,92,0,91,0,28,0,939,199,126,64.2,105,47
2606,11.18.19 6:00 AM,14.5,523,705,10356,92,0,91,0,28,0,939,199,126,64.3,105,47
2607,11.18.19 8:00 AM,14.5,523,705,10356,92,0,91,0,28,0,939,199,126,64.3,105,47
2608,11.18.19 10:00 AM,14.5,523,705,10356,92,0,91,0,28,0,939,199,126,64.2,105,47
2609,11.18.19 12:00 PM,14.5,523,705,10356,92,0,91,0,28,0,939,199,126,64.4,105,47
2610,11.18.19 2:00 PM,14.5,523,705,10355,92,0,91,0,27,0,939,199,126,64.6,105,47
2611,11.18.19 4:00 PM,14.5,523,705,10355,92,0,91,0,27,0,939,199,126,64.6,105,47
2612,11.18.19 6:00 PM,14.5,523,705,10355,92,0,91,0,27,0,939,199,126,64.6,105,47
2613,11.18.19 8:00 PM,14.5,523,705,10355,92,0,91,0,27,0,939,199,126,64.4,105,47
2614,11.18.19 10:00 PM,14.5,523,705,10355,92,0,91,0,28,0,939,199,126,64.3,105,47
2615,11.19.19 12:00 AM,14.5,523,705,10355,92,0,91,0,28,0,939,199,126,64.5,105,47
2616,11.19.19 2:00 AM,14.5,523,705,10355,92,0,91,0,28,0,939,199,126,64.6,105,47
2617,11.19.19 4:00 AM,14.5,523,705,10355,92,0,91,0,28,0,939,199,126,64.6,105,47
2618,11.19.19 6:00 AM,14.5,523,705,10354,92,0,91,0,28,0,939,199,126,64.8,105,47
2619,11.19.19 8:00 AM,14.5,523,705,10354,92,0,91,0,28,0,939,199,126,65,105,47
2620,11.19.19 10:00 AM,14.5,523,705,10354,92,0,91,0,28,0,939,199,126,65,105,47
2621,11.19.19 12:00 PM,14.5,523,705,10354,92,0,91,0,28,0,939,199,126,61.6,105,46
2622,11.19.19 2:00 PM,14.5,523,704,10353,92,0,91,0,28,0,939,199,126,61,105,46
2623,11.19.19 4:00 PM,14.5,523,705,10354,92,0,91,0,28,0,939,199,126,60.7,105,45
2624,11.19.19 6:00 PM,14.5,523,705,10354,92,0,91,0,28,0,939,199,126,60.6,105,45
2625,11.19.19 8:00 PM,14.5,523,705,10354,92,0,91,0,28,0,939,199,126,60.6,105,45
2626,11.19.19 10:00 PM,14.5,523,704,10353,92,0,91,0,28,0,939,199,126,59.6,105,45
2627,11.20.19 12:00 AM,14.5,523,704,10353,92,0,91,0,28,0,939,199,126,59.3,105,45
2628,11.20.19 2:00 AM,14.5,523,704,10353,92,0,91,0,28,0,939,199,126,59.4,105,45
2629,11.20.19 4:00 AM,14.5,523,704,10353,92,0,91,0,28,0,939,199,126,59.4,105,45
2630,11.20.19 6:00 AM,14.5,523,704,10352,92,0,91,0,28,0,939,199,126,59.7,105,45
2631,11.20.19 8:00 AM,14.5,523,704,10353,92,0,91,0,28,0,935,199,126,59.8,105,45
2632,11.20.19 10:00 AM,14.5,523,704,10353,92,0,91,0,28,0,935,199,126,59.7,105,45
2633,11.20.19 12:00 PM,14.5,523,704,10353,92,0,91,0,28,0,935,199,126,59.7,105,45
2634,11.20.19 2:00 PM,14.5,523,704,10353,92,0,91,0,28,0,939,199,126,59.5,105,45
2635,11.20.19 4:00 PM,14.5,523,704,10353,92,0,91,0,28,0,939,199,126,59.6,105,45
2636,11.20.19 6:00 PM,14.5,523,704,10353,92,0,91,0,28,0,939,199,126,59.6,105,45
2637,11.20.19 8:00 PM,14.5,523,704,10353,92,0,91,0,28,0,939,199,126,59.7,105,45
2638,11.20.19 10:00 PM,14.5,523,704,10352,92,0,91,0,28,0,935,199,126,59.3,105,45
2639,11.21.19 12:00 AM,14.5,523,704,10351,92,0,91,0,28,0,935,199,126,59.2,105,45
2640,11.21.19 2:00 AM,14.5,523,704,10351,93,0,92,0,28,0,935,199,126,59.2,105,45
2641,11.21.19 4:00 AM,14.5,523,704,10351,93,0,92,0,28,0,935,199,126,59.3,105,45
2642,11.21.19 6:00 AM,14.5,523,704,10351,93,0,92,0,28,0,935,199,126,59.7,105,45
2643,11.21.19 8:00 AM,14.5,523,704,10351,93,0,92,0,28,0,935,199,126,59.9,105,45
2644,11.21.19 10:00 AM,14.5,523,704,10351,93,0,92,0,28,0,935,199,126,59.7,105,45
2645,11.21.19 12:00 PM,14.5,523,704,10350,93,0,92,0,28,0,935,199,126,62.9,105,46
2646,11.21.19 2:00 PM,14.5,523,704,10350,93,0,92,0,28,0,935,199,126,64.1,105,47
2647,11.21.19 4:00 PM,14.5,523,704,10350,93,0,92,0,28,0,932,199,126,64.6,105,47
2648,11.21.19 6:00 PM,14.5,523,704,10350,93,0,92,0,28,0,932,199,126,64.2,105,47
2649,11.21.19 8:00 PM,14.5,523,704,10350,93,0,92,0,28,0,932,199,126,64.3,105,47
2650,11.21.19 10:00 PM,14.5,523,704,10350,93,0,92,0,28,0,932,199,126,64.3,105,47
2651,11.22.19 12:00 AM,14.5,523,704,10350,93,0,92,0,28,0,932,199,126,64.4,105,47
2652,11.22.19 2:00 AM,14.5,523,704,10350,93,0,92,0,28,0,932,199,126,64.4,105,47
2653,11.22.19 4:00 AM,14.5,523,704,10350,93,0,92,0,28,0,932,199,126,64.5,105,47
2654,11.22.19 6:00 AM,14.5,523,704,10349,93,0,92,0,28,0,932,199,126,64.6,105,47
2655,11.22.19 8:00 AM,14.5,523,704,10349,93,0,92,0,28,0,932,199,126,64.8,105,47
2656,11.22.19 10:00 AM,14.5,523,704,10349,93,0,92,0,28,0,932,199,126,64.8,105,47
2657,11.22.19 12:00 PM,14.5,523,704,10349,93,0,92,0,28,0,932,199,126,64.8,105,47
2658,11.22.19 2:00 PM,14.5,523,704,10349,93,0,92,0,28,0,932,199,126,65.1,105,47
2659,11.22.19 4:00 PM,14.5,523,704,10349,93,0,92,0,28,0,932,199,126,65.1,105,47
2660,11.22.19 6:00 PM,14.5,523,704,10349,93,0,92,0,28,0,932,199,126,65.2,105,47
2661,11.22.19 8:00 PM,14.5,523,704,10349,93,0,92,0,28,0,932,199,126,65.2,105,47
2662,11.22.19 10:00 PM,14.5,523,704,10349,93,0,92,0,28,0,932,199,126,65.2,105,47
2663,11.23.19 12:00 AM,14.5,523,704,10349,93,0,92,0,28,0,932,199,126,65.2,105,47
2664,11.23.19 2:00 AM,14.5,523,704,10349,93,0,92,0,28,0,932,199,126,65.3,105,47
2665,11.23.19 4:00 AM,14.5,523,704,10348,93,0,92,0,28,0,932,199,126,65.5,105,47
2666,11.23.19 6:00 AM,14.5,523,704,10348,93,0,92,0,28,0,932,199,126,66.2,105,47
2667,11.23.19 8:00 AM,14.5,523,704,10347,93,0,92,0,28,0,932,199,126,66.7,105,47
2668,11.23.19 10:00 AM,14.5,531,710,10429,92,0,92,0,28,0,932,178,112,64.6,105,47
2669,11.23.19 12:00 PM,14.5,532,711,10443,90,0,91,0,28,0,932,179,115,63.8,105,47
2670,11.23.19 2:00 PM,14.5,532,711,10444,90,0,90,0,28,0,932,179,115,63.8,105,47
2671,11.23.19 4:00 PM,14.5,532,711,10447,90,0,90,0,28,0,932,179,115,64,105,47
2672,11.23.19 6:00 PM,14.5,557,729,10716,85,0,87,0,28,0,925,246,148,65.2,105,44
2673,11.23.19 8:00 PM,14.5,558,730,10730,79,0,83,0,29,0,915,246,148,63.8,105,44
2674,11.23.19 10:00 PM,14.5,558,731,10740,76,0,80,0,29,0,915,246,148,63.4,105,42
2675,11.24.19 12:00 AM,14.5,555,728,10698,75,0,78,0,29,0,915,270,160,66.1,105,42
2676,11.24.19 2:00 AM,14.5,555,728,10696,75,0,78,0,29,0,908,270,160,66.6,105,42
2677,11.24.19 4:00 AM,14.5,555,728,10698,75,0,78,0,29,0,908,270,160,66.8,105,43
2678,11.24.19 6:00 AM,14.5,555,728,10699,75,0,77,0,29,0,908,270,160,66.9,105,43
2679,11.24.19 8:00 AM,14.5,555,728,10701,74,0,77,0,27,0,905,270,160,67,105,43
2680,11.24.19 10:00 AM,14.5,555,728,10703,74,0,76,0,23,0,905,270,160,67.1,105,43
2681,11.24.19 12:00 PM,14.5,555,728,10704,74,0,76,0,23,0,905,270,160,66.9,105,43
2682,11.24.19 2:00 PM,14.5,555,729,10706,74,0,76,0,23,0,905,270,160,66.5,105,42
2683,11.24.19 4:00 PM,14.5,555,729,10707,74,0,76,0,23,0,905,270,160,66.3,105,42
2684,11.24.19 6:00 PM,14.5,555,729,10707,73,0,76,0,23,0,905,259,163,65.7,105,44
2685,11.24.19 8:00 PM,14.5,555,729,10708,73,0,75,0,22,0,905,259,164,65.6,105,44
2686,11.24.19 10:00 PM,14.5,555,729,10708,73,0,75,0,22,0,905,259,164,65.6,105,44
2687,11.25.19 12:00 AM,14.5,555,729,10709,73,0,75,0,21,0,905,259,164,65.6,105,44
2688,11.25.19 2:00 AM,14.5,555,729,10710,73,0,75,0,21,0,905,259,164,65.8,105,42
2689,11.25.19 4:00 AM,14.5,555,729,10710,73,0,75,0,21,0,905,259,164,56.7,105,41
2690,11.25.19 6:00 AM,14.5,555,729,10711,73,0,75,0,21,0,905,259,164,56.9,105,41
2691,11.25.19 8:00 AM,14.5,555,729,10712,73,0,75,0,21,0,905,259,164,57.2,105,41
2692,11.25.19 10:00 AM,14.5,545,721,10600,74,0,76,0,21,0,912,254,161,56.9,105,42
2693,11.25.19 12:00 PM,14.5,535,714,10495,78,0,79,0,20,0,915,250,160,59.5,105,43
2694,11.25.19 2:00 PM,14.5,535,714,10489,83,0,82,0,20,0,922,219,140,60.6,105,44
2695,11.25.19 4:00 PM,14.5,536,714,10499,84,0,83,0,20,0,925,175,112,60.5,105,44
2696,11.25.19 6:00 PM,14.5,536,714,10498,84,0,84,0,20,0,925,175,113,60.4,105,44
2697,11.25.19 8:00 PM,14.5,536,714,10495,85,0,85,0,20,0,925,175,113,59.9,105,44
2698,11.25.19 10:00 PM,14.5,536,714,10494,85,0,85,0,20,0,929,175,113,59.6,105,44
2699,11.26.19 12:00 AM,14.5,536,714,10493,85,0,85,0,20,0,929,175,113,59.1,105,44
2700,11.26.19 2:00 AM,14.5,536,714,10492,85,0,86,0,21,0,929,175,113,58.9,105,44
2701,11.26.19 4:00 AM,14.5,536,714,10491,85,0,86,0,21,0,929,175,113,59,105,44
2702,11.26.19 6:00 AM,14.5,536,714,10490,86,0,86,0,21,0,929,175,113,59.2,105,44
2703,11.26.19 8:00 AM,14.5,536,714,10490,86,0,86,0,22,0,929,175,113,59.2,105,44
2704,11.26.19 10:00 AM,14.5,541,718,10550,86,0,87,0,22,0,925,165,109,61.1,105,44
2705,11.26.19 12:00 PM,14.5,543,719,10571,84,0,85,0,22,0,929,165,109,61.6,105,44
2706,11.26.19 2:00 PM,14.5,543,720,10575,83,0,85,0,22,0,925,159,105,61.5,105,44
2707,11.26.19 4:00 PM,14.5,543,720,10576,82,0,84,0,22,0,925,160,105,61.6,105,44
2708,11.26.19 6:00 PM,14.5,543,720,10577,82,0,84,0,22,0,925,160,105,61.8,105,44
2709,11.26.19 8:00 PM,14.5,543,720,10577,82,0,84,0,22,0,925,160,105,59.8,105,43
2710,11.26.19 10:00 PM,14.5,543,720,10578,82,0,84,0,23,0,925,160,105,60.3,105,43
2711,11.27.19 12:00 AM,14.5,543,720,10578,82,0,83,0,23,0,925,160,105,60.8,105,44
2712,11.27.19 2:00 AM,14.5,543,720,10578,82,0,83,0,23,0,925,160,105,61.2,105,44
2713,11.27.19 4:00 AM,14.5,543,720,10579,82,0,83,0,23,0,925,160,105,61.4,105,44
2714,11.27.19 6:00 AM,14.5,543,720,10579,82,0,83,0,23,0,925,160,105,61.6,105,44
2715,11.27.19 8:00 AM,14.5,543,720,10579,82,0,83,0,23,0,929,160,105,61.6,105,44
2716,11.27.19 10:00 AM,14.5,543,720,10579,81,0,83,0,23,0,929,160,105,61.3,105,44
2717,11.27.19 12:00 PM,14.5,543,720,10579,81,0,83,0,23,0,929,160,105,61.3,105,44
2718,11.27.19 2:00 PM,14.5,543,720,10579,81,0,83,0,23,0,929,160,105,61.2,105,44
2719,11.27.19 4:00 PM,14.5,543,720,10579,81,0,83,0,23,0,929,160,105,61.3,105,44
2720,11.27.19 6:00 PM,14.5,543,720,10579,81,0,83,0,23,0,929,160,105,61.4,105,44
2721,11.27.19 8:00 PM,14.5,543,720,10580,81,0,83,0,23,0,929,160,105,61.3,105,44
2722,11.27.19 10:00 PM,14.5,543,720,10580,81,0,83,0,23,0,929,160,105,60.3,105,44
2723,11.28.19 12:00 AM,14.5,543,720,10579,81,0,83,0,23,0,929,160,105,59.9,105,44
2724,11.28.19 2:00 AM,14.5,543,720,10580,81,0,83,0,23,0,929,160,105,59.9,105,44
2725,11.28.19 4:00 AM,14.5,543,720,10579,81,0,83,0,23,0,929,160,105,60.1,105,44
2726,11.28.19 6:00 AM,14.5,543,720,10579,81,0,83,0,23,0,929,160,105,60.4,105,44
2727,11.28.19 8:00 AM,14.5,543,720,10579,81,0,83,0,23,0,929,160,105,60.7,105,43
2728,11.28.19 10:00 AM,14.5,543,720,10579,81,0,83,0,23,0,925,160,105,60.7,105,43
2729,11.28.19 12:00 PM,14.5,543,720,10579,81,0,83,0,23,0,925,160,105,60.8,105,43
2730,11.28.19 2:00 PM,14.5,543,720,10579,81,0,83,0,23,0,925,160,105,60.9,105,43
2731,11.28.19 4:00 PM,14.5,543,720,10579,81,0,83,0,23,0,925,160,105,60.9,105,43
2732,11.28.19 6:00 PM,14.5,543,720,10579,81,0,83,0,23,0,925,160,105,60.9,105,43
2733,11.28.19 8:00 PM,14.5,543,720,10579,81,0,83,0,23,0,925,160,105,61.5,105,43
2734,11.28.19 10:00 PM,14.5,543,720,10579,81,0,83,0,23,0,925,160,105,61.3,105,44
2735,11.29.19 12:00 AM,14.5,543,720,10579,81,0,83,0,23,0,925,160,105,61.2,105,44
2736,11.29.19 2:00 AM,14.5,543,720,10579,81,0,83,0,23,0,925,160,105,61.2,105,44
2737,11.29.19 4:00 AM,14.5,543,720,10579,81,0,83,0,23,0,925,160,105,61.5,105,44
2738,11.29.19 6:00 AM,14.5,543,720,10579,81,0,83,0,23,0,925,160,105,61.6,105,44
2739,11.29.19 8:00 AM,14.5,543,720,10579,81,0,83,0,23,0,925,160,105,61.6,105,44
2740,11.29.19 10:00 AM,14.5,543,720,10579,81,0,83,0,23,0,929,160,105,61.5,105,44
2741,11.29.19 12:00 PM,14.5,543,720,10579,81,0,83,0,23,0,929,160,105,61.5,105,44
2742,11.29.19 2:00 PM,14.5,543,720,10579,81,0,84,0,23,0,929,160,105,61.5,105,43
2743,11.29.19 4:00 PM,14.5,544,720,10579,81,0,84,0,23,0,929,160,105,61.5,105,43
2744,11.29.19 6:00 PM,14.5,544,720,10579,81,0,84,0,23,0,929,160,105,61.5,105,44
2745,11.29.19 8:00 PM,14.5,544,720,10579,81,0,84,0,23,0,929,160,105,61.4,105,44
2746,11.29.19 10:00 PM,14.5,544,720,10579,81,0,84,0,23,0,929,160,105,61.4,105,44
2747,11.30.19 12:00 AM,14.5,544,720,10579,81,0,84,0,23,0,929,160,105,61.4,105,44
2748,11.30.19 2:00 AM,14.5,544,720,10579,81,0,84,0,23,0,929,160,105,61.4,105,44
2749,11.30.19 4:00 AM,14.5,544,720,10579,81,0,84,0,23,0,932,160,105,61.6,105,44
2750,11.30.19 6:00 AM,14.5,544,720,10579,81,0,84,0,23,0,932,160,105,61.8,105,44
2751,11.30.19 8:00 AM,14.5,544,720,10579,81,0,84,0,23,0,932,160,105,61.9,105,44
2752,11.30.19 10:00 AM,14.5,544,720,10578,81,0,84,0,23,0,932,160,105,61.8,105,44
2753,11.30.19 12:00 PM,14.5,544,720,10579,81,0,84,0,23,0,932,160,105,61.6,105,44
2754,11.30.19 2:00 PM,14.5,544,720,10579,81,0,84,0,23,0,932,160,105,61.4,105,44
2755,11.30.19 4:00 PM,14.5,544,720,10579,81,0,84,0,23,0,932,160,105,61.4,105,44
2756,11.30.19 6:00 PM,14.5,544,720,10579,81,0,84,0,23,0,932,160,105,61.4,105,44
2757,11.30.19 8:00 PM,14.5,544,720,10578,81,0,84,0,23,0,932,160,105,61.2,105,44
2758,11.30.19 10:00 PM,14.5,544,720,10578,81,0,84,0,23,0,932,160,105,61,105,44
2759,12.01.19 00:00,14.5,544,720,10578,81,0,84,0,23,0,932,160,105,61,105,44
2760,12.01.19 02:00,14.5,544,720,10578,81,0,84,0,23,0,932,160,105,61.3,105,44
2761,12.01.19 04:00,14.5,544,720,10578,81,0,84,0,23,0,932,160,105,61.5,105,44
2762,12.01.19 06:00,14.5,544,720,10578,81,0,84,0,23,0,932,160,105,61.7,105,44
2763,12.01.19 08:00,14.5,544,720,10578,81,0,84,0,23,0,935,160,105,61.9,105,44
2764,12.01.19 10:00,14.5,544,720,10578,81,0,84,0,23,0,939,160,105,62,105,44
2765,12.01.19 12:00,14.5,544,720,10577,81,0,84,0,23,0,939,160,105,61.8,105,44
2766,12.01.19 14:00,14.5,544,720,10577,81,0,84,0,23,0,939,160,105,61.7,105,44
2767,12.01.19 16:00,14.5,544,720,10577,81,0,84,0,23,0,939,160,105,61.4,105,44
2768,12.01.19 18:00,14.5,544,720,10577,81,0,84,0,23,0,939,160,105,61.3,105,44
2769,12.01.19 20:00,14.5,544,720,10577,81,0,84,0,23,0,939,160,105,61.2,105,44
2770,12.01.19 22:00,14.5,544,720,10577,81,0,84,0,23,0,939,160,105,61,105,44
2771,12.02.19 00:00,14.5,544,720,10577,81,0,84,0,23,0,939,160,105,60.9,105,44
2772,12.02.19 02:00,14.5,544,720,10577,81,0,84,0,23,0,939,160,105,61,105,44
2773,12.02.19 04:00,14.5,544,720,10577,81,0,84,0,23,0,939,160,105,61.3,105,44
2774,12.02.19 06:00,14.5,544,720,10577,81,0,84,0,23,0,939,160,105,61.4,105,44
2775,12.02.19 08:00,14.5,544,720,10577,81,0,84,0,23,0,939,160,105,61.5,105,44
2776,12.02.19 10:00,14.5,544,720,10577,81,0,84,0,23,0,935,160,105,61.5,105,44
2777,12.02.19 12:00,14.5,544,720,10577,81,0,84,0,23,0,935,160,105,61.3,105,43
2778,12.02.19 14:00,14.5,544,720,10577,81,0,84,0,23,0,935,160,105,61.2,105,43
2779,12.02.19 16:00,14.5,544,720,10577,81,0,84,0,23,0,932,160,105,61.1,105,43
2780,12.02.19 18:00,14.5,544,720,10577,81,0,84,0,23,0,932,160,105,61,105,43
2781,12.02.19 20:00,14.5,544,720,10577,81,0,84,0,23,0,932,160,105,60.9,105,43
2782,12.02.19 22:00,14.5,544,720,10577,81,0,84,0,23,0,932,160,105,60.9,105,43
2783,12.03.19 00:00,14.5,544,720,10577,81,0,84,0,23,0,932,160,105,60.8,105,43
2784,12.03.19 02:00,14.5,544,720,10577,81,0,84,0,23,0,932,160,105,60.9,105,43
2785,12.03.19 04:00,14.5,544,720,10577,81,0,84,0,23,0,932,160,105,61.1,105,43
2786,12.03.19 06:00,14.5,544,720,10576,81,0,84,0,23,0,932,160,105,61.2,105,43
2787,12.03.19 08:00,14.5,544,720,10576,81,0,85,0,23,0,932,160,105,61.5,105,43
2788,12.03.19 10:00,14.5,544,720,10576,81,0,85,0,23,0,932,160,105,61.6,105,43
2789,12.03.19 12:00,14.5,544,720,10576,81,0,85,0,23,0,932,160,105,61.3,105,43
2790,12.03.19 14:00,14.5,544,720,10575,81,0,85,0,23,0,932,160,105,61.2,105,43
2791,12.03.19 16:00,14.5,544,720,10575,81,0,85,0,23,0,932,160,105,61.1,105,44
2792,12.03.19 18:00,14.5,544,720,10575,81,0,85,0,23,0,932,160,105,60.8,105,44
2793,12.03.19 20:00,14.5,544,720,10575,81,0,85,0,23,0,932,160,105,60.7,105,44
2794,12.03.19 22:00,14.5,544,720,10575,81,0,85,0,23,0,932,160,105,60.6,105,44
