U1_18RowNumber,Date,Dchoke (mm),WHP (atm),DHGP (atm),DHGP (psi),A-annulus Pres (atm),7x10 Annulus Pressure (atm),10x13 Annulus Pressure (atm),13x18 Annulus Pressure (atm),18x24 Annulus Pressure (atm),24x28 Annulus Pressure (atm),28x32 Annulus Pressure (atm),SSSV Pressure (atm), I-II Choke Pressure  (atm), II-III Choke Pressure  (atm),III Choke Pressure (atm),DHGT (Celcius),III pille Temperature (Celcius)
4741,9.19.22 22:00,#N/A,490,638,9371,51,0,125,40,2,0,0,850,130,112,58,102,25
4742,9.20.22 0:00,#N/A,490,638,9371,51,0,125,40,2,0,0,850,130,112,57.3,102,25
4743,9.20.22 2:00,#N/A,490,638,9371,51,0,125,40,2,0,0,850,130,112,58,102,25
4744,9.20.22 4:00,#N/A,490,638,9371,51,0,125,40,2,0,0,850,130,112,57,102,25
4745,9.20.22 6:00,#N/A,490,638,9371,51,0,125,40,2,0,0,850,130,112,57.8,102,25
4746,9.20.22 8:00,#N/A,490,638,9370,51,0,125,40,2,0,0,861,130,113,58.6,102,25
4747,9.20.22 10:00,#N/A,490,638,9370,51,0,125,40,2,0,0,861,130,113,58.9,102,25
4748,9.20.22 12:00,#N/A,490,638,9370,51,0,125,40,2,0,0,861,130,113,56.9,102,24
4749,9.20.22 14:00,#N/A,490,638,9369,51,0,125,40,2,0,0,861,130,113,55.9,102,25
4750,9.20.22 16:00,#N/A,490,638,9369,51,0,125,40,2,0,0,861,130,113,55.5,102,25
4751,9.20.22 18:00,#N/A,483,632,9292,53,0,126,40,2,0,0,861,132,110,57.5,102,25
4752,9.20.22 20:00,#N/A,476,626,9201,58,0,129,40,2,0,0,861,155,125,58,102,27
4753,9.20.22 22:00,#N/A,476,626,9195,63,0,134,40,2,0,0,861,159,128,56.3,102,27
4754,9.21.22 0:00,#N/A,476,626,9193,65,0,135,41,2,0,0,878,150,118,58,102,28
4755,9.21.22 2:00,#N/A,476,625,9191,66,0,137,44,2,0,0,878,150,118,57.9,102,28
4756,9.21.22 4:00,#N/A,471,622,9134,68,0,139,48,2,0,0,878,160,118,56.8,102,29
4757,9.21.22 6:00,#N/A,466,618,9088,71,0,141,49,2,0,0,878,165,118,56.6,102,29
4758,9.21.22 8:00,#N/A,461,614,9030,76,0,145,50,2,0,0,878,171,119,56.8,102,30
4759,9.21.22 10:00,#N/A,461,614,9027,77,0,146,50,2,0,0,878,171,119,57.4,102,30
4760,9.21.22 12:00,#N/A,461,614,9024,78,0,148,51,2,0,0,878,171,119,56.7,102,31
4761,9.21.22 14:00,#N/A,461,614,9022,79,0,149,51,2,0,0,878,171,119,57.1,102,31
4762,9.21.22 16:00,#N/A,461,614,9020,79,0,149,52,2,0,0,878,171,119,57.4,102,31
4763,9.21.22 18:00,#N/A,461,614,9019,80,0,150,52,2,0,0,878,171,119,57.7,102,31
4764,9.21.22 20:00,#N/A,460,614,9017,80,0,150,52,2,0,0,878,171,119,58.3,103,31
4765,9.21.22 22:00,#N/A,460,613,9015,80,0,150,55,2,0,0,878,171,119,58.3,103,31
4766,9.22.22 0:00,#N/A,454,609,8955,81,0,151,55,2,0,0,878,181,119,57.1,103,31
4767,9.22.22 2:00,#N/A,449,605,8895,83,0,152,57,2,0,0,878,190,118,57.3,103,32
4768,9.22.22 4:00,#N/A,443,601,8835,85,0,153,59,2,0,0,871,203,121,58.1,103,32
4769,9.22.22 6:00,#N/A,442,600,8821,82,0,107,52,2,0,0,864,206,121,59.1,103,33
4770,9.22.22 8:00,#N/A,442,600,8820,83,0,110,53,2,0,0,864,206,122,58.3,103,33
4771,9.22.22 10:00,#N/A,442,600,8817,83,0,111,53,2,0,0,864,206,122,59.1,103,33
4772,9.22.22 12:00,#N/A,442,600,8815,84,0,113,54,2,0,0,864,206,122,58.6,103,33
4773,9.22.22 14:00,#N/A,442,600,8813,84,0,113,55,2,0,0,864,206,122,58.2,103,34
4774,9.22.22 16:00,#N/A,442,599,8810,84,0,114,55,2,0,0,864,206,122,58.2,103,34
4775,9.22.22 18:00,#N/A,442,599,8809,84,0,114,55,2,0,0,864,206,122,59.2,103,34
4776,9.22.22 20:00,#N/A,441,599,8798,84,0,114,55,2,0,0,864,206,122,58,103,34
4777,9.22.22 22:00,#N/A,435,595,8751,84,0,114,55,2,0,0,864,206,122,58.3,103,34
4778,9.23.22 0:00,#N/A,429,591,8689,86,0,115,55,2,0,0,857,221,131,59.4,103,35
4779,9.23.22 2:00,#N/A,424,588,8638,87,0,116,55,2,0,0,857,231,137,59.6,103,35
4780,9.23.22 4:00,#N/A,418,583,8563,88,0,118,58,2,0,0,854,248,148,60.1,103,35
4781,9.23.22 6:00,#N/A,418,583,8562,89,0,119,58,2,0,0,854,248,148,60,103,35
4782,9.23.22 8:00,#N/A,418,582,8559,90,0,119,59,2,0,0,854,248,148,60.8,103,35
4783,9.23.22 10:00,#N/A,418,582,8548,90,0,119,59,2,0,0,854,248,148,60.2,103,35
4784,9.23.22 12:00,#N/A,417,582,8546,90,0,119,59,2,0,0,854,248,148,60.5,103,36
4785,9.23.22 14:00,#N/A,417,581,8543,90,0,120,59,2,0,0,850,248,148,61,103,36
4786,9.23.22 16:00,#N/A,417,581,8543,90,0,120,59,2,0,0,850,248,148,60.1,103,36
4787,9.23.22 18:00,#N/A,417,581,8543,90,0,120,60,2,0,0,850,248,148,60.1,103,36
4788,9.23.22 20:00,#N/A,417,581,8542,90,0,120,60,2,0,0,850,248,148,60.1,103,36
4789,9.23.22 22:00,#N/A,417,581,8538,91,0,121,60,2,0,0,850,248,148,60.1,103,36
4790,9.24.22 0:00,#N/A,416,581,8535,91,0,121,60,2,0,0,850,248,148,60.6,103,36
4791,9.24.22 2:00,#N/A,416,581,8532,91,0,121,60,2,0,0,864,248,148,60.1,103,36
4792,9.24.22 4:00,#N/A,416,580,8530,91,0,121,60,2,0,0,864,248,148,60.1,103,36
4793,9.24.22 6:00,#N/A,416,580,8529,91,0,121,60,2,0,0,857,248,148,60.1,103,36
4794,9.24.22 8:00,#N/A,416,580,8528,91,0,121,60,2,0,0,857,249,149,60.1,103,36
4795,9.24.22 10:00,#N/A,416,580,8526,91,0,121,60,2,0,0,861,249,149,60.1,103,36
4796,9.24.22 12:00,#N/A,416,580,8524,91,0,121,60,2,0,0,864,249,149,60.1,103,36
4797,9.24.22 14:00,#N/A,416,580,8521,91,0,121,60,2,0,0,864,249,149,60.1,103,36
4798,9.24.22 16:00,#N/A,416,580,8519,91,0,122,60,2,0,0,864,249,149,60.1,103,37
4799,9.24.22 18:00,#N/A,415,580,8518,91,0,122,60,2,0,0,864,249,149,60.2,103,37
4800,9.24.22 20:00,#N/A,415,579,8515,91,0,122,60,2,0,0,867,249,149,61,103,37
4801,9.24.22 22:00,#N/A,415,579,8515,91,0,122,60,2,0,0,867,249,149,61.1,103,37
4802,9.25.22 0:00,#N/A,415,579,8514,91,0,122,60,2,0,0,861,249,149,60.4,103,37
4803,9.25.22 2:00,#N/A,415,579,8514,91,0,122,60,2,0,0,861,249,149,60.4,103,37
4804,9.25.22 4:00,#N/A,415,579,8512,91,0,122,60,2,0,0,857,249,149,60.7,103,37
4805,9.25.22 6:00,#N/A,415,579,8511,91,0,122,61,2,0,0,867,249,149,60.1,103,37
4806,9.25.22 8:00,#N/A,415,579,8510,91,0,122,61,2,0,0,864,249,149,60.2,103,37
4807,9.25.22 10:00,#N/A,415,579,8508,91,0,122,61,2,0,0,864,249,149,60.2,103,37
4808,9.25.22 12:00,#N/A,415,579,8507,91,0,123,61,2,0,0,864,249,149,61.1,103,36
4809,9.25.22 14:00,#N/A,415,579,8506,91,0,123,61,2,0,0,867,249,149,61.1,103,36
4810,9.25.22 16:00,#N/A,414,579,8504,91,0,123,61,2,0,0,867,249,149,61.1,103,37
4811,9.25.22 18:00,#N/A,414,579,8502,91,0,123,61,2,0,0,871,249,149,61,103,37
4812,9.25.22 20:00,#N/A,414,578,8500,91,0,123,61,2,0,0,871,249,149,61,103,37
4813,9.25.22 22:00,#N/A,414,578,8499,91,0,123,61,2,0,0,871,249,149,61.1,103,37
4814,9.26.22 0:00,#N/A,414,578,8497,91,0,123,61,2,0,0,871,249,149,60.3,103,37
4815,9.26.22 2:00,#N/A,414,578,8494,91,0,123,61,2,0,0,871,249,149,60.8,103,37
4816,9.26.22 4:00,#N/A,414,578,8493,91,0,123,61,2,0,0,871,249,149,60.7,103,37
4817,9.26.22 6:00,#N/A,414,578,8492,92,0,124,62,2,0,0,871,249,149,60.5,103,37
4818,9.26.22 8:00,#N/A,414,578,8491,92,0,124,62,2,0,0,871,249,149,60.2,103,37
4819,9.26.22 10:00,#N/A,414,578,8490,92,0,124,62,2,0,0,871,249,149,60.1,103,38
4820,9.26.22 12:00,#N/A,414,578,8491,92,0,124,62,2,0,0,871,249,149,60.1,103,37
4821,9.26.22 14:00,#N/A,414,578,8489,92,0,124,62,2,0,0,871,249,149,60.5,103,38
4822,9.26.22 16:00,#N/A,413,578,8488,92,0,124,62,2,0,0,871,249,149,60.1,103,38
4823,9.26.22 18:00,#N/A,413,577,8486,92,0,124,62,2,0,0,871,249,149,60.1,103,38
4824,9.26.22 20:00,#N/A,413,577,8485,92,0,124,62,2,0,0,878,249,149,60,103,38
4825,9.26.22 22:00,#N/A,413,577,8484,92,0,124,62,2,0,0,878,249,149,59.9,103,38
4826,9.27.22 0:00,#N/A,413,577,8483,92,0,124,62,2,0,0,878,249,149,60.1,103,38
4827,9.27.22 2:00,#N/A,413,577,8482,92,0,124,62,2,0,0,881,249,149,60.1,103,37
4828,9.27.22 4:00,#N/A,413,577,8480,92,0,125,62,2,0,0,881,249,149,60.2,103,37
4829,9.27.22 6:00,#N/A,413,577,8479,92,0,125,62,2,0,0,881,249,149,60.1,103,37
4830,9.27.22 8:00,#N/A,413,577,8479,92,0,125,63,2,0,0,881,249,149,60.1,103,37
4831,9.27.22 10:00,#N/A,412,577,8476,92,0,125,63,2,0,0,881,249,149,61.2,103,38
4832,9.27.22 12:00,#N/A,412,577,8475,92,0,125,63,2,0,0,881,249,149,61.2,103,38
4833,9.27.22 14:00,#N/A,412,577,8475,92,0,125,63,2,0,0,881,249,149,61.2,103,38
4834,9.27.22 16:00,#N/A,412,577,8474,92,0,125,63,2,0,0,881,249,149,61.2,103,38
4835,9.27.22 18:00,#N/A,412,577,8473,92,0,125,63,2,0,0,881,249,149,61.2,103,38
4836,9.27.22 20:00,#N/A,412,576,8472,92,0,125,64,2,0,0,881,249,149,60,103,37
4837,9.27.22 22:00,#N/A,412,576,8471,92,0,125,64,2,0,0,881,249,149,61.4,103,37
4838,9.28.22 0:00,#N/A,412,576,8471,92,0,125,64,2,0,0,881,249,149,60.7,103,37
4839,9.28.22 2:00,#N/A,412,576,8469,92,0,125,64,2,0,0,881,249,149,60.1,103,37
4840,9.28.22 4:00,#N/A,412,576,8468,92,0,125,64,2,0,0,881,249,149,60.1,103,38
4841,9.28.22 6:00,#N/A,412,576,8468,92,0,125,64,2,0,0,881,249,149,60.1,103,38
4842,9.28.22 8:00,#N/A,412,576,8468,92,0,125,64,2,0,0,881,249,149,60.1,103,38
4843,9.28.22 10:00,#N/A,412,576,8467,92,0,125,64,2,0,0,881,249,149,60.1,103,38
4844,9.28.22 12:00,#N/A,412,576,8466,92,0,125,64,2,0,0,881,249,149,60.1,103,38
4845,9.28.22 14:00,#N/A,412,576,8465,92,0,125,64,2,0,0,881,249,149,60,103,38
4846,9.28.22 16:00,#N/A,412,576,8464,92,0,125,64,2,0,0,881,249,149,60,103,38
4847,9.28.22 18:00,#N/A,412,576,8464,92,0,125,64,2,0,0,881,249,149,60,103,38
4848,9.28.22 20:00,#N/A,412,576,8463,92,0,125,64,2,0,0,881,249,149,61.2,103,37
4849,9.28.22 22:00,#N/A,412,576,8462,92,0,125,64,2,0,0,881,249,149,60.5,103,37
4850,9.29.22 0:00,#N/A,412,576,8461,92,0,125,64,2,0,0,881,249,149,60.1,103,37
4851,9.29.22 2:00,#N/A,412,576,8460,92,0,126,64,2,0,0,881,249,149,60,103,37
4852,9.29.22 4:00,#N/A,411,576,8459,92,0,126,64,2,0,0,881,249,149,61.1,103,37
4853,9.29.22 6:00,#N/A,411,575,8457,92,0,126,64,2,0,0,881,249,149,61.1,103,37
4854,9.29.22 8:00,#N/A,411,575,8457,92,0,126,64,2,0,0,881,249,149,61.1,103,37
4855,9.29.22 10:00,#N/A,411,575,8455,92,0,126,65,2,0,0,881,249,149,61,103,37
4856,9.29.22 12:00,#N/A,411,575,8454,92,0,126,65,2,0,0,881,249,149,61,103,37
4857,9.29.22 14:00,#N/A,411,575,8453,92,0,126,65,2,0,0,881,249,149,61,103,37
4858,9.29.22 16:00,#N/A,411,575,8451,92,0,126,65,2,0,0,881,249,149,60.9,103,37
4859,9.29.22 18:00,#N/A,411,575,8451,92,0,126,65,2,0,0,881,249,149,60.7,103,37
4860,9.29.22 20:00,#N/A,411,575,8449,92,0,126,65,2,0,0,881,249,149,61.1,103,37
4861,9.29.22 22:00,#N/A,411,575,8449,92,0,126,65,2,0,0,881,249,149,60.1,103,37
4862,9.30.22 0:00,#N/A,411,575,8448,92,0,126,65,2,0,0,881,249,149,60.2,103,37
4863,9.30.22 2:00,#N/A,411,575,8447,92,0,126,65,2,0,0,881,249,149,60.2,103,36
4864,9.30.22 4:00,#N/A,411,575,8446,92,0,126,65,2,0,0,881,249,149,60.3,103,36
4865,9.30.22 6:00,#N/A,411,575,8445,92,0,126,65,2,0,0,881,249,149,61.1,103,36
4866,9.30.22 8:00,#N/A,411,575,8443,92,0,126,65,2,0,0,881,249,149,61.2,103,36
4867,9.30.22 10:00,#N/A,411,574,8442,92,0,126,65,2,0,0,881,249,149,61.2,103,37
4868,9.30.22 12:00,#N/A,411,575,8444,92,0,126,65,2,0,0,881,249,149,61.1,103,37
4869,9.30.22 14:00,#N/A,411,574,8442,92,0,126,65,2,0,0,881,249,149,61.1,103,37
4870,9.30.22 16:00,#N/A,411,575,8443,92,0,126,65,2,0,0,881,249,149,60.9,103,37
4871,9.30.22 18:00,#N/A,411,574,8441,92,0,126,65,2,0,0,881,249,149,60.9,103,37
4872,9.30.22 20:00,#N/A,410,574,8440,92,0,127,65,2,0,0,881,249,149,61,103,37
4873,9.30.22 22:00,#N/A,410,574,8440,92,0,127,65,2,0,0,881,249,149,61,103,37
4874,10.01.22 00:00,#N/A,410,574,8438,92,0,127,65,2,0,0,881,249,149,60.8,103,37
4875,10.01.22 02:00,#N/A,410,574,8436,92,0,127,65,2,0,0,881,249,149,60.7,103,37
4876,10.01.22 04:00,#N/A,410,574,8434,92,0,127,65,2,0,0,881,249,149,60.5,103,37
4877,10.01.22 06:00,#N/A,410,574,8434,92,0,127,65,2,0,0,881,249,149,60.5,103,37
4878,10.01.22 08:00,#N/A,410,574,8433,92,0,127,65,2,0,0,881,249,149,60.5,103,37
4879,10.01.22 10:00,#N/A,410,574,8431,92,0,127,65,2,0,0,881,249,149,60.6,103,37
4880,10.01.22 12:00,#N/A,410,574,8430,92,0,127,65,2,0,0,881,249,149,60.6,103,35
4881,10.01.22 14:00,#N/A,410,574,8431,92,0,127,65,2,0,0,881,249,149,60.4,103,34
4882,10.01.22 16:00,#N/A,410,574,8429,92,0,127,65,2,0,0,881,249,149,60.3,103,34
4883,10.01.22 18:00,#N/A,410,574,8429,92,0,127,65,2,0,0,881,249,149,60.3,103,34
4884,10.01.22 20:00,#N/A,410,573,8428,92,0,127,65,2,0,0,881,249,149,60.5,103,34
4885,10.01.22 22:00,#N/A,410,573,8428,92,0,127,65,2,0,0,881,249,149,60.3,103,34
4886,10.02.22 00:00,#N/A,410,573,8428,92,0,127,65,2,0,0,881,249,149,60.4,103,34
4887,10.02.22 02:00,#N/A,410,573,8426,92,0,127,65,2,0,0,881,249,149,60.2,103,34
4888,10.02.22 04:00,#N/A,410,573,8425,92,0,127,65,2,0,0,881,249,149,60.3,103,34
4889,10.02.22 06:00,#N/A,409,573,8424,92,0,127,65,2,0,0,881,249,149,60.2,103,34
4890,10.02.22 08:00,#N/A,409,573,8424,92,0,127,65,2,0,0,881,249,149,60.2,103,34
4891,10.02.22 10:00,#N/A,409,573,8423,92,0,127,65,2,0,0,881,249,149,60.2,103,34
4892,10.02.22 12:00,#N/A,409,573,8422,92,0,127,65,2,0,0,881,249,149,60.2,103,34
4893,10.02.22 14:00,#N/A,409,573,8421,92,0,127,65,2,0,0,881,249,149,60.3,103,34
4894,10.02.22 16:00,#N/A,409,573,8420,92,0,127,65,2,0,0,881,249,149,60.3,103,34
4895,10.02.22 18:00,#N/A,409,573,8418,92,0,127,65,2,0,0,881,249,149,60.1,103,34
4896,10.02.22 20:00,#N/A,415,577,8476,92,0,127,65,2,0,0,881,242,143,59.6,103,34
4897,10.02.22 22:00,#N/A,424,583,8574,92,0,127,65,2,0,0,881,216,129,59.1,103,34
4898,10.03.22 00:00,#N/A,427,585,8601,90,0,126,65,2,0,0,881,216,129,59,103,34
4899,10.03.22 02:00,#N/A,427,585,8602,89,0,125,65,2,0,0,881,216,129,59.1,103,34
4900,10.03.22 04:00,#N/A,427,585,8602,89,0,125,64,2,0,0,881,216,129,59.1,103,34
4901,10.03.22 06:00,#N/A,427,585,8603,89,0,125,63,2,0,0,878,216,129,59,103,34
4902,10.03.22 08:00,#N/A,427,585,8603,89,0,125,63,2,0,0,878,216,129,59,103,34
4903,10.03.22 10:00,#N/A,427,585,8603,89,0,125,63,2,0,0,878,216,129,59.1,103,34
4904,10.03.22 12:00,#N/A,427,585,8603,89,0,125,63,2,0,0,878,216,129,59.1,103,34
4905,10.03.22 14:00,#N/A,427,585,8602,89,0,125,63,2,0,0,878,216,129,59.1,103,34
4906,10.03.22 16:00,#N/A,427,585,8602,89,0,125,63,2,0,0,878,216,129,59.1,103,34
4907,10.03.22 18:00,#N/A,427,585,8601,89,0,125,63,2,0,0,878,216,129,59.1,103,34
4908,10.03.22 20:00,#N/A,427,585,8601,88,0,125,63,2,0,0,878,216,129,59.1,103,34
4909,10.03.22 22:00,#N/A,427,585,8600,88,0,125,63,2,0,0,878,216,129,59.2,103,34
4910,10.04.22 00:00,#N/A,427,585,8600,88,0,125,63,2,0,0,878,216,129,59.2,103,34
4911,10.04.22 02:00,#N/A,427,585,8599,88,0,125,63,2,0,0,878,216,129,59.4,103,34
4912,10.04.22 04:00,#N/A,427,585,8599,88,0,125,63,2,0,0,878,216,129,59.6,103,34
4913,10.04.22 06:00,#N/A,427,585,8598,88,0,125,63,2,0,0,878,216,129,59.5,103,33
4914,10.04.22 08:00,#N/A,426,585,8597,88,0,125,63,2,0,0,878,216,129,59.5,103,33
4915,10.04.22 10:00,#N/A,426,585,8596,88,0,125,63,2,0,0,878,216,129,59.5,103,32
4916,10.04.22 12:00,#N/A,426,585,8596,88,0,125,63,2,0,0,878,216,129,59.5,103,32
4917,10.04.22 14:00,#N/A,426,585,8595,88,0,125,63,2,0,0,878,216,129,59.5,103,32
4918,10.04.22 16:00,#N/A,439,592,8701,88,0,124,63,2,0,0,878,190,115,58,103,32
4919,10.04.22 18:00,#N/A,480,625,9188,81,0,121,61,2,0,0,878,130,115,51.6,103,28
4920,10.04.22 20:00,#N/A,480,627,9207,67,0,112,60,2,0,0,864,130,115,60,103,26
4921,10.04.22 22:00,#N/A,481,627,9215,62,0,108,56,2,0,0,857,130,115,50.9,103,26
4922,10.05.22 00:00,#N/A,481,627,9220,58,0,104,53,2,0,0,854,130,115,50.8,102,25
4923,10.05.22 02:00,#N/A,481,628,9224,56,0,101,51,2,0,0,850,130,115,50.9,102,24
4924,10.05.22 04:00,#N/A,483,629,9240,54,0,99,49,2,0,0,847,125,112,51,102,23
4925,10.05.22 06:00,#N/A,483,629,9243,53,0,98,49,2,0,0,844,125,112,50.9,102,23
4926,10.05.22 08:00,#N/A,483,629,9246,52,0,97,49,2,0,0,850,125,112,51,102,23
4927,10.05.22 10:00,#N/A,483,629,9248,51,0,96,49,2,0,0,850,125,112,51,102,23
4928,10.05.22 12:00,#N/A,483,629,9251,49,0,94,49,2,0,0,850,125,112,51,102,23
4929,10.05.22 14:00,#N/A,483,630,9252,49,0,93,48,2,0,0,850,125,112,51,102,23
4930,10.05.22 16:00,#N/A,483,630,9254,48,0,93,46,2,0,0,854,125,112,51,102,23
4931,10.05.22 18:00,#N/A,483,630,9254,48,0,93,44,2,0,0,854,125,112,50.7,102,23
4932,10.05.22 20:00,#N/A,483,630,9256,47,0,91,42,2,0,0,854,125,112,50.7,102,21
4933,10.05.22 22:00,#N/A,483,630,9258,47,0,91,41,2,0,0,854,125,112,50.7,102,21
4934,10.06.22 00:00,#N/A,483,630,9259,47,0,91,41,2,0,0,854,125,112,50.8,102,21
4935,10.06.22 02:00,#N/A,483,630,9261,46,0,90,41,2,0,0,854,125,112,50.8,102,21
4936,10.06.22 04:00,#N/A,483,630,9261,46,0,90,41,2,0,0,864,125,112,50.8,102,21
4937,10.06.22 06:00,#N/A,483,630,9263,46,0,90,40,2,0,0,864,125,112,50.8,102,21
4938,10.06.22 08:00,#N/A,484,630,9264,46,0,89,40,2,0,0,864,125,112,50.8,102,21
4939,10.06.22 10:00,#N/A,484,630,9265,45,0,89,40,2,0,0,864,125,112,47.2,102,21
4940,10.06.22 12:00,#N/A,484,630,9265,45,0,89,40,2,0,0,867,125,112,47.6,102,19
4941,10.06.22 14:00,#N/A,484,631,9266,45,0,89,40,2,0,0,867,125,112,47.6,102,19
4942,10.06.22 16:00,#N/A,484,631,9267,45,0,89,39,2,0,0,867,125,112,47.6,102,19
4943,10.06.22 18:00,#N/A,484,631,9267,45,0,88,38,2,0,0,867,125,112,47.6,102,19
4944,10.06.22 20:00,#N/A,484,631,9268,45,0,88,38,2,0,0,861,125,112,47.9,102,19
4945,10.06.22 22:00,#N/A,484,631,9269,45,0,88,38,2,0,0,854,125,112,47.8,102,19
4946,10.07.22 00:00,#N/A,484,631,9270,44,0,88,38,2,0,0,850,125,112,47.8,102,19
4947,10.07.22 02:00,#N/A,484,631,9270,44,0,88,38,2,0,0,850,125,112,47.9,102,19
4948,10.07.22 04:00,#N/A,484,631,9271,44,0,88,38,2,0,0,850,125,112,48,102,19
4949,10.07.22 06:00,#N/A,484,631,9271,44,0,88,38,2,0,0,857,125,112,48.1,102,19
4950,10.07.22 08:00,#N/A,484,631,9272,44,0,88,38,2,0,0,857,125,112,48.2,102,19
4951,10.07.22 10:00,#N/A,484,631,9272,44,0,88,38,2,0,0,857,125,112,48.3,102,19
4952,10.07.22 12:00,#N/A,484,631,9273,44,0,87,38,2,0,0,857,125,112,48.4,102,19
4953,10.07.22 14:00,#N/A,484,631,9273,44,0,87,38,2,0,0,857,125,112,48.6,102,19
4954,10.07.22 16:00,#N/A,484,631,9274,44,0,87,38,2,0,0,857,125,112,48.5,102,19
4955,10.07.22 18:00,#N/A,484,631,9274,44,0,87,37,2,0,0,857,125,112,48.4,102,19
4956,10.07.22 20:00,#N/A,484,631,9275,44,0,87,37,2,0,0,857,125,112,48.4,102,19
4957,10.07.22 22:00,#N/A,484,631,9275,44,0,87,37,2,0,0,857,125,112,48.5,102,19
4958,10.08.22 00:00,#N/A,484,631,9275,44,0,87,37,2,0,0,857,125,112,48.5,102,19
4959,10.08.22 02:00,#N/A,484,631,9276,44,0,87,37,2,0,0,854,125,112,48.5,102,19
4960,10.08.22 04:00,#N/A,484,631,9276,44,0,86,37,2,0,0,854,125,112,48.5,102,19
4961,10.08.22 06:00,#N/A,484,631,9276,44,0,86,36,2,0,0,850,125,112,48.5,102,19
4962,10.08.22 08:00,#N/A,484,631,9277,44,0,86,36,2,0,0,850,125,112,48.4,102,19
4963,10.08.22 10:00,#N/A,484,631,9277,44,0,86,36,2,0,0,850,125,112,48.4,102,19
4964,10.08.22 12:00,#N/A,484,631,9277,44,0,86,36,2,0,0,850,125,112,48.3,102,19
4965,10.08.22 14:00,#N/A,484,631,9278,43,0,86,36,2,0,0,850,125,112,48.3,102,19
4966,10.08.22 16:00,#N/A,484,631,9278,43,0,86,36,2,0,0,850,125,112,48.3,102,19
4967,10.08.22 18:00,#N/A,484,631,9278,43,0,86,35,2,0,0,850,125,112,46.4,102,20
4968,10.08.22 20:00,#N/A,485,631,9278,43,0,86,35,2,0,0,850,125,112,46.1,102,21
4969,10.08.22 22:00,#N/A,485,631,9279,43,0,86,35,2,0,0,850,125,112,52.2,102,22
4970,10.09.22 00:00,#N/A,485,631,9279,43,0,86,35,2,0,0,850,125,112,52.4,102,23
4971,10.09.22 02:00,#N/A,485,631,9279,43,0,86,35,2,0,0,847,125,112,52.4,102,23
4972,10.09.22 04:00,#N/A,485,631,9280,43,0,86,35,2,0,0,847,125,112,52.5,102,23
4973,10.09.22 06:00,#N/A,485,631,9280,43,0,86,35,2,0,0,850,125,112,52.5,102,23
4974,10.09.22 08:00,#N/A,491,637,9355,40,0,85,35,2,0,0,850,125,112,51.9,102,22
4975,10.09.22 10:00,#N/A,494,640,9402,35,0,81,34,2,0,0,847,120,115,51.7,102,20
4976,10.09.22 12:00,#N/A,494,640,9403,31,0,78,31,2,0,0,857,120,115,43.2,102,17
4977,10.09.22 14:00,#N/A,494,640,9404,29,0,76,31,2,0,0,854,120,115,45.3,102,17
4978,10.09.22 16:00,#N/A,494,640,9406,28,0,74,30,2,0,0,850,120,115,46.9,102,17
4979,10.09.22 18:00,#N/A,495,642,9429,27,0,73,29,2,0,0,850,119,111,44.3,102,17
4980,10.09.22 20:00,#N/A,496,642,9429,25,0,71,28,2,0,0,850,119,111,43.7,102,15
4981,10.09.22 22:00,#N/A,496,642,9432,24,0,69,27,2,0,0,854,117,111,43.1,102,15
4982,10.10.22 00:00,#N/A,496,642,9433,23,0,68,24,2,0,0,854,117,111,42.3,102,15
4983,10.10.22 02:00,#N/A,496,642,9433,22,0,67,22,2,0,0,847,117,111,44.6,102,15
4984,10.10.22 04:00,#N/A,496,642,9434,22,0,66,21,2,0,0,850,117,111,45.2,102,15
4985,10.10.22 06:00,#N/A,496,642,9435,22,0,65,21,2,0,0,854,117,111,47.1,102,15
4986,10.10.22 08:00,#N/A,496,642,9435,21,0,65,21,2,0,0,850,117,111,46.5,102,15
4987,10.10.22 10:00,#N/A,496,642,9436,21,0,64,21,2,0,0,850,117,111,45.8,102,15
4988,10.10.22 12:00,#N/A,496,642,9436,21,0,63,22,2,0,0,850,117,111,46.2,102,15
4989,10.10.22 14:00,#N/A,496,642,9436,21,0,63,22,2,0,0,850,117,111,46.4,102,15
4990,10.10.22 16:00,#N/A,496,642,9436,21,0,63,22,2,0,0,850,117,111,46.4,102,15
4991,10.10.22 18:00,#N/A,492,638,9377,24,0,65,21,2,0,0,850,121,115,46.4,102,15
4992,10.10.22 20:00,#N/A,492,638,9376,26,0,67,22,2,0,0,850,121,115,47.8,102,15
4993,10.10.22 22:00,#N/A,492,638,9376,27,0,68,22,2,0,0,850,121,115,52.7,102,15
4994,10.11.22 00:00,#N/A,492,638,9376,27,0,68,21,2,0,0,850,121,115,51.4,102,17
4995,10.11.22 02:00,#N/A,492,638,9376,28,0,69,21,2,0,0,850,121,115,51.5,102,18
4996,10.11.22 04:00,#N/A,492,638,9376,28,0,70,22,2,0,0,861,121,115,51.4,102,18
4997,10.11.22 06:00,#N/A,492,638,9376,28,0,70,22,2,0,0,857,121,115,51.4,102,18
4998,10.11.22 08:00,#N/A,492,638,9376,29,0,71,22,2,0,0,857,121,115,51.4,102,18
4999,10.11.22 10:00,#N/A,492,638,9377,29,0,71,22,2,0,0,857,121,115,51.3,102,18
5000,10.11.22 12:00,#N/A,492,638,9377,29,0,71,22,2,0,0,857,121,115,51.4,102,18
5001,10.11.22 14:00,#N/A,492,638,9377,29,0,71,22,2,0,0,857,121,115,51.2,102,18
