U1_18RowNumber,Date,Dchoke (mm),WHP (atm),DHGP (atm),DHGP (psi),A-annulus Pres (atm),7x10 Annulus Pressure (atm),10x13 Annulus Pressure (atm),13x18 Annulus Pressure (atm),18x24 Annulus Pressure (atm),24x28 Annulus Pressure (atm),28x32 Annulus Pressure (atm),SSSV Pressure (atm), I-II Choke Pressure  (atm), II-III Choke Pressure  (atm),III Choke Pressure (atm),DHGT (Celcius),III pille Temperature (Celcius)
740,10.21.21 12:00,#N/A,542,695,10211,0,0,16,2,1,0,0,854,59.5,59.5,56.5,96,15
741,10.21.21 14:00,#N/A,542,695,10212,0,0,15,2,1,0,1,854,56.9,56.9,56.9,96,15
742,10.21.21 16:00,#N/A,542,695,10212,0,0,7,2,1,0,1,854,57.5,57.5,57.1,96,16
743,10.21.21 18:00,#N/A,542,695,10213,0,0,7,2,1,0,1,854,57.5,57.5,57.1,96,16
744,10.21.21 20:00,#N/A,542,695,10213,0,0,7,2,1,0,1,854,57.5,57.5,57.1,95,16
745,10.21.21 22:00,#N/A,542,695,10214,0,0,7,2,1,0,1,854,58,58,57,95,16
746,10.22.21 0:00,#N/A,542,695,10215,0,0,6,2,1,0,1,854,58,58,56.9,95,17
747,10.22.21 2:00,#N/A,542,695,10215,0,0,6,2,1,0,1,854,58,58,56.9,95,18
748,10.22.21 4:00,#N/A,542,695,10216,0,0,5,2,1,0,1,854,58,58,56.9,95,18
749,10.22.21 6:00,#N/A,542,695,10216,0,0,5,2,1,0,1,854,58,58,57,95,17
750,10.22.21 8:00,#N/A,542,695,10216,0,0,5,2,1,0,1,854,57.1,57.1,57.1,95,16
751,10.22.21 10:00,#N/A,542,695,10217,0,0,4,2,1,0,1,854,57.2,57.2,57.2,95,16
752,10.22.21 12:00,#N/A,542,695,10217,0,0,4,2,1,0,1,854,57.2,57.2,57.2,95,16
753,10.22.21 14:00,#N/A,517,671,9867,0,0,20,2,1,0,1,915,211,100,58,95,2
754,10.22.21 16:00,#N/A,510,665,9771,0,0,45,2,1,0,1,963,260,120,58.9,102,9
755,10.22.21 18:00,#N/A,512,666,9784,19,0,64,2,1,0,1,956,255,117,58.7,102,14
756,10.22.21 20:00,#N/A,515,668,9814,36,0,77,2,1,0,1,959,241,112,58.3,102,16
757,10.22.21 22:00,#N/A,515,668,9814,47,0,84,2,1,0,1,942,241,112,58.3,102,18
758,10.23.21 0:00,#N/A,515,668,9813,56,0,89,2,1,0,1,949,241,112,58.2,102,20
759,10.23.21 2:00,#N/A,515,668,9812,63,0,94,2,1,0,1,952,241,112,58.4,102,21
760,10.23.21 4:00,#N/A,515,668,9811,69,0,99,2,1,0,1,959,241,112,58.6,102,22
761,10.23.21 6:00,#N/A,515,668,9810,74,0,102,3,1,0,1,963,241,112,58.8,102,23
762,10.23.21 8:00,#N/A,516,667,9808,77,0,105,4,1,0,1,918,242,112,59.6,102,23
763,10.23.21 10:00,#N/A,516,667,9807,81,0,108,5,1,0,1,918,242,112,59.7,102,24
764,10.23.21 12:00,#N/A,514,665,9774,86,0,111,5,1,1,1,922,260,119,58.8,102,24
765,10.23.21 14:00,#N/A,513,665,9771,89,0,113,5,1,1,1,922,260,119,58.6,102,25
766,10.23.21 16:00,#N/A,514,666,9782,92,0,115,5,1,1,1,922,260,119,58.7,102,25
767,10.23.21 18:00,#N/A,514,666,9784,93,0,117,7,1,1,1,932,253,117,59,102,26
768,10.23.21 20:00,#N/A,514,666,9783,94,0,118,10,2,1,1,942,253,117,59.1,102,26
769,10.23.21 22:00,#N/A,514,666,9784,96,0,119,17,2,1,1,942,253,117,58.8,102,26
770,10.24.21 0:00,#N/A,514,666,9784,97,0,121,19,2,0,1,946,253,117,58.8,102,26
771,10.24.21 2:00,#N/A,514,666,9783,98,0,122,20,2,0,1,946,253,117,58.8,102,26
772,10.24.21 4:00,#N/A,514,666,9782,99,0,122,20,2,0,1,946,253,117,58.9,102,26
773,10.24.21 6:00,#N/A,514,666,9782,100,0,123,21,2,0,1,946,253,117,59.2,102,26
774,10.24.21 8:00,#N/A,514,666,9782,100,0,124,21,2,0,1,942,253,117,59.4,102,27
775,10.24.21 10:00,#N/A,514,666,9782,101,0,125,22,2,0,1,942,253,117,59.5,102,27
776,10.24.21 12:00,#N/A,514,666,9782,101,0,125,22,2,0,1,942,253,117,59.5,102,27
777,10.24.21 14:00,#N/A,514,666,9782,101,0,125,22,2,0,1,942,253,117,59.5,102,27
778,10.24.21 16:00,#N/A,514,665,9779,102,0,126,22,2,0,1,942,253,117,59.2,103,27
779,10.24.21 18:00,#N/A,514,665,9779,103,0,127,22,2,0,1,942,253,117,59.4,103,27
780,10.24.21 20:00,#N/A,514,665,9776,104,0,128,23,2,0,1,942,253,117,59.8,103,27
781,10.24.21 22:00,#N/A,514,665,9776,105,0,128,24,2,0,1,942,253,117,59,103,27
782,10.25.21 0:00,#N/A,514,665,9775,106,0,129,25,2,0,1,942,253,117,58.7,103,27
783,10.25.21 2:00,#N/A,514,665,9775,106,0,129,25,2,0,1,942,253,117,58.7,103,27
784,10.25.21 4:00,#N/A,514,665,9774,106,0,129,25,2,0,1,942,253,117,58.6,103,27
785,10.25.21 6:00,#N/A,514,665,9774,106,0,129,26,2,0,1,942,253,117,58.7,103,27
786,10.25.21 8:00,#N/A,514,665,9774,107,0,130,27,2,0,1,946,253,117,58.8,103,27
787,10.25.21 10:00,#N/A,514,665,9774,107,0,131,29,2,0,1,946,253,117,58.9,103,27
788,10.25.21 12:00,#N/A,514,665,9773,108,0,131,29,2,0,1,946,253,117,58.8,103,27
789,10.25.21 14:00,#N/A,514,665,9772,108,0,131,29,2,0,1,946,253,117,58.7,103,27
790,10.25.21 16:00,#N/A,514,665,9772,108,0,132,29,2,0,1,946,253,117,58.6,103,27
791,10.25.21 18:00,#N/A,514,665,9773,109,0,132,29,2,0,1,946,253,117,58.5,103,27
792,10.25.21 20:00,#N/A,514,665,9772,109,0,132,29,2,0,1,946,253,117,58.4,103,27
793,10.25.21 22:00,#N/A,514,665,9772,109,0,132,29,2,0,1,946,253,117,58.3,103,27
794,10.26.21 0:00,#N/A,514,665,9772,109,0,132,29,2,0,1,946,253,117,58.5,103,27
795,10.26.21 2:00,#N/A,514,665,9772,110,0,133,29,2,0,1,946,253,117,58.7,103,27
796,10.26.21 4:00,#N/A,514,665,9771,110,0,133,29,2,0,1,946,253,117,58.8,103,27
797,10.26.21 6:00,#N/A,514,665,9771,110,0,133,29,2,0,1,946,253,117,58.9,103,27
798,10.26.21 8:00,#N/A,514,665,9771,110,0,134,29,2,0,1,946,253,117,59,103,27
799,10.26.21 10:00,#N/A,514,665,9771,110,0,134,30,2,0,1,946,253,117,59.2,103,27
800,10.26.21 12:00,#N/A,514,665,9771,111,0,134,30,2,0,1,946,253,117,59.3,103,27
801,10.26.21 14:00,#N/A,514,665,9770,111,0,134,30,2,0,1,946,253,117,59.3,103,27
802,10.26.21 16:00,#N/A,514,665,9769,111,0,135,30,2,0,1,946,253,117,59.3,103,27
803,10.26.21 18:00,#N/A,514,665,9769,111,0,135,31,2,0,1,946,253,117,59.3,103,27
804,10.26.21 20:00,#N/A,514,665,9769,111,0,135,31,2,0,1,946,253,117,59.2,103,27
805,10.26.21 22:00,#N/A,514,665,9768,111,0,135,31,2,0,1,946,253,117,59.2,103,27
806,10.27.21 0:00,#N/A,514,665,9768,112,0,135,31,2,0,1,946,253,117,59.1,103,27
807,10.27.21 2:00,#N/A,514,665,9768,112,0,136,31,2,0,1,946,253,117,59.2,103,28
808,10.27.21 4:00,#N/A,514,665,9768,112,0,136,31,2,0,1,949,253,117,59.2,103,28
809,10.27.21 6:00,#N/A,514,665,9768,112,0,136,32,2,0,1,949,253,117,59.3,103,28
810,10.27.21 8:00,#N/A,514,665,9767,112,0,136,33,2,0,1,949,253,117,59.3,103,28
811,10.27.21 10:00,#N/A,514,665,9767,113,0,136,33,2,0,1,949,253,117,59.5,103,28
812,10.27.21 12:00,#N/A,514,665,9766,113,0,137,33,2,0,1,949,253,117,59.5,103,28
813,10.27.21 14:00,#N/A,514,664,9765,113,0,137,33,2,0,1,949,253,117,59.7,103,28
814,10.27.21 16:00,#N/A,514,664,9765,113,0,137,33,2,0,1,949,253,117,59.8,103,28
815,10.27.21 18:00,#N/A,514,664,9765,113,0,137,33,2,0,1,949,253,117,59.8,103,28
816,10.27.21 20:00,#N/A,514,664,9764,113,0,137,33,2,0,1,949,253,117,59.8,103,28
817,10.27.21 22:00,#N/A,514,664,9763,113,0,137,33,2,0,1,949,253,117,59.7,103,28
818,10.28.21 0:00,#N/A,514,664,9763,114,0,138,34,2,0,1,949,253,117,59.7,103,28
819,10.28.21 2:00,#N/A,513,664,9763,114,0,138,34,2,0,1,949,252,117,59.8,103,28
820,10.28.21 4:00,#N/A,513,664,9762,114,0,138,34,2,0,1,949,252,117,59.7,103,28
821,10.28.21 6:00,#N/A,513,664,9763,114,0,138,34,2,0,1,949,252,117,59.6,103,28
822,10.28.21 8:00,#N/A,513,664,9762,114,0,138,34,2,0,1,949,252,117,59.7,103,28
823,10.28.21 10:00,#N/A,513,664,9762,114,0,138,34,2,0,1,949,252,117,59.7,103,28
824,10.28.21 12:00,#N/A,513,664,9761,114,0,138,34,2,0,1,949,252,117,59.7,103,28
825,10.28.21 14:00,#N/A,513,664,9761,115,0,139,34,2,0,1,949,252,117,59.8,103,29
826,10.28.21 16:00,#N/A,513,664,9761,115,0,139,34,2,0,1,949,252,117,59.9,103,29
827,10.28.21 18:00,#N/A,513,664,9760,115,0,139,34,2,0,1,949,252,117,59.9,103,29
828,10.28.21 20:00,#N/A,513,664,9760,115,0,139,35,2,0,1,949,252,117,59.7,103,29
829,10.28.21 22:00,#N/A,513,664,9760,115,0,139,35,2,0,1,949,252,117,59.7,103,29
830,10.29.21 0:00,#N/A,513,664,9760,115,0,139,36,2,0,1,949,252,117,59.6,103,29
831,10.29.21 2:00,#N/A,513,664,9760,115,0,139,36,2,0,1,949,252,117,59.7,103,29
832,10.29.21 4:00,#N/A,513,664,9760,115,0,139,36,2,0,1,952,252,117,59.8,103,29
833,10.29.21 6:00,#N/A,513,664,9759,115,0,139,37,2,0,1,952,252,117,59.9,103,29
834,10.29.21 8:00,#N/A,513,664,9759,115,0,140,37,2,0,1,952,252,117,59.9,103,29
835,10.29.21 10:00,#N/A,513,664,9759,116,0,140,37,2,0,1,952,252,117,59.7,103,29
836,10.29.21 12:00,#N/A,513,664,9758,116,0,140,38,2,0,1,952,252,117,59.7,103,29
837,10.29.21 14:00,#N/A,513,664,9758,116,0,140,38,2,0,1,952,252,117,59.8,103,29
838,10.29.21 16:00,#N/A,513,664,9757,116,0,140,38,2,0,1,952,252,117,59.9,103,29
839,10.29.21 18:00,#N/A,513,664,9757,116,0,140,38,2,0,1,952,252,117,59.9,103,29
840,10.29.21 20:00,#N/A,513,664,9757,116,0,140,38,2,0,1,952,252,117,59.9,103,29
841,10.29.21 22:00,#N/A,513,664,9757,116,0,140,38,2,0,1,952,252,117,59.8,103,29
842,10.30.21 0:00,#N/A,513,664,9758,116,0,140,38,2,0,1,952,252,117,59.8,103,28
843,10.30.21 2:00,#N/A,513,664,9757,116,0,140,38,2,0,1,952,252,117,59.6,103,28
844,10.30.21 4:00,#N/A,513,664,9757,116,0,140,38,2,0,1,952,252,117,59.7,103,28
845,10.30.21 6:00,#N/A,513,664,9757,116,0,141,38,2,0,1,952,252,117,59.8,103,28
846,10.30.21 8:00,#N/A,513,664,9757,116,0,141,38,2,0,1,952,252,117,59.8,103,29
847,10.30.21 10:00,#N/A,513,664,9757,116,0,141,38,2,0,1,952,252,117,60,103,29
848,10.30.21 12:00,#N/A,513,664,9757,116,0,141,38,2,0,1,952,252,117,60,103,29
849,10.30.21 14:00,#N/A,513,664,9756,116,0,141,38,2,0,1,952,252,117,59.9,103,29
850,10.30.21 16:00,#N/A,513,664,9755,116,0,141,38,2,0,1,952,252,117,60,103,29
851,10.30.21 18:00,#N/A,513,664,9755,116,0,141,38,2,0,1,952,252,117,60.1,103,29
852,10.30.21 20:00,#N/A,513,664,9754,116,0,141,38,2,0,1,952,252,117,60,103,29
853,10.30.21 22:00,#N/A,513,664,9754,116,0,141,38,2,0,1,952,252,117,59.9,103,29
854,10.31.21 0:00,#N/A,513,664,9754,116,0,141,38,2,0,1,952,252,117,59.9,103,29
855,10.31.21 2:00,#N/A,513,664,9754,116,0,141,38,2,0,1,952,252,117,60,103,29
856,10.31.21 4:00,#N/A,513,664,9753,117,0,142,39,2,0,1,952,252,117,60.1,103,29
857,10.31.21 6:00,#N/A,513,664,9753,117,0,142,39,2,0,1,952,252,117,60.2,103,29
858,10.31.21 8:00,#N/A,513,664,9752,117,0,142,39,2,0,1,952,252,117,60.2,103,29
859,10.31.21 10:00,#N/A,513,664,9752,117,0,142,39,2,0,1,952,252,117,60.2,103,29
860,10.31.21 12:00,#N/A,513,664,9752,117,0,142,39,2,0,1,922,252,117,60.1,103,29
861,10.31.21 14:00,#N/A,513,664,9752,117,0,142,39,2,0,1,922,252,117,60.1,103,29
862,10.31.21 16:00,#N/A,513,664,9751,117,0,142,39,2,0,1,922,252,117,60,103,29
863,10.31.21 18:00,#N/A,513,664,9751,117,0,142,39,2,0,1,922,252,117,60,103,29
864,10.31.21 20:00,#N/A,513,664,9751,117,0,142,39,2,0,1,922,252,117,60,103,29
865,10.31.21 22:00,#N/A,513,664,9751,117,0,142,39,2,0,1,922,252,117,59.9,103,29
866,11.01.21 00:00,#N/A,513,664,9751,117,0,142,39,2,0,1,922,252,117,59.9,103,29
867,11.01.21 02:00,#N/A,513,664,9751,117,0,142,39,2,0,1,922,252,117,60,103,29
868,11.01.21 04:00,#N/A,513,663,9750,117,0,142,39,2,0,1,922,252,117,60.1,103,29
869,11.01.21 06:00,#N/A,513,663,9750,117,0,142,39,2,0,1,922,252,117,60.2,103,29
870,11.01.21 08:00,#N/A,513,663,9750,117,0,142,39,2,0,1,922,252,117,60.1,103,29
871,11.01.21 10:00,#N/A,513,663,9750,118,0,143,39,2,0,1,922,252,117,60,103,29
872,11.01.21 12:00,#N/A,513,663,9750,118,0,143,39,2,0,1,922,252,117,60,103,29
873,11.01.21 14:00,#N/A,513,663,9750,118,0,143,39,2,0,1,922,252,117,60.4,103,29
874,11.01.21 16:00,#N/A,513,663,9750,118,0,143,39,2,0,1,922,252,117,60.7,103,29
875,11.01.21 18:00,#N/A,513,663,9750,118,0,143,39,2,0,1,918,252,117,61,103,29
876,11.01.21 20:00,#N/A,514,664,9765,118,0,143,39,2,0,1,918,247,116,60.9,103,29
877,11.01.21 22:00,#N/A,514,664,9765,117,0,142,39,2,0,1,918,247,116,60.8,103,29
878,11.02.21 00:00,#N/A,514,664,9765,116,0,142,39,2,0,1,918,247,116,60.7,103,29
879,11.02.21 02:00,#N/A,514,664,9765,116,0,142,39,2,0,1,918,247,116,60.6,103,29
880,11.02.21 04:00,#N/A,514,664,9765,116,0,142,39,2,0,1,918,247,116,60.6,103,29
881,11.02.21 06:00,#N/A,514,664,9765,116,0,142,39,2,0,1,918,247,116,60.7,103,29
882,11.02.21 08:00,#N/A,522,671,9863,113,0,142,39,2,0,1,918,188,112,58.9,103,29
883,11.02.21 10:00,#N/A,533,682,10016,94,0,132,39,2,0,1,915,130,111,53.9,103,22
884,11.02.21 12:00,#N/A,533,682,10022,82,0,125,38,2,0,1,888,130,111,53.9,103,21
885,11.02.21 14:00,#N/A,533,682,10025,82,0,125,26,2,0,1,881,130,111,52.5,103,19
886,11.02.21 16:00,#N/A,533,682,10027,61,0,111,26,2,0,1,881,130,111,53,103,19
887,11.02.21 18:00,#N/A,526,678,9965,57,0,106,24,2,0,1,881,141,111,53,103,19
888,11.02.21 20:00,#N/A,518,668,9820,67,0,108,24,2,0,1,881,210,112,51,103,19
889,11.02.21 22:00,#N/A,512,664,9765,93,0,121,23,2,0,1,901,256,113,55.2,103,23
890,11.03.21 00:00,#N/A,509,661,9715,101,0,126,23,2,0,1,922,274,115,56.4,103,25
891,11.03.21 02:00,#N/A,509,661,9715,109,0,132,27,2,0,1,922,273,115,56.8,103,26
892,11.03.21 04:00,#N/A,509,661,9713,113,0,136,30,2,0,1,932,273,115,57.2,103,27
893,11.03.21 06:00,#N/A,509,661,9712,116,0,139,31,2,0,1,932,273,115,57.9,103,28
894,11.03.21 08:00,#N/A,509,661,9711,117,0,140,31,2,0,1,939,273,115,58.2,103,28
895,11.03.21 10:00,#N/A,509,661,9709,119,0,142,32,2,0,1,939,273,115,58.5,103,29
896,11.03.21 12:00,#N/A,509,661,9709,120,0,143,34,2,0,1,942,273,115,58.4,103,29
897,11.03.21 14:00,#N/A,509,661,9708,121,0,144,36,2,0,1,942,273,115,58.5,103,29
898,11.03.21 16:00,#N/A,509,661,9708,121,0,144,36,2,0,1,942,273,115,58.6,103,29
899,11.03.21 18:00,#N/A,509,661,9707,122,0,145,38,2,0,1,946,273,115,58.7,103,29
900,11.03.21 20:00,#N/A,509,660,9706,122,0,145,38,2,0,1,946,273,115,58.8,103,29
901,11.03.21 22:00,#N/A,509,660,9706,122,0,145,39,2,0,1,946,273,115,58.7,103,29
902,11.04.21 00:00,#N/A,509,660,9705,123,0,146,40,2,0,1,946,273,115,58.5,103,29
903,11.04.21 02:00,#N/A,509,660,9705,123,0,146,40,2,0,1,946,273,115,58.4,103,29
904,11.04.21 04:00,#N/A,509,660,9705,123,0,146,40,2,0,1,946,273,115,58.3,103,29
905,11.04.21 06:00,#N/A,509,660,9704,123,0,146,40,2,0,1,946,273,115,58.4,103,29
906,11.04.21 08:00,#N/A,509,660,9704,123,0,146,40,2,0,1,946,273,115,58.5,103,29
907,11.04.21 10:00,#N/A,508,660,9692,123,0,146,40,2,0,1,946,280,115,58.5,103,29
908,11.04.21 12:00,#N/A,508,659,9691,124,0,147,40,2,0,1,946,280,115,58.9,103,29
909,11.04.21 14:00,#N/A,507,659,9680,125,0,147,40,2,0,1,946,286,115,59,103,29
910,11.04.21 16:00,#N/A,507,659,9679,126,0,148,40,2,0,1,946,287,115,59.2,103,29
911,11.04.21 18:00,#N/A,507,659,9679,126,0,148,40,2,0,1,949,287,115,59.2,103,29
912,11.04.21 20:00,#N/A,507,659,9678,127,0,149,40,2,0,1,949,287,116,59.2,103,30
913,11.04.21 22:00,#N/A,507,659,9678,127,0,149,40,2,0,1,949,287,116,59.3,103,30
914,11.05.21 00:00,#N/A,507,659,9678,127,0,149,40,2,0,1,949,287,116,59.3,103,30
915,11.05.21 02:00,#N/A,507,658,9677,127,0,149,40,2,0,1,949,287,117,59.5,103,31
916,11.05.21 04:00,#N/A,507,658,9677,127,0,149,40,2,0,1,949,287,117,59.6,103,31
917,11.05.21 06:00,#N/A,507,658,9676,128,0,150,41,2,0,1,949,287,117,59.6,103,31
918,11.05.21 08:00,#N/A,507,658,9676,128,0,150,41,2,0,1,952,287,117,59.6,103,31
919,11.05.21 10:00,#N/A,506,658,9675,128,0,150,41,2,0,1,952,287,117,59.7,103,31
920,11.05.21 12:00,#N/A,506,658,9675,128,0,150,41,2,0,1,952,287,117,59.6,103,31
921,11.05.21 14:00,#N/A,506,658,9675,128,0,150,41,2,0,1,952,287,117,59.6,103,30
922,11.05.21 16:00,#N/A,506,658,9674,128,0,150,41,2,0,1,952,287,117,59.7,103,31
923,11.05.21 18:00,#N/A,506,658,9674,128,0,150,41,2,0,1,952,287,117,59.8,103,31
924,11.05.21 20:00,#N/A,506,658,9673,128,0,150,42,2,0,1,952,287,117,59.8,103,31
925,11.05.21 22:00,#N/A,506,658,9673,128,0,150,42,2,0,1,952,287,117,59.8,103,31
926,11.06.21 00:00,#N/A,506,658,9673,128,0,151,43,2,0,1,952,287,117,59.8,103,31
927,11.06.21 02:00,#N/A,506,658,9672,128,0,151,43,2,0,1,952,287,117,60,103,31
928,11.06.21 04:00,#N/A,506,658,9672,128,0,151,43,2,0,1,952,287,117,60.2,103,31
929,11.06.21 06:00,#N/A,506,658,9672,128,0,151,43,2,0,1,952,287,117,60.5,103,31
930,11.06.21 08:00,#N/A,506,658,9671,129,0,151,43,2,0,1,952,287,117,60.6,103,31
931,11.06.21 10:00,#N/A,506,658,9671,129,0,151,43,2,0,1,952,287,117,59.6,103,31
932,11.06.21 12:00,#N/A,506,658,9671,129,0,151,43,2,0,1,952,287,117,60.5,103,31
933,11.06.21 14:00,#N/A,506,658,9670,129,0,151,43,2,0,1,952,287,117,60.3,103,31
934,11.06.21 16:00,#N/A,506,658,9670,129,0,151,43,2,0,1,952,287,117,60.3,103,31
935,11.06.21 18:00,#N/A,506,658,9669,129,0,151,43,2,0,1,952,287,117,60.2,103,31
936,11.06.21 20:00,#N/A,506,658,9669,129,0,151,43,2,0,1,952,287,117,60.2,103,31
937,11.06.21 22:00,#N/A,506,658,9669,129,0,151,43,2,0,1,952,287,117,60.2,103,31
938,11.07.21 00:00,#N/A,506,658,9669,129,0,151,43,2,0,1,952,287,117,60.2,103,31
939,11.07.21 02:00,#N/A,506,658,9668,129,0,152,43,2,0,1,952,287,117,60.1,103,31
940,11.07.21 04:00,#N/A,506,658,9668,129,0,152,43,2,0,1,952,287,117,60.3,103,31
941,11.07.21 06:00,#N/A,506,658,9667,129,0,152,43,2,0,1,952,287,117,60.3,103,31
942,11.07.21 08:00,#N/A,506,658,9667,129,0,152,43,2,0,1,952,287,117,60.4,103,31
943,11.07.21 10:00,#N/A,506,658,9667,129,0,152,43,2,0,1,952,287,117,60.4,103,31
944,11.07.21 12:00,#N/A,506,658,9667,129,0,152,44,2,0,1,952,287,117,60.4,103,31
945,11.07.21 14:00,#N/A,506,658,9667,129,0,152,44,2,0,1,952,287,117,60.5,103,31
946,11.07.21 16:00,#N/A,506,658,9666,129,0,152,44,2,0,1,952,287,117,60.6,103,31
947,11.07.21 18:00,#N/A,506,658,9666,129,0,152,44,2,0,1,952,287,117,60.7,103,31
948,11.07.21 20:00,#N/A,506,658,9665,129,0,152,44,2,0,1,952,287,117,60.8,103,31
949,11.07.21 22:00,#N/A,506,658,9665,129,0,152,44,2,0,1,952,287,117,60.8,103,31
950,11.08.21 00:00,#N/A,506,658,9665,129,0,152,44,2,0,1,952,287,117,60.8,103,31
951,11.08.21 02:00,#N/A,506,658,9664,129,0,152,44,2,0,1,952,287,117,60.8,103,31
952,11.08.21 04:00,#N/A,506,658,9664,129,0,152,44,2,0,1,952,287,117,60.8,103,31
953,11.08.21 06:00,#N/A,506,658,9664,130,0,153,44,2,0,1,952,287,117,60.8,103,31
954,11.08.21 08:00,#N/A,506,658,9664,130,0,153,44,2,0,1,952,287,117,60.8,103,31
955,11.08.21 10:00,#N/A,506,658,9663,130,0,153,44,2,0,1,952,287,117,60.8,103,31
956,11.08.21 12:00,#N/A,506,658,9663,130,0,153,44,2,0,1,952,287,117,60.9,103,31
957,11.08.21 14:00,#N/A,506,658,9663,130,0,153,44,2,0,1,952,287,117,60.9,103,31
958,11.08.21 16:00,#N/A,506,657,9662,130,0,153,44,2,0,1,952,287,117,60.8,103,31
959,11.08.21 18:00,#N/A,506,657,9662,130,0,153,44,2,0,1,952,287,117,60.9,102,31
960,11.08.21 20:00,#N/A,506,657,9662,130,0,153,44,2,0,1,952,287,117,60.9,102,31
961,11.08.21 22:00,#N/A,506,657,9662,130,0,153,44,2,0,1,952,287,117,60.9,102,31
962,11.09.21 00:00,#N/A,506,657,9661,130,0,153,44,2,0,1,952,287,117,60.8,102,31
963,11.09.21 02:00,#N/A,506,657,9661,130,0,153,44,2,0,1,952,287,117,60.9,102,31
964,11.09.21 04:00,#N/A,506,657,9661,130,0,153,44,2,0,1,952,287,117,60.9,102,31
965,11.09.21 06:00,#N/A,506,657,9660,130,0,153,44,2,0,1,952,287,117,61.1,102,31
966,11.09.21 08:00,#N/A,506,657,9660,130,0,153,44,2,0,1,952,287,117,61.2,102,31
967,11.09.21 10:00,#N/A,506,657,9660,130,0,153,44,2,0,1,952,287,117,61.3,102,32
968,11.09.21 12:00,#N/A,506,657,9660,130,0,153,44,2,0,1,952,287,117,61.4,102,32
969,11.09.21 14:00,#N/A,506,657,9659,130,0,153,44,2,0,1,952,287,117,61.4,102,32
970,11.09.21 16:00,#N/A,506,657,9659,130,0,154,47,2,0,1,952,287,117,61.4,102,32
971,11.09.21 18:00,#N/A,506,657,9659,130,0,154,48,2,0,1,952,287,117,61.4,102,32
972,11.09.21 20:00,#N/A,506,657,9659,130,0,154,48,2,0,1,952,287,117,61.3,102,32
973,11.09.21 22:00,#N/A,506,657,9658,130,0,154,48,2,0,1,952,287,117,61.3,102,32
974,11.10.21 00:00,#N/A,506,657,9658,130,0,154,48,2,0,1,952,287,117,61.2,102,32
975,11.10.21 02:00,#N/A,506,657,9658,130,0,154,48,2,0,1,952,287,117,61.2,102,31
976,11.10.21 04:00,#N/A,506,657,9658,130,0,154,48,2,0,1,952,287,117,61.2,102,32
977,11.10.21 06:00,#N/A,506,657,9657,130,0,154,48,2,0,1,952,287,117,61.3,102,31
978,11.10.21 08:00,#N/A,506,657,9657,130,0,154,48,2,0,1,952,287,117,61.4,102,31
979,11.10.21 10:00,#N/A,506,657,9657,130,0,154,48,2,0,1,952,287,117,61.4,102,32
980,11.10.21 12:00,#N/A,506,657,9656,130,0,154,48,2,0,1,952,287,117,61.4,102,32
981,11.10.21 14:00,#N/A,506,657,9656,130,0,154,48,2,0,1,952,287,117,61.4,102,31
982,11.10.21 16:00,#N/A,506,657,9656,130,0,154,48,2,0,1,952,287,117,61.5,102,31
983,11.10.21 18:00,#N/A,506,657,9656,120,0,152,48,2,0,1,952,287,117,61.5,102,31
984,11.10.21 20:00,#N/A,506,657,9656,120,0,152,48,2,0,1,952,287,117,61.5,102,31
985,11.10.21 22:00,#N/A,506,658,9669,120,0,152,48,2,0,1,952,287,117,61.2,102,31
986,11.11.21 00:00,#N/A,507,659,9678,119,0,152,48,2,0,1,952,275,114,60.9,102,30
987,11.11.21 02:00,#N/A,507,659,9679,118,0,152,48,2,0,1,952,275,114,60.9,102,30
988,11.11.21 04:00,#N/A,507,659,9679,118,0,151,48,2,0,1,952,275,114,61,102,30
989,11.11.21 06:00,#N/A,507,659,9678,118,0,151,48,2,0,1,952,275,114,61,102,30
990,11.11.21 08:00,#N/A,507,659,9678,118,0,151,48,2,0,1,952,275,114,61,102,30
991,11.11.21 10:00,#N/A,507,659,9678,118,0,151,48,2,0,1,952,275,114,61,102,30
992,11.11.21 12:00,#N/A,507,659,9678,118,0,151,48,2,0,1,952,275,114,61,102,30
993,11.11.21 14:00,#N/A,507,658,9677,118,0,151,48,2,0,1,952,275,114,61,102,30
994,11.11.21 16:00,#N/A,507,658,9677,118,0,151,48,2,0,1,952,275,114,61,102,30
995,11.11.21 18:00,#N/A,507,658,9677,118,0,151,48,2,0,1,952,275,114,61.1,102,30
996,11.11.21 20:00,#N/A,507,658,9677,118,0,151,48,2,0,1,952,275,114,61.1,102,31
997,11.11.21 22:00,#N/A,507,658,9677,117,0,151,48,2,0,1,952,275,114,61.4,102,31
998,11.12.21 00:00,#N/A,507,658,9677,117,0,151,48,2,0,1,952,275,114,61.5,102,31
999,11.12.21 02:00,#N/A,507,658,9676,117,0,151,48,2,0,1,952,275,114,61.6,102,31
1000,11.12.21 04:00,#N/A,507,658,9676,117,0,151,48,2,0,1,952,275,114,61.6,102,31
1001,11.12.21 06:00,#N/A,507,658,9676,117,0,151,48,2,0,1,952,275,114,61.6,102,31
1002,11.12.21 08:00,#N/A,507,658,9675,117,0,151,48,2,0,1,952,275,114,61.7,102,31
1003,11.12.21 10:00,#N/A,507,658,9675,117,0,151,48,2,0,1,952,275,114,61.7,102,31
1004,11.12.21 12:00,#N/A,507,658,9675,117,0,151,48,2,0,1,949,275,114,61.6,102,31
