Date,Well_Head_Pressure_(atm),Downhole_Gauge_Pressure_(atm),Downhole_Gauge_Pressure_(psi),BHFP_at_Top_Perf_(atm),WellBore_Dynamic_Fluid Density _(kg/m3),Daily_Gas_Production_(1000 m³/day),Daily_Condensate_Production_(ton/day),Daily_Water_Production_(ton/day),Daily_Liquid_Production_(ton/day),Total_Produced_Gas_(1000 m³),Total_Produced_Condensate_(ton),Total_Produced_Water_(ton),Total_Produced_Liquid_(ton)
03.03.20 00:00,522,701,10299,743,434,1443,229,6,235,433978,68136,1890,70027
03.04.20 00:00,522,701,10297,743,433,1443,229,6,235,435420,68365,1896,70262
03.05.20 00:00,522,701,10295,743,433,1443,229,6,235,436863,68594,1902,70496
03.06.20 00:00,522,700,10294,743,433,1443,229,6,235,438306,68823,1908,70731
03.07.20 00:00,522,700,10292,743,432,1443,229,6,235,439748,69051,1914,70966
03.08.20 00:00,522,700,10290,743,432,1443,229,6,235,441191,69280,1920,71200
03.09.20 00:00,522,700,10289,743,432,1443,229,6,235,442634,69509,1926,71435
03.10.20 00:00,521,700,10287,743,434,1443,229,6,235,444076,69738,1932,71670
03.11.20 00:00,521,700,10285,743,434,1443,229,6,235,445519,69966,1938,71904
03.12.20 00:00,521,700,10284,742,434,1443,229,6,235,446962,70195,1944,72139
3.13.20 0:00,521,700,10282,742,433,1443,229,6,235,448404,70424,1950,72374
3.14.20 0:00,521,700,10281,742,433,1443,229,6,235,449847,70652,1956,72609
3.15.20 0:00,521,699,10279,742,433,1443,229,6,235,451290,70881,1962,72843
3.16.20 0:00,521,699,10278,742,433,1443,229,6,235,452732,71110,1968,73078
3.17.20 0:00,521,699,10276,742,432,1443,229,6,235,454175,71339,1974,73313
3.18.20 0:00,521,699,10275,742,432,1443,229,6,235,455618,71567,1980,73547
3.19.20 0:00,520,699,10273,742,434,1443,229,6,235,457060,71796,1986,73782
3.20.20 0:00,520,699,10271,742,434,1443,229,6,235,458503,72025,1992,74017
3.21.20 0:00,520,699,10270,741,434,1443,229,6,235,459946,72254,1998,74251
3.22.20 0:00,520,699,10268,741,433,1443,229,6,235,461388,72482,2004,74486
3.23.20 0:00,520,699,10267,741,433,1443,229,6,235,462831,72711,2010,74721
3.24.20 0:00,520,698,10265,741,433,1443,229,6,235,464274,72940,2016,74955
3.25.20 0:00,520,698,10264,741,433,1443,229,6,235,465716,73168,2022,75190
3.26.20 0:00,520,698,10262,741,432,1443,229,6,235,467159,73397,2028,75425
3.27.20 0:00,520,698,10257,740,432,1443,229,6,235,468602,73626,2034,75660
3.28.20 0:00,519,697,10249,740,433,1443,229,6,235,470044,73855,2040,75894
3.29.20 0:00,519,697,10247,740,432,1443,229,6,235,471487,74083,2046,76129
3.30.20 0:00,518,697,10245,740,433,1443,229,6,235,472930,74312,2052,76364
3.31.20 0:00,518,697,10244,740,434,1443,229,6,235,474372,74541,2058,76598
04.01.20 00:00,518,697,10242,740,434,1472,229,6,235,475844,74770,2064,76833
04.02.20 00:00,518,697,10240,739,434,1472,229,6,235,477316,74999,2070,77068
04.03.20 00:00,518,697,10239,739,433,1472,229,6,235,478788,75228,2075,77303
04.04.20 00:00,518,697,10237,739,433,1472,229,6,235,480260,75457,2081,77538
04.05.20 00:00,518,697,10236,739,433,1472,229,6,235,481732,75686,2087,77773
04.06.20 00:00,518,696,10234,739,433,1472,229,6,235,483205,75914,2093,78008
04.07.20 00:00,518,696,10232,739,432,1472,229,6,235,484677,76143,2099,78243
04.08.20 00:00,518,696,10230,739,433,1472,229,6,235,486149,76372,2105,78478
04.09.20 00:00,517,696,10228,739,434,1472,229,6,235,487621,76601,2111,78713
04.10.20 00:00,517,696,10227,739,434,1472,229,6,235,489093,76830,2117,78948
04.11.20 00:00,517,696,10225,738,434,1472,229,6,235,490565,77059,2123,79183
04.12.20 00:00,517,696,10224,738,433,1472,229,6,235,492037,77288,2129,79418
4.13.20 0:00,517,696,10223,738,433,1472,229,6,235,493509,77517,2135,79652
4.14.20 0:00,517,695,10220,738,433,1472,229,6,235,494981,77746,2141,79887
4.15.20 0:00,517,695,10219,738,432,1472,229,6,235,496453,77975,2147,80122
4.16.20 0:00,517,695,10217,738,433,1472,229,6,235,497925,78204,2153,80357
4.17.20 0:00,516,695,10215,738,434,1472,229,6,235,499397,78433,2159,80592
4.18.20 0:00,516,695,10214,738,434,1472,229,6,235,500869,78662,2165,80827
4.19.20 0:00,516,695,10213,738,434,1472,229,6,235,502341,78891,2171,81062
4.20.20 0:00,516,695,10215,738,433,1472,229,6,235,503813,79120,2177,81297
4.21.20 0:00,517,695,10219,738,433,1472,229,6,235,505285,79349,2183,81532
4.22.20 0:00,517,695,10218,738,432,1472,229,6,235,506757,79578,2189,81767
4.23.20 0:00,517,695,10216,738,432,1472,229,6,235,508230,79807,2195,82002
4.24.20 0:00,519,697,10236,739,431,1423,221,6,227,509652,80028,2201,82229
4.25.20 0:00,524,701,10297,743,427,1373,214,6,219,511026,80242,2206,82448
4.26.20 0:00,517,695,10219,738,432,1472,229,6,235,512498,80471,2212,82683
4.27.20 0:00,517,695,10213,737,432,1472,229,6,235,513970,80700,2218,82918
4.28.20 0:00,517,695,10211,737,431,1472,229,6,235,515442,80929,2224,83153
4.29.20 0:00,517,695,10209,737,431,1472,229,6,235,516914,81158,2230,83388
4.30.20 0:00,517,695,10207,737,431,1472,229,6,235,518386,81386,2236,83623
05.01.20 00:00,517,694,10205,737,430,1431,225,7,232,519818,81612,2243,83855
05.02.20 00:00,517,694,10204,737,431,1431,225,7,232,521249,81837,2250,84087
05.03.20 00:00,516,694,10202,737,432,1431,225,7,232,522681,82062,2257,84319
05.04.20 00:00,516,694,10200,737,432,1431,225,7,232,524112,82288,2263,84551
05.05.20 00:00,516,694,10199,736,432,1431,225,7,232,525543,82513,2270,84783
05.06.20 00:00,516,694,10197,736,431,1431,225,7,232,526975,82738,2277,85015
05.07.20 00:00,516,694,10195,736,431,1431,225,7,232,528406,82964,2284,85248
05.08.20 00:00,516,694,10194,736,431,1431,225,7,232,529838,83189,2291,85480
05.09.20 00:00,516,694,10192,736,431,1431,225,7,232,531269,83414,2297,85712
05.10.20 00:00,516,693,10191,736,431,1431,225,7,232,532701,83640,2304,85944
05.11.20 00:00,516,693,10189,736,431,1431,225,7,232,534132,83865,2311,86176
05.12.20 00:00,516,693,10188,736,431,1431,225,7,232,535564,84090,2318,86408
5.13.20 0:00,515,693,10186,736,432,1431,225,7,232,536995,84316,2325,86640
5.14.20 0:00,515,693,10185,735,432,1431,225,7,232,538427,84541,2332,86872
5.15.20 0:00,515,693,10183,735,431,1431,225,7,232,539858,84766,2338,87105
5.16.20 0:00,515,693,10181,735,431,1431,225,7,232,541289,84992,2345,87337
5.17.20 0:00,515,693,10179,735,431,1431,225,7,232,542721,85217,2352,87569
5.18.20 0:00,515,693,10178,735,431,1431,225,7,232,544152,85442,2359,87801
5.19.20 0:00,515,692,10177,735,430,1431,225,7,232,545584,85668,2366,88033
5.20.20 0:00,515,692,10175,735,430,1431,225,7,232,547015,85893,2372,88265
5.21.20 0:00,515,692,10173,735,430,1431,225,7,232,548447,86118,2379,88497
5.22.20 0:00,515,692,10172,734,430,1431,225,7,232,549878,86343,2386,88729
5.23.20 0:00,515,692,10170,734,429,1431,225,7,232,551310,86569,2393,88962
5.24.20 0:00,514,692,10168,734,431,1431,225,7,232,552741,86794,2400,89194
5.25.20 0:00,514,692,10167,734,431,1431,225,7,232,554172,87019,2406,89426
5.26.20 0:00,514,692,10165,734,431,1431,225,7,232,555604,87245,2413,89658
5.27.20 0:00,514,692,10164,734,431,1431,225,7,232,557035,87470,2420,89890
5.28.20 0:00,514,692,10162,734,430,1431,225,7,232,558467,87695,2427,90122
5.29.20 0:00,513,691,10156,733,431,1431,225,7,232,559898,87921,2434,90354
5.30.20 0:00,513,691,10152,733,431,1431,225,7,232,561330,88146,2440,90586
5.31.20 0:00,513,691,10149,733,431,1431,225,7,232,562761,88371,2447,90819
06.01.20 00:00,513,691,10148,733,431,1435,224,7,231,564196,88595,2454,91049
06.02.20 00:00,513,690,10146,733,430,1435,224,7,231,565630,88819,2461,91280
06.03.20 00:00,518,694,10203,736,427,1365,213,6,219,566995,89032,2467,91499
06.04.20 00:00,513,690,10146,733,430,1435,224,7,231,568429,89256,2474,91730
06.05.20 00:00,512,690,10143,733,431,1435,224,7,231,569864,89480,2481,91960
06.06.20 00:00,512,690,10141,732,432,1435,224,7,231,571298,89703,2487,92191
06.07.20 00:00,512,690,10139,732,431,1435,224,7,231,572733,89927,2494,92422
06.08.20 00:00,513,690,10144,733,430,1435,224,7,231,574167,90151,2501,92652
06.09.20 00:00,513,690,10147,733,430,1435,224,7,231,575602,90375,2508,92883
06.10.20 00:00,513,690,10142,732,430,1435,224,7,231,577036,90599,2515,93113
06.11.20 00:00,513,690,10140,732,429,1435,224,7,231,578471,90823,2521,93344
06.12.20 00:00,513,690,10139,732,429,1435,224,7,231,579905,91046,2528,93575
6.13.20 0:00,513,690,10137,732,429,1435,224,7,231,581340,91270,2535,93805
6.14.20 0:00,512,690,10135,732,430,1435,224,7,231,582774,91494,2542,94036
6.15.20 0:00,512,690,10134,732,431,1435,224,7,231,584209,91718,2548,94266
6.16.20 0:00,512,689,10132,732,430,1435,224,7,231,585643,91942,2555,94497
6.17.20 0:00,512,689,10131,732,430,1435,224,7,231,587078,92166,2562,94727
6.18.20 0:00,512,689,10129,732,430,1435,224,7,231,588512,92389,2569,94958
6.19.20 0:00,512,689,10128,731,430,1435,224,7,231,589947,92613,2575,95189
6.20.20 0:00,512,689,10126,731,429,1435,224,7,231,591381,92837,2582,95419
6.21.20 0:00,512,689,10125,731,429,1435,224,7,231,592816,93061,2589,95650
6.22.20 0:00,512,689,10124,731,429,1435,224,7,231,594250,93285,2596,95880
6.23.20 0:00,512,689,10122,731,429,1435,224,7,231,595685,93509,2602,96111
6.24.20 0:00,512,689,10120,731,428,1435,224,7,231,597120,93732,2609,96342
6.25.20 0:00,512,689,10119,731,428,1435,224,7,231,598554,93956,2616,96572
6.26.20 0:00,511,688,10117,731,430,1435,224,7,231,599989,94180,2623,96803
6.27.20 0:00,511,688,10116,731,430,1435,224,7,231,601423,94404,2629,97033
6.28.20 0:00,511,688,10111,730,430,1435,224,7,231,602858,94628,2636,97264
6.29.20 0:00,511,688,10110,730,430,1435,224,7,231,604292,94852,2643,97495
6.30.20 0:00,511,688,10111,730,429,1435,224,7,231,605727,95075,2650,97725
07.01.20 00:00,511,688,10110,730,429,1448,219,7,225,607174,95294,2656,97950
07.02.20 00:00,511,688,10109,730,429,1448,219,7,225,608622,95513,2663,98176
07.03.20 00:00,511,688,10107,730,429,1448,219,7,225,610070,95731,2670,98401
07.04.20 00:00,511,688,10105,730,428,1448,219,7,225,611518,95950,2676,98626
07.05.20 00:00,511,688,10104,730,428,1448,219,7,225,612966,96169,2683,98851
07.06.20 00:00,511,687,10103,730,428,1448,219,7,225,614413,96387,2689,99077
07.07.20 00:00,510,687,10101,730,429,1448,219,7,225,615861,96606,2696,99302
07.08.20 00:00,515,691,10150,733,426,1430,216,7,222,617291,96822,2703,99524
07.09.20 00:00,511,688,10104,730,428,1448,219,7,225,618739,97041,2709,99750
07.10.20 00:00,510,687,10101,730,429,1448,219,7,225,620187,97259,2716,99975
07.11.20 00:00,510,687,10099,729,430,1448,219,7,225,621635,97478,2722,100200
07.12.20 00:00,510,687,10098,729,429,1448,219,7,225,623083,97696,2729,100425
7.13.20 0:00,509,687,10091,729,430,1448,219,7,225,624530,97915,2736,100651
7.14.20 0:00,509,686,10083,728,430,1448,219,7,225,625978,98134,2742,100876
7.15.20 0:00,509,686,10081,728,429,1448,219,7,225,627426,98352,2749,101101
7.16.20 0:00,509,686,10079,728,429,1448,219,7,225,628874,98571,2755,101326
7.17.20 0:00,509,686,10075,728,429,1448,219,7,225,630322,98790,2762,101551
7.18.20 0:00,508,685,10065,727,429,1448,219,7,225,631769,99008,2769,101777
7.19.20 0:00,508,685,10063,727,429,1448,219,7,225,633217,99227,2775,102002
7.20.20 0:00,508,685,10061,727,428,1448,219,7,225,634665,99445,2782,102227
7.21.20 0:00,508,684,10059,727,428,1448,219,7,225,636113,99664,2788,102452
7.22.20 0:00,507,684,10058,727,429,1448,219,7,225,637561,99883,2795,102678
7.23.20 0:00,507,684,10056,727,430,1448,219,7,225,639009,100101,2802,102903
7.24.20 0:00,507,684,10054,726,430,1448,219,7,225,640456,100320,2808,103128
7.25.20 0:00,507,684,10052,726,429,1448,219,7,225,641904,100539,2815,103353
7.26.20 0:00,507,684,10051,726,429,1448,219,7,225,643352,100757,2821,103579
7.27.20 0:00,534,704,10349,745,413,1100,166,5,171,644452,100923,2826,103750
7.28.20 0:00,555,722,10610,762,405,685,103,3,107,645137,101027,2830,103856
7.29.20 0:00,550,720,10577,760,412,612,92,3,95,645749,101119,2832,103952
7.30.20 0:00,506,685,10061,727,432,1456,220,7,227,647205,101339,2839,104178
7.31.20 0:00,501,680,9998,723,434,1520,230,7,236,648726,101569,2846,104415
08.01.20 00:00,501,679,9986,722,433,1486,230,7,237,650212,101799,2853,104652
08.02.20 00:00,500,679,9978,722,434,1486,230,7,237,651697,102029,2860,104889
08.03.20 00:00,500,679,9972,721,433,1486,230,7,237,653183,102259,2867,105126
08.04.20 00:00,501,679,9981,722,431,1486,230,7,237,654669,102490,2874,105363
08.05.20 00:00,505,682,10024,724,429,1486,230,7,237,656155,102720,2881,105600
08.06.20 00:00,505,682,10024,724,429,1486,230,7,237,657641,102950,2888,105838
08.07.20 00:00,505,682,10022,724,429,1486,230,7,237,659127,103180,2895,106075
08.08.20 00:00,505,682,10021,724,429,1486,230,7,237,660613,103410,2902,106312
08.09.20 00:00,505,682,10019,724,429,1486,230,7,237,662098,103641,2908,106549
08.10.20 00:00,505,682,10017,724,428,1486,230,7,237,663584,103871,2915,106786
08.11.20 00:00,504,682,10016,724,430,1486,230,7,237,665070,104101,2922,107024
08.12.20 00:00,504,681,10014,724,430,1486,230,7,237,666556,104331,2929,107261
8.13.20 0:00,504,681,10012,724,430,1486,230,7,237,668042,104562,2936,107498
8.14.20 0:00,504,681,10010,723,430,1486,230,7,237,669528,104792,2943,107735
8.15.20 0:00,504,681,10008,723,429,1486,230,7,237,671014,105022,2950,107972
8.16.20 0:00,504,681,10006,723,429,1486,230,7,237,672499,105252,2957,108209
8.17.20 0:00,504,681,10005,723,429,1486,230,7,237,673985,105482,2964,108447
8.18.20 0:00,504,681,10003,723,428,1486,230,7,237,675471,105713,2971,108684
8.19.20 0:00,504,681,10001,723,428,1486,230,7,237,676957,105943,2978,108921
8.20.20 0:00,504,680,9999,722,428,1486,230,7,237,678443,106173,2985,109158
8.21.20 0:00,503,680,9997,722,429,1486,230,7,237,679929,106403,2992,109395
8.22.20 0:00,503,680,9995,722,430,1486,230,7,237,681415,106634,2999,109632
8.23.20 0:00,503,680,9994,722,429,1486,230,7,237,682900,106864,3006,109870
8.24.20 0:00,503,680,9992,722,429,1486,230,7,237,684386,107094,3013,110107
8.25.20 0:00,503,680,9990,722,429,1486,230,7,237,685872,107324,3020,110344
8.26.20 0:00,503,680,9988,722,428,1486,230,7,237,687358,107554,3027,110581
8.27.20 0:00,503,680,9987,722,428,1486,230,7,237,688844,107785,3034,110818
8.28.20 0:00,503,679,9985,722,428,1486,230,7,237,690330,108015,3041,111055
8.29.20 0:00,503,679,9984,721,428,1486,230,7,237,691816,108245,3048,111293
8.30.20 0:00,503,679,9982,721,427,1486,230,7,237,693301,108475,3055,111530
8.31.20 0:00,502,679,9981,721,429,1486,230,7,237,694787,108705,3061,111767
09.01.20 00:00,502,679,9979,721,429,1448,221,4,225,696235,108926,3066,111992
09.02.20 00:00,502,679,9977,721,429,1448,221,4,225,697682,109147,3070,112216
09.03.20 00:00,502,679,9975,721,429,1448,221,4,225,699130,109368,3074,112441
09.04.20 00:00,508,683,10034,725,425,1448,221,4,225,700578,109588,3078,112666
09.05.20 00:00,502,679,9976,721,429,1448,221,4,225,702025,109809,3082,112891
09.06.20 00:00,502,679,9972,721,428,1448,221,4,225,703473,110030,3086,113115
09.07.20 00:00,502,678,9970,721,428,1448,221,4,225,704921,110250,3090,113340
09.08.20 00:00,502,678,9968,720,428,1448,221,4,225,706368,110471,3094,113565
09.09.20 00:00,502,678,9966,720,427,1448,221,4,225,707816,110692,3098,113790
09.10.20 00:00,502,678,9964,720,427,1448,221,4,225,709263,110913,3102,114014
09.11.20 00:00,501,678,9963,720,429,1448,221,4,225,710711,111133,3106,114239
09.12.20 00:00,501,678,9961,720,429,1448,221,4,225,712159,111354,3110,114464
9.13.20 0:00,501,678,9959,720,428,1448,221,4,225,713606,111575,3114,114689
9.14.20 0:00,501,678,9958,720,428,1448,221,4,225,715054,111795,3118,114913
9.15.20 0:00,502,678,9964,720,428,1448,221,4,225,716501,112016,3122,115138
9.16.20 0:00,502,678,9967,720,427,1448,221,4,225,717949,112237,3126,115363
9.17.20 0:00,502,678,9966,720,427,1448,221,4,225,719397,112457,3130,115588
9.18.20 0:00,502,678,9961,720,428,1448,221,4,225,720844,112678,3134,115812
9.19.20 0:00,501,678,9957,720,428,1448,221,4,225,722292,112899,3138,116037
9.20.20 0:00,501,677,9955,719,428,1448,221,4,225,723740,113120,3142,116262
9.21.20 0:00,501,677,9954,719,428,1448,221,4,225,725187,113340,3146,116487
9.22.20 0:00,501,677,9952,719,427,1448,221,4,225,726635,113561,3150,116711
9.23.20 0:00,501,677,9950,719,427,1448,221,4,225,728082,113782,3155,116936
9.24.20 0:00,501,677,9949,719,427,1448,221,4,225,729530,114002,3159,117161
9.25.20 0:00,501,677,9947,719,426,1448,221,4,225,730978,114223,3163,117386
9.26.20 0:00,501,677,9945,719,426,1448,221,4,225,732425,114444,3167,117610
9.27.20 0:00,501,677,9944,719,427,1448,221,4,225,733873,114664,3171,117835
9.28.20 0:00,500,677,9942,719,428,1448,221,4,225,735320,114885,3175,118060
9.29.20 0:00,500,676,9941,718,428,1448,221,4,225,736768,115106,3179,118285
9.30.20 0:00,500,676,9939,718,428,1448,221,4,225,738216,115327,3183,118509
10.01.20 00:00,500,676,9938,718,427,1432,220,4,224,739648,115546,3187,118733
10.02.20 00:00,500,676,9936,718,427,1432,220,4,224,741081,115766,3191,118957
10.03.20 00:00,500,676,9934,718,427,1432,220,4,224,742513,115985,3195,119180
10.04.20 00:00,500,676,9933,718,427,1432,220,4,224,743945,116205,3199,119404
10.05.20 00:00,500,676,9931,718,426,1432,220,4,224,745378,116424,3203,119627
10.06.20 00:00,500,676,9930,718,426,1432,220,4,224,746810,116644,3207,119851
10.07.20 00:00,505,680,9986,721,424,1432,220,4,224,748243,116863,3211,120074
10.08.20 00:00,500,676,9931,718,426,1432,220,4,224,749675,117083,3215,120298
10.09.20 00:00,499,675,9927,717,427,1432,220,4,224,751108,117302,3219,120521
10.10.20 00:00,499,675,9925,717,428,1432,220,4,224,752540,117522,3223,120745
10.11.20 00:00,499,675,9923,717,427,1432,220,4,224,753973,117741,3227,120968
10.12.20 00:00,499,675,9921,717,427,1432,220,4,224,755405,117961,3231,121192
10.13.20 0:00,499,675,9919,717,427,1432,220,4,224,756837,118180,3235,121415
10.14.20 0:00,499,675,9918,717,426,1432,220,4,224,758270,118400,3239,121639
10.15.20 0:00,499,675,9916,717,426,1432,220,4,224,759702,118619,3243,121863
10.16.20 0:00,499,675,9915,717,426,1432,220,4,224,761135,118839,3247,122086
10.17.20 0:00,498,675,9913,717,428,1432,220,4,224,762567,119058,3251,122310
10.18.20 0:00,499,675,9920,717,426,1432,220,4,224,764000,119278,3255,122533
10.19.20 0:00,499,675,9916,717,425,1432,220,4,224,765432,119497,3259,122757
10.20.20 0:00,498,674,9909,716,427,1432,220,4,224,766865,119717,3263,122980
10.21.20 0:00,498,674,9908,716,427,1432,220,4,224,768297,119936,3267,123204
10.22.20 0:00,498,674,9906,716,427,1432,220,4,224,769729,120156,3271,123427
10.23.20 0:00,498,674,9905,716,427,1432,220,4,224,771162,120375,3275,123651
10.24.20 0:00,498,674,9903,716,426,1432,220,4,224,772594,120595,3279,123874
10.25.20 0:00,498,674,9901,716,426,1432,220,4,224,774027,120814,3283,124098
10.26.20 0:00,498,674,9899,715,426,1432,220,4,224,775459,121034,3287,124321
10.27.20 0:00,498,673,9898,715,426,1432,220,4,224,776892,121254,3292,124545
10.28.20 0:00,498,673,9896,715,425,1432,220,4,224,778324,121473,3296,124769
10.29.20 0:00,498,673,9895,715,425,1432,220,4,224,779757,121693,3300,124992
10.30.20 0:00,497,673,9893,715,426,1432,220,4,224,781189,121912,3304,125216
10.31.20 0:00,497,673,9892,715,427,1432,220,4,224,782621,122132,3308,125439
11.01.20 00:00,497,673,9890,715,427,1448,221,6,227,784070,122353,3313,125666
11.02.20 00:00,497,673,9889,715,427,1448,221,6,227,785518,122574,3319,125893
11.03.20 00:00,497,673,9885,715,427,1448,221,6,227,786967,122795,3325,126120
11.04.20 00:00,496,672,9879,714,427,1448,221,6,227,788415,123017,3331,126348
11.05.20 00:00,501,676,9937,718,424,1448,221,6,227,789863,123238,3337,126575
11.06.20 00:00,495,671,9865,713,428,1448,221,6,227,791312,123459,3343,126802
11.07.20 00:00,493,670,9849,712,430,1448,221,6,227,792760,123680,3348,127029
11.08.20 00:00,493,670,9845,712,429,1448,221,6,227,794208,123902,3354,127256
11.09.20 00:00,493,670,9843,712,429,1448,221,6,227,795657,124123,3360,127483
11.10.20 00:00,493,670,9841,712,428,1448,221,6,227,797105,124344,3366,127710
11.11.20 00:00,493,669,9839,712,428,1448,221,6,227,798553,124565,3372,127937
11.12.20 00:00,492,669,9837,712,429,1448,221,6,227,800002,124787,3378,128164
11.13.20 0:00,492,669,9835,711,429,1448,221,6,227,801450,125008,3383,128391
11.14.20 0:00,493,669,9833,711,427,1448,221,6,227,802899,125229,3389,128618
11.15.20 0:00,493,669,9831,711,427,1448,221,6,227,804347,125451,3395,128846
11.16.20 0:00,493,669,9829,711,427,1448,221,6,227,805795,125672,3401,129073
11.17.20 0:00,492,669,9828,711,429,1448,221,6,227,807244,125893,3407,129300
11.18.20 0:00,492,669,9826,711,428,1448,221,6,227,808692,126114,3413,129527
11.19.20 0:00,492,668,9824,711,428,1448,221,6,227,810140,126336,3418,129754
11.20.20 0:00,492,668,9822,710,428,1448,221,6,227,811589,126557,3424,129981
11.21.20 0:00,492,668,9821,710,427,1448,221,6,227,813037,126778,3430,130208
11.22.20 0:00,492,668,9819,710,427,1448,221,6,227,814485,126999,3436,130435
11.23.20 0:00,492,668,9818,710,427,1448,221,6,227,815934,127221,3442,130662
11.24.20 0:00,492,668,9816,710,427,1448,221,6,227,817382,127442,3448,130889
11.25.20 0:00,492,668,9814,710,426,1448,221,6,227,818831,127663,3453,131116
11.26.20 0:00,492,668,9812,710,426,1448,221,6,227,820279,127884,3459,131344
11.27.20 0:00,491,668,9811,710,428,1448,221,6,227,821727,128106,3465,131571
11.28.20 0:00,491,667,9810,710,428,1448,221,6,227,823176,128327,3471,131798
11.29.20 0:00,491,667,9808,709,428,1448,221,6,227,824624,128548,3477,132025
11.30.20 0:00,491,667,9806,709,427,1448,221,6,227,826072,128769,3483,132252
12.01.20 00:00,491,667,9804,709,427,1437,223,6,229,827510,128992,3488,132481
12.02.20 00:00,491,667,9803,709,427,1437,223,6,229,828947,129215,3494,132709
12.03.20 00:00,491,667,9801,709,427,1437,223,6,229,830384,129438,3500,132938
12.04.20 00:00,491,667,9799,709,426,1437,223,6,229,831821,129660,3506,133166
12.05.20 00:00,491,667,9797,709,426,1437,223,6,229,833259,129883,3512,133395
12.06.20 00:00,491,667,9796,709,427,1437,223,6,229,834696,130106,3518,133624
12.07.20 00:00,490,666,9794,709,428,1437,223,6,229,836133,130329,3524,133852
12.08.20 00:00,490,666,9792,708,428,1437,223,6,229,837571,130551,3529,134081
12.09.20 00:00,490,666,9790,708,427,1437,223,6,229,839008,130774,3535,134309
12.10.20 00:00,490,666,9788,708,427,1437,223,6,229,840445,130997,3541,134538
12.11.20 00:00,490,666,9786,708,427,1437,223,6,229,841882,131219,3547,134767
12.12.20 00:00,490,666,9785,708,426,1437,223,6,229,843320,131442,3553,134995
12.13.20 0:00,490,666,9783,708,426,1437,223,6,229,844757,131665,3559,135224
12.14.20 0:00,490,666,9781,707,426,1437,223,6,229,846194,131888,3565,135452
12.15.20 0:00,489,665,9780,708,428,1437,223,6,229,847631,132110,3571,135681
12.16.20 0:00,489,665,9778,707,428,1437,223,6,229,849069,132333,3576,135910
12.17.20 0:00,489,665,9776,707,427,1437,223,6,229,850506,132556,3582,136138
12.18.20 0:00,489,665,9775,707,427,1437,223,6,229,851943,132779,3588,136367
12.19.20 0:00,503,676,9929,717,418,1437,223,6,229,853381,133001,3594,136595
12.20.20 0:00,489,665,9773,707,427,1437,223,6,229,854818,133224,3600,136824
12.21.20 0:00,488,665,9766,707,427,1437,223,6,229,856255,133447,3606,137053
12.22.20 0:00,488,664,9763,706,428,1437,223,6,229,857692,133670,3612,137281
12.23.20 0:00,488,664,9760,706,427,1437,223,6,229,859130,133892,3618,137510
12.24.20 0:00,488,664,9758,706,427,1437,223,6,229,860567,134115,3623,137738
12.25.20 0:00,488,664,9756,706,427,1437,223,6,229,862004,134338,3629,137967
12.26.20 0:00,488,664,9755,706,426,1437,223,6,229,863441,134560,3635,138196
12.27.20 0:00,488,664,9753,706,426,1437,223,6,229,864879,134783,3641,138424
12.28.20 0:00,488,664,9751,705,426,1437,223,6,229,866316,135006,3647,138653
12.29.20 0:00,488,663,9749,705,425,1437,223,6,229,867753,135229,3653,138881
12.30.20 0:00,488,663,9747,705,426,1437,223,6,229,869191,135451,3659,139110
12.31.20 0:00,487,663,9746,705,427,1437,223,6,229,870628,135674,3664,139339
01.01.21 00:00,487,663,9744,705,427,1445,230,6,236,872073,135904,3671,139575
01.02.21 00:00,487,663,9743,705,427,1445,230,6,236,873518,136134,3677,139811
01.03.21 00:00,487,663,9741,705,426,1445,230,6,236,874963,136365,3683,140047
01.04.21 00:00,487,663,9740,705,426,1445,230,6,236,876408,136595,3689,140283
01.05.21 00:00,487,663,9738,705,426,1445,230,6,236,877852,136825,3695,140520
01.06.21 00:00,487,662,9734,704,427,1445,230,6,236,879297,137055,3701,140756
01.07.21 00:00,486,662,9731,704,427,1445,230,6,236,880742,137285,3707,140992
01.08.21 00:00,486,662,9729,704,427,1445,230,6,236,882187,137515,3713,141228
01.09.21 00:00,486,662,9727,704,427,1445,230,6,236,883632,137746,3719,141465
01.10.21 00:00,486,662,9726,704,426,1445,230,6,236,885077,137976,3725,141701
01.11.21 00:00,485,662,9725,704,428,1445,230,6,236,886522,138206,3731,141937
01.12.21 00:00,491,666,9783,707,424,1390,221,6,227,887912,138427,3737,142164
1.13.21 0:00,482,659,9688,701,429,1473,235,6,241,889385,138662,3743,142405
1.14.21 0:00,485,661,9716,703,427,1454,232,6,238,890839,138894,3749,142643
1.15.21 0:00,485,661,9715,703,427,1445,230,6,236,892284,139124,3755,142879
1.16.21 0:00,485,661,9713,703,427,1445,230,6,236,893729,139354,3761,143115
1.17.21 0:00,485,661,9712,703,426,1445,230,6,236,895174,139584,3768,143352
1.18.21 0:00,484,660,9702,702,427,1445,230,6,236,896619,139814,3774,143588
1.19.21 0:00,482,658,9674,700,428,1473,235,6,241,898092,140049,3780,143829
1.20.21 0:00,481,658,9672,700,430,1473,235,6,241,899566,140284,3786,144070
1.21.21 0:00,481,658,9669,700,429,1473,235,6,241,901039,140518,3792,144310
1.22.21 0:00,482,659,9683,701,429,1473,235,6,241,902513,140753,3798,144551
1.23.21 0:00,486,662,9723,704,426,1424,227,6,233,903937,140980,3804,144784
