Date,Well_Head_Pressure_(atm),Downhole_Gauge_Pressure_(atm),Downhole_Gauge_Pressure_(psi),BHFP_at_Top_Perf_(atm),WellBore_Dynamic_Fluid Density _(kg/m3),Daily_Gas_Production_(1000 m³/day),Daily_Condensate_Production_(ton/day),Daily_Water_Production_(ton/day),Daily_Liquid_Production_(ton/day),Total_Produced_Gas_(1000 m³),Total_Produced_Condensate_(ton),Total_Produced_Water_(ton),Total_Produced_Liquid_(ton)
05.02.19 00:00,586,760,11165,801,423,842,140,3,143,18546,2874,92,2966
05.03.19 00:00,586,761,11178,802,424,853,142,3,145,19399,3016,96,3111
05.04.19 00:00,584,759,11159,801,425,886,147,4,151,20285,3162,99,3262
05.05.19 00:00,584,759,11158,801,425,854,142,3,145,21139,3304,103,3407
05.06.19 00:00,584,759,11158,801,425,872,145,3,148,22011,3449,106,3555
05.07.19 00:00,571,749,11008,792,432,987,164,4,168,22998,3613,110,3723
05.08.19 00:00,554,736,10814,779,440,1140,189,5,194,24138,3802,115,3917
05.09.19 00:00,563,743,10914,785,435,1186,197,5,202,25324,3999,119,4118
05.10.19 00:00,556,737,10828,780,439,1319,219,5,224,26643,4218,125,4342
05.11.19 00:00,555,736,10817,779,439,1345,223,5,229,27988,4441,130,4571
05.12.19 00:00,555,736,10810,779,438,1340,222,5,228,29328,4663,135,4799
5.13.19 0:00,560,740,10877,783,436,1332,221,5,226,30661,4885,141,5025
5.14.19 0:00,567,745,10953,788,432,1092,181,4,186,31752,5066,145,5211
5.15.19 0:00,567,745,10954,788,433,1134,188,4,193,32887,5254,149,5403
5.16.19 0:00,567,745,10954,788,433,1207,200,5,205,34094,5454,154,5609
5.17.19 0:00,567,745,10953,788,432,1222,203,5,208,35316,5657,159,5816
5.18.19 0:00,567,745,10952,788,432,1160,192,5,197,36475,5850,164,6013
5.19.19 0:00,567,745,10951,788,432,1149,191,4,195,37624,6040,168,6208
5.20.19 0:00,567,745,10951,788,432,1166,194,5,198,38791,6234,173,6406
5.21.19 0:00,567,745,10950,788,432,1190,198,5,202,39981,6431,177,6609
5.22.19 0:00,567,745,10948,787,432,1173,195,5,199,41153,6626,182,6808
5.23.19 0:00,567,745,10948,787,432,1163,193,5,198,42316,6819,186,7005
5.24.19 0:00,567,745,10947,787,431,1103,183,4,187,43420,7002,191,7193
5.25.19 0:00,567,745,10945,787,431,1134,188,4,193,44553,7190,195,7385
5.26.19 0:00,567,745,10944,787,431,1184,196,5,201,45737,7387,200,7586
5.27.19 0:00,567,745,10944,787,431,1176,195,5,200,46913,7582,204,7786
5.28.19 0:00,567,745,10944,787,431,1202,200,5,204,48115,7781,209,7990
5.29.19 0:00,567,745,10942,787,431,1192,198,5,202,49307,7979,214,8193
5.30.19 0:00,567,744,10941,787,430,1182,196,5,201,50489,8175,218,8394
5.31.19 0:00,567,744,10940,787,430,1169,194,5,199,51658,8369,223,8592
06.01.19 00:00,567,744,10939,787,430,1009,164,4,168,52666,8534,227,8761
06.02.19 00:00,567,744,10937,787,430,1009,164,4,168,53675,8698,231,8929
06.03.19 00:00,566,744,10933,786,431,1009,164,4,168,54684,8863,234,9097
06.04.19 00:00,566,744,10931,786,431,1009,164,4,168,55693,9027,238,9265
06.05.19 00:00,566,744,10930,786,431,1009,164,4,168,56702,9192,242,9434
06.06.19 00:00,566,744,10928,786,431,1009,164,4,168,57711,9356,246,9602
06.07.19 00:00,567,744,10934,786,430,1009,164,4,168,58720,9520,250,9770
06.08.19 00:00,567,744,10936,786,430,1009,164,4,168,59729,9685,254,9939
06.09.19 00:00,567,744,10935,786,429,1007,164,4,168,60736,9849,258,10107
06.10.19 00:00,567,744,10934,786,429,1007,154,4,158,61743,10003,261,10265
06.11.19 00:00,567,744,10933,786,429,1007,154,4,158,62750,10158,265,10423
06.12.19 00:00,567,744,10932,786,429,1007,154,4,158,63758,10312,269,10581
6.13.19 0:00,534,747,10982,798,517,1005,166,4,169,64763,10478,272,10750
6.14.19 0:00,572,749,11003,791,429,978,162,4,165,65741,10639,276,10916
6.15.19 0:00,562,741,10890,784,433,1068,176,4,180,66810,10816,280,11096
6.16.19 0:00,558,737,10833,780,434,1149,191,5,196,67958,11007,285,11292
6.17.19 0:00,557,737,10827,780,435,1151,192,5,197,69110,11199,289,11488
6.18.19 0:00,555,735,10803,778,437,1173,194,5,198,70283,11393,294,11687
6.19.19 0:00,554,734,10788,777,437,1187,197,5,201,71470,11590,299,11888
6.20.19 0:00,554,734,10784,777,436,1189,197,5,202,72659,11787,303,12090
6.21.19 0:00,554,734,10781,776,436,1190,197,5,202,73849,11984,308,12292
6.22.19 0:00,554,733,10779,776,435,1191,194,5,199,75040,12179,313,12491
6.23.19 0:00,553,733,10777,776,437,1189,198,5,203,76229,12377,317,12694
6.24.19 0:00,553,733,10775,776,437,1188,196,5,201,77417,12573,322,12895
6.25.19 0:00,553,733,10773,776,437,1192,191,4,195,78609,12764,326,13090
6.26.19 0:00,553,733,10770,776,436,1193,193,5,197,79802,12956,331,13287
6.27.19 0:00,553,733,10768,776,436,1188,197,5,202,80989,13153,335,13489
6.28.19 0:00,553,733,10765,775,435,1191,195,5,200,82180,13349,340,13689
6.29.19 0:00,553,732,10763,775,435,1190,195,5,200,83370,13544,345,13888
6.30.19 0:00,553,732,10762,775,435,1188,195,5,199,84558,13738,349,14088
07.01.19 00:00,552,732,10760,775,437,1285,205,6,211,85844,13943,355,14298
07.02.19 00:00,552,732,10757,775,436,1284,204,6,210,87128,14148,361,14509
07.03.19 00:00,555,734,10792,777,434,1244,198,6,204,88371,14346,367,14713
07.04.19 00:00,547,728,10697,771,439,1340,213,6,220,89711,14559,373,14932
07.05.19 00:00,542,725,10649,768,442,1361,217,6,223,91072,14776,379,15155
07.06.19 00:00,542,724,10645,768,442,1428,227,7,234,92500,15003,386,15389
07.07.19 00:00,542,724,10642,768,442,1428,227,7,234,93928,15231,393,15623
07.08.19 00:00,542,724,10636,767,441,1428,227,7,234,95356,15458,399,15857
07.09.19 00:00,542,723,10632,767,441,1428,227,7,234,96785,15685,406,16091
07.10.19 00:00,541,723,10630,767,442,1428,227,7,234,98213,15913,412,16325
07.11.19 00:00,541,723,10627,767,442,1428,227,7,234,99641,16140,419,16559
07.12.19 00:00,541,723,10625,766,441,1428,227,7,234,101069,16368,426,16793
7.13.19 0:00,541,723,10624,766,441,1428,227,7,234,102497,16595,432,17027
7.14.19 0:00,541,723,10621,766,441,1428,227,7,234,103925,16823,439,17261
7.15.19 0:00,541,723,10618,766,440,1428,227,7,234,105353,17050,445,17495
7.16.19 0:00,541,722,10615,766,440,1428,227,7,234,106781,17277,452,17729
7.17.19 0:00,540,722,10613,766,442,1428,227,7,234,108209,17505,459,17963
7.18.19 0:00,540,722,10611,765,441,1428,227,7,234,109637,17732,465,18197
7.19.19 0:00,540,722,10609,765,441,1428,227,7,234,111065,17960,472,18432
7.20.19 0:00,540,722,10607,765,441,1428,227,7,234,112493,18187,478,18666
7.21.19 0:00,540,722,10605,765,441,1428,227,7,234,113921,18414,485,18900
7.22.19 0:00,540,721,10603,765,440,1428,227,7,234,115349,18642,492,19134
7.23.19 0:00,540,721,10602,765,440,1428,227,7,234,116777,18869,498,19368
7.24.19 0:00,540,721,10599,764,439,1428,227,7,234,118205,19097,505,19602
7.25.19 0:00,540,721,10597,764,439,1428,227,7,234,119633,19324,511,19836
7.26.19 0:00,539,721,10596,764,441,1428,227,7,234,121062,19552,518,20070
7.27.19 0:00,546,726,10675,769,438,1428,227,7,234,122490,19779,525,20304
7.28.19 0:00,540,721,10599,765,440,1428,227,7,234,123918,20006,531,20538
7.29.19 0:00,539,720,10588,764,440,1428,227,7,234,125346,20234,538,20772
7.30.19 0:00,539,720,10585,764,440,1428,227,7,234,126774,20461,545,21006
7.31.19 0:00,539,720,10582,763,439,1428,227,7,234,128202,20689,551,21240
08.01.19 00:00,538,720,10579,763,441,1556,224,7,231,129757,20913,558,21471
08.02.19 00:00,538,720,10577,763,441,1556,224,7,231,131313,21137,564,21702
08.03.19 00:00,538,720,10575,763,440,1556,224,7,231,132868,21362,571,21932
08.04.19 00:00,538,719,10572,763,440,1556,224,7,231,134424,21586,577,22163
08.05.19 00:00,538,719,10570,762,440,1556,224,7,231,135980,21810,584,22394
08.06.19 00:00,538,719,10568,762,439,1556,224,7,231,137535,22035,590,22625
08.07.19 00:00,538,719,10566,762,440,1556,224,7,231,139091,22259,597,22856
08.08.19 00:00,537,719,10564,762,441,1556,224,7,231,140646,22483,603,23087
08.09.19 00:00,537,719,10561,762,441,1556,224,7,231,142202,22708,610,23318
08.10.19 00:00,537,718,10558,762,440,1556,224,7,231,143757,22932,616,23548
08.11.19 00:00,537,718,10557,762,440,1556,224,7,231,145313,23156,623,23779
08.12.19 00:00,537,718,10555,761,439,1556,224,7,231,146868,23381,629,24010
8.13.19 0:00,537,718,10553,761,439,1556,224,7,231,148424,23605,636,24241
8.14.19 0:00,537,718,10551,761,439,1556,224,7,231,149979,23829,642,24472
8.15.19 0:00,537,718,10549,761,439,1556,224,7,231,151535,24054,649,24703
8.16.19 0:00,557,733,10777,775,427,1224,176,5,182,152759,24230,654,24884
8.17.19 0:00,561,737,10825,778,426,1099,159,5,163,153858,24389,659,25047
8.18.19 0:00,554,731,10745,773,430,1265,182,5,188,155123,24571,664,25235
8.19.19 0:00,537,718,10555,762,440,1556,224,7,231,156679,24796,670,25466
8.20.19 0:00,536,718,10545,761,440,1556,224,7,231,158234,25020,677,25697
8.21.19 0:00,536,717,10539,760,439,1556,224,7,231,159790,25244,683,25928
8.22.19 0:00,536,717,10535,760,439,1556,224,7,231,161345,25469,690,26159
8.23.19 0:00,535,717,10532,760,440,1556,224,7,231,162901,25693,697,26389
8.24.19 0:00,535,717,10533,760,440,1556,224,7,231,164456,25917,703,26620
8.25.19 0:00,540,720,10580,763,436,1556,224,7,231,166012,26142,710,26851
8.26.19 0:00,540,720,10583,763,437,1556,224,7,231,167567,26366,716,27082
8.27.19 0:00,540,720,10582,763,437,1556,224,7,231,169123,26590,723,27313
8.28.19 0:00,540,720,10580,763,436,1556,224,7,231,170678,26815,729,27544
8.29.19 0:00,540,720,10578,763,436,1556,224,7,231,172234,27039,736,27775
8.30.19 0:00,540,720,10577,763,436,1556,224,7,231,173790,27263,742,28005
8.31.19 0:00,540,720,10577,763,436,1556,224,7,231,175345,27488,749,28236
09.01.19 00:00,540,719,10574,762,435,1507,236,7,243,176852,27724,755,28479
09.02.19 00:00,540,719,10572,762,435,1494,234,7,241,178347,27958,762,28720
09.03.19 00:00,539,719,10570,762,436,1498,235,7,241,179845,28193,769,28962
09.04.19 00:00,539,719,10569,762,437,1507,236,7,243,181351,28429,776,29205
09.05.19 00:00,539,719,10567,762,437,1503,235,7,242,182855,28664,783,29447
09.06.19 00:00,537,717,10537,760,438,1530,240,7,247,184385,28904,790,29693
09.07.19 00:00,534,715,10513,759,440,1564,245,7,252,185949,29149,797,29946
09.08.19 00:00,534,715,10510,758,439,1565,245,7,252,187514,29394,804,30198
09.09.19 00:00,534,715,10508,758,439,1436,225,7,231,188949,29619,811,30429
09.10.19 00:00,540,720,10575,762,435,1464,229,7,236,190414,29848,817,30665
09.11.19 00:00,534,715,10506,758,439,1563,245,7,252,191976,30093,824,30917
09.12.19 00:00,534,715,10502,758,439,1565,245,7,252,193541,30338,831,31169
9.13.19 0:00,533,714,10499,758,440,1568,246,7,253,195109,30584,839,31422
9.14.19 0:00,533,714,10496,757,439,1603,251,7,258,196712,30835,846,31681
9.15.19 0:00,533,714,10494,757,439,1601,251,7,258,198314,31086,853,31939
9.16.19 0:00,533,714,10491,757,439,1557,244,7,251,199871,31330,860,32190
9.17.19 0:00,533,714,10489,757,438,1535,240,7,247,201405,31570,867,32437
9.18.19 0:00,533,714,10487,757,438,1535,241,7,248,202941,31810,874,32685
9.19.19 0:00,533,714,10486,757,439,1565,245,7,252,204505,32056,881,32937
9.20.19 0:00,532,713,10484,757,440,1548,243,7,250,206054,32298,888,33186
9.21.19 0:00,532,713,10482,757,440,1557,244,7,251,207611,32542,895,33437
9.22.19 0:00,539,718,10555,761,436,1421,223,6,229,209031,32765,902,33666
9.23.19 0:00,539,718,10555,761,436,1438,225,7,232,210470,32990,908,33898
9.24.19 0:00,532,713,10485,757,440,1541,241,7,248,212011,33231,915,34147
9.25.19 0:00,532,713,10480,756,439,1535,240,7,247,213546,33472,922,34394
9.26.19 0:00,532,713,10477,756,439,1530,240,7,247,215076,33711,929,34641
9.27.19 0:00,532,713,10475,756,438,1537,241,7,248,216613,33952,936,34889
9.28.19 0:00,532,713,10472,756,438,1494,234,7,241,218107,34186,943,35129
9.29.19 0:00,532,712,10470,756,438,1524,239,7,246,219632,34425,950,35375
9.30.19 0:00,531,712,10468,756,440,1523,239,7,246,221155,34664,957,35621
10.01.19 00:00,531,712,10466,755,439,1506,245,7,252,222661,34909,964,35873
10.02.19 00:00,531,712,10464,755,439,1501,244,7,252,224162,35153,971,36125
10.03.19 00:00,531,712,10462,755,439,1494,243,7,250,225655,35397,978,36375
10.04.19 00:00,531,712,10460,755,438,1497,244,7,251,227153,35641,985,36626
10.05.19 00:00,530,712,10458,755,440,1509,246,7,253,228662,35886,993,36879
10.06.19 00:00,530,712,10456,755,440,1500,244,7,251,230161,36131,1000,37130
10.07.19 00:00,530,711,10455,755,440,1512,246,7,254,231674,36377,1007,37384
10.08.19 00:00,530,711,10452,754,440,1507,245,7,253,233181,36622,1014,37636
10.09.19 00:00,530,711,10451,754,439,1468,239,7,246,234648,36861,1021,37882
10.10.19 00:00,530,711,10449,754,439,1488,242,7,249,236137,37104,1028,38132
10.11.19 00:00,530,711,10447,754,439,1462,238,7,245,237599,37342,1035,38377
10.12.19 00:00,530,711,10446,754,439,1500,244,7,251,239099,37586,1042,38628
10.13.19 0:00,530,711,10444,754,438,1481,241,7,248,240579,37827,1049,38876
10.14.19 0:00,530,711,10442,754,438,1495,244,7,251,242074,38071,1056,39127
10.15.19 0:00,529,710,10440,754,440,1483,242,7,249,243557,38312,1063,39376
10.16.19 0:00,529,710,10438,754,440,1474,240,7,247,245031,38553,1070,39623
10.17.19 0:00,529,710,10437,753,439,1465,239,7,246,246497,38791,1077,39868
10.18.19 0:00,529,710,10435,753,439,1452,236,7,243,247949,39028,1084,40112
10.19.19 0:00,529,710,10434,753,439,1478,241,7,248,249426,39268,1091,40359
10.20.19 0:00,529,710,10432,753,439,1470,239,7,246,250896,39508,1098,40606
10.21.19 0:00,529,710,10431,753,438,1457,237,7,244,252353,39745,1105,40850
10.22.19 0:00,529,710,10428,753,438,1452,237,7,243,253806,39982,1112,41093
10.23.19 0:00,529,709,10427,753,438,1464,238,7,245,255269,40220,1119,41339
10.24.19 0:00,528,709,10425,753,439,1456,237,7,244,256726,40457,1125,41583
10.25.19 0:00,528,709,10422,752,439,1438,234,7,241,258163,40691,1132,41824
10.26.19 0:00,528,709,10421,752,439,1439,234,7,241,259603,40926,1139,42065
10.27.19 0:00,528,709,10419,752,439,1440,235,7,241,261043,41160,1146,42306
10.28.19 0:00,528,709,10418,752,439,1448,236,7,243,262491,41396,1153,42549
10.29.19 0:00,528,709,10416,752,438,1449,236,7,243,263940,41632,1160,42792
10.30.19 0:00,547,723,10620,765,427,1213,198,6,203,265153,41830,1165,42995
10.31.19 0:00,548,725,10650,767,429,1094,178,5,183,266247,42008,1170,43179
11.01.19 00:00,526,708,10404,751,441,1547,240,7,247,267794,42248,1177,43426
11.02.19 00:00,563,737,10834,779,423,839,130,4,134,268632,42379,1181,43560
11.03.19 00:00,534,714,10488,757,436,1364,212,6,218,269996,42591,1187,43778
11.04.19 00:00,527,708,10403,751,439,1535,238,7,245,271531,42829,1194,44024
11.05.19 00:00,526,707,10393,750,439,1547,240,7,247,273077,43070,1201,44271
11.06.19 00:00,526,707,10387,750,438,1547,240,7,247,274624,43310,1208,44518
11.07.19 00:00,525,706,10382,750,440,1559,242,7,249,276183,43552,1215,44767
11.08.19 00:00,525,706,10379,749,440,1559,242,7,249,277741,43794,1222,45017
11.09.19 00:00,525,706,10376,749,439,1559,242,7,249,279300,44037,1229,45266
11.10.19 00:00,525,706,10372,749,438,1559,242,7,249,280858,44279,1236,45515
11.11.19 00:00,524,706,10370,749,440,1571,244,7,251,282429,44523,1244,45766
11.12.19 00:00,524,705,10368,749,440,1571,244,7,251,283999,44767,1251,46018
11.13.19 0:00,524,705,10366,749,440,1571,244,7,251,285570,45011,1258,46269
11.14.19 0:00,524,705,10365,748,440,1571,244,7,251,287141,45255,1265,46520
11.15.19 0:00,524,705,10362,748,439,1571,244,7,251,288711,45499,1272,46771
11.16.19 0:00,524,705,10359,748,439,1571,244,7,251,290282,45743,1279,47022
11.17.19 0:00,524,705,10357,748,440,1571,244,7,251,291852,45987,1286,47273
11.18.19 0:00,523,705,10356,748,441,1583,246,7,253,293435,46233,1293,47526
11.19.19 0:00,523,705,10354,748,440,1516,236,7,242,294951,46469,1300,47769
11.20.19 0:00,523,704,10353,748,440,1405,218,6,225,296356,46687,1306,47994
11.21.19 0:00,523,704,10350,748,440,1405,218,6,225,297761,46906,1313,48218
11.22.19 0:00,523,704,10349,747,439,1583,246,7,253,299344,47152,1320,48471
11.23.19 0:00,537,715,10503,757,430,1414,220,6,226,300758,47371,1326,48698
11.24.19 0:00,555,728,10704,770,420,1168,181,5,187,301926,47553,1332,48884
11.25.19 0:00,543,720,10576,762,429,1332,207,6,213,303259,47760,1338,49097
11.26.19 0:00,541,718,10545,760,429,1360,211,6,217,304618,47971,1344,49315
11.27.19 0:00,543,720,10579,762,429,1332,207,6,213,305950,48178,1350,49528
11.28.19 0:00,543,720,10579,762,429,1332,207,6,213,307283,48385,1356,49741
11.29.19 0:00,543,720,10579,762,428,1332,207,6,213,308615,48592,1362,49954
11.30.19 0:00,544,720,10579,762,426,1319,205,6,211,309933,48797,1368,50165
12.01.19 00:00,544,720,10577,762,426,1281,206,6,212,311215,49003,1374,50377
12.02.19 00:00,544,720,10577,762,426,1281,206,6,212,312496,49209,1380,50589
12.03.19 00:00,544,720,10576,762,426,1281,206,6,212,313777,49416,1386,50801
12.04.19 00:00,544,720,10575,762,427,1281,206,6,212,315058,49622,1392,51013
12.05.19 00:00,543,720,10574,762,428,1301,209,6,215,316359,49831,1398,51229
12.06.19 00:00,546,722,10607,764,426,1251,201,6,207,317610,50032,1404,51436
12.07.19 00:00,584,756,11104,797,417,500,81,2,83,318111,50113,1406,51519
12.08.19 00:00,603,772,11347,812,410,0,0,0,0,318111,50113,1406,51519
12.09.19 00:00,561,738,10849,780,429,710,114,3,118,318820,50227,1409,51636
12.10.19 00:00,541,719,10560,761,431,1331,214,6,220,320151,50441,1415,51857
12.11.19 00:00,543,720,10581,762,429,1301,209,6,215,321453,50651,1422,52072
12.12.19 00:00,543,719,10573,762,428,1301,209,6,215,322754,50860,1428,52288
12.13.19 0:00,543,719,10568,761,427,1301,209,6,215,324055,51069,1434,52503
12.14.19 0:00,542,719,10563,761,428,1321,213,6,219,325376,51282,1440,52722
12.15.19 0:00,542,719,10560,761,428,1321,213,6,219,326697,51495,1446,52941
12.16.19 0:00,542,718,10557,760,428,1321,213,6,219,328018,51707,1452,53159
12.17.19 0:00,542,718,10554,760,427,1321,213,6,219,329339,51920,1458,53378
12.18.19 0:00,542,718,10552,760,427,1321,213,6,219,330661,52132,1465,53597
12.19.19 0:00,541,718,10550,760,429,1331,214,6,220,331992,52347,1471,53817
12.20.19 0:00,541,718,10547,760,429,1331,214,6,220,333323,52561,1477,54038
12.21.19 0:00,541,718,10545,760,428,1331,214,6,220,334654,52775,1483,54258
12.22.19 0:00,541,717,10543,759,428,1331,214,6,220,335985,52989,1489,54479
12.23.19 0:00,541,717,10541,759,427,1331,214,6,220,337316,53203,1496,54699
12.24.19 0:00,541,717,10539,759,427,1331,214,6,220,338648,53418,1502,54920
12.25.19 0:00,541,717,10537,759,427,1331,214,6,220,339979,53632,1508,55140
12.26.19 0:00,541,717,10535,759,427,1331,214,6,220,341310,53846,1514,55360
12.27.19 0:00,540,717,10533,759,428,1351,217,6,224,342661,54063,1521,55584
12.28.19 0:00,540,717,10532,759,428,1351,217,6,224,344012,54281,1527,55808
12.29.19 0:00,540,716,10530,759,428,1351,217,6,224,345364,54498,1533,56032
12.30.19 0:00,540,716,10528,758,428,1351,217,6,224,346715,54716,1540,56255
12.31.19 0:00,542,717,10544,759,426,1321,213,6,219,348036,54928,1546,56474
01.01.20 00:00,543,718,10558,760,425,1262,190,5,195,349298,55118,1551,56669
01.02.20 00:00,543,718,10558,760,425,1262,190,5,195,350560,55308,1556,56864
01.03.20 00:00,543,718,10557,760,425,1262,190,5,195,351822,55498,1561,57058
01.04.20 00:00,543,718,10555,760,425,1262,190,5,195,353084,55687,1566,57253
01.05.20 00:00,542,718,10554,760,426,1277,192,5,197,354361,55880,1571,57450
01.06.20 00:00,542,718,10553,760,427,1277,192,5,197,355639,56072,1576,57647
01.07.20 00:00,542,718,10552,760,427,1277,192,5,197,356916,56264,1581,57844
01.08.20 00:00,538,715,10511,757,429,1339,201,5,207,358255,56465,1586,58051
01.09.20 00:00,534,712,10461,754,431,1406,211,6,217,359662,56677,1591,58268
01.10.20 00:00,536,714,10486,756,430,1370,206,5,211,361032,56883,1597,58480
01.11.20 00:00,540,716,10527,758,428,1308,197,5,202,362340,57080,1602,58681
01.12.20 00:00,540,716,10528,758,428,1271,191,5,196,363611,57271,1607,58878
1.13.20 0:00,544,719,10567,761,426,1246,187,5,192,364858,57458,1612,59070
1.14.20 0:00,547,721,10597,763,423,1200,180,5,185,366058,57639,1617,59255
1.15.20 0:00,547,721,10597,763,422,1200,180,5,185,367258,57819,1621,59440
1.16.20 0:00,547,721,10597,763,422,1200,180,5,185,368458,58000,1626,59625
1.17.20 0:00,548,723,10624,765,423,1185,178,5,183,369643,58178,1631,59808
1.18.20 0:00,559,731,10743,772,417,1009,152,4,156,370652,58330,1635,59964
1.19.20 0:00,573,743,10923,784,413,764,115,3,118,371416,58444,1638,60082
1.20.20 0:00,543,720,10582,762,431,1262,190,5,195,372678,58634,1642,60277
1.21.20 0:00,540,716,10528,758,428,1308,197,5,202,373986,58831,1648,60479
1.22.20 0:00,540,716,10521,758,427,1308,197,5,202,375294,59028,1653,60680
1.23.20 0:00,539,716,10515,758,427,1324,199,5,204,376618,59227,1658,60885
1.24.20 0:00,534,712,10459,754,431,1401,211,5,216,378019,59437,1663,61101
1.25.20 0:00,527,706,10377,749,436,1509,227,6,233,379529,59664,1669,61334
1.26.20 0:00,526,705,10368,748,435,1524,229,6,235,381053,59894,1675,61569
1.27.20 0:00,526,705,10362,748,434,1524,229,6,235,382577,60123,1681,61804
1.28.20 0:00,526,705,10357,747,434,1524,229,6,235,384101,60352,1687,62039
1.29.20 0:00,525,705,10354,747,435,1538,231,6,237,385639,60583,1693,62277
1.30.20 0:00,529,707,10397,750,432,1479,222,6,228,387118,60806,1699,62505
1.31.20 0:00,533,710,10434,752,430,1417,213,6,219,388534,61019,1705,62724
02.01.20 00:00,535,712,10466,754,430,1279,200,5,205,389813,61219,1710,62929
02.02.20 00:00,533,711,10447,753,431,1307,204,5,210,391120,61423,1715,63139
02.03.20 00:00,526,706,10371,748,435,1403,220,6,225,392524,61643,1721,63364
02.04.20 00:00,524,704,10342,747,436,1428,223,6,229,393952,61866,1727,63593
02.05.20 00:00,523,703,10328,746,436,1441,225,6,231,395393,62092,1733,63824
02.06.20 00:00,522,702,10315,745,436,1453,227,6,233,396846,62319,1739,64058
02.07.20 00:00,522,702,10311,744,436,1453,227,6,233,398300,62546,1745,64291
02.08.20 00:00,522,701,10307,744,436,1453,227,6,233,399753,62774,1751,64524
02.09.20 00:00,526,704,10351,747,434,1403,220,6,225,401156,62993,1756,64749
02.10.20 00:00,527,706,10368,748,433,1391,218,6,223,402547,63211,1762,64973
02.11.20 00:00,527,705,10367,748,433,1391,218,6,223,403938,63428,1768,65196
02.12.20 00:00,527,705,10365,748,432,1391,218,6,223,405329,63646,1773,65419
2.13.20 0:00,533,709,10425,752,429,1307,204,5,210,406636,63850,1779,65629
2.14.20 0:00,526,705,10355,747,433,1403,220,6,225,408040,64070,1784,65854
2.15.20 0:00,523,702,10319,745,434,1441,225,6,231,409481,64295,1790,66086
2.16.20 0:00,523,702,10319,745,434,1441,225,6,231,410922,64521,1796,66317
2.17.20 0:00,523,702,10319,745,434,1441,225,6,231,412362,64746,1802,66548
2.18.20 0:00,523,702,10317,745,434,1441,225,6,231,413803,64971,1808,66779
2.19.20 0:00,523,702,10315,745,434,1441,225,6,231,415244,65197,1814,67011
2.20.20 0:00,529,706,10377,748,430,1364,213,6,219,416608,65410,1819,67229
2.21.20 0:00,523,702,10312,744,434,1441,225,6,231,418048,65636,1825,67461
2.22.20 0:00,522,701,10308,744,435,1453,227,6,233,419502,65863,1831,67694
2.23.20 0:00,522,701,10305,744,435,1453,227,6,233,420955,66090,1837,67927
2.24.20 0:00,522,701,10303,744,434,1453,227,6,233,422408,66318,1843,68161
2.25.20 0:00,522,701,10301,744,434,1453,227,6,233,423861,66545,1849,68394
2.26.20 0:00,523,701,10304,744,433,1441,225,6,231,425302,66770,1855,68625
2.27.20 0:00,523,701,10306,744,433,1441,225,6,231,426743,66996,1861,68856
2.28.20 0:00,522,701,10305,744,435,1453,227,6,233,428196,67223,1867,69090
2.29.20 0:00,522,701,10303,744,434,1453,227,6,233,429650,67450,1873,69323
03.01.20 00:00,522,701,10302,744,434,1443,229,6,235,431092,67679,1879,69558
03.02.20 00:00,522,701,10300,743,434,1443,229,6,235,432535,67908,1884,69792
